 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\8He_Si.txt

 Ion = Helium [2] , Mass = 8.0339 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  50.00 keV   3.834E-01  3.449E-02    5255 A      1604 A      1561 A   
  55.00 keV   4.073E-01  3.241E-02    5689 A      1668 A      1646 A   
  60.00 keV   4.305E-01  3.059E-02    6107 A      1725 A      1723 A   
  65.00 keV   4.530E-01  2.900E-02    6510 A      1776 A      1795 A   
  70.00 keV   4.748E-01  2.758E-02    6899 A      1822 A      1861 A   
  80.00 keV   5.164E-01  2.516E-02    7641 A      1904 A      1980 A   
  90.00 keV   5.558E-01  2.318E-02    8341 A      1972 A      2084 A   
 100.00 keV   5.932E-01  2.152E-02    9004 A      2031 A      2176 A   
 110.00 keV   6.288E-01  2.011E-02    9636 A      2082 A      2259 A   
 120.00 keV   6.627E-01  1.889E-02    1.02 um     2127 A      2333 A   
 130.00 keV   6.950E-01  1.782E-02    1.08 um     2166 A      2400 A   
 140.00 keV   7.260E-01  1.688E-02    1.14 um     2202 A      2462 A   
 150.00 keV   7.556E-01  1.605E-02    1.19 um     2233 A      2518 A   
 160.00 keV   7.840E-01  1.530E-02    1.24 um     2262 A      2571 A   
 170.00 keV   8.113E-01  1.463E-02    1.29 um     2288 A      2619 A   
 180.00 keV   8.374E-01  1.402E-02    1.34 um     2312 A      2665 A   
 200.00 keV   8.867E-01  1.295E-02    1.44 um     2357 A      2747 A   
 225.00 keV   9.430E-01  1.184E-02    1.55 um     2405 A      2837 A   
 250.00 keV   9.942E-01  1.093E-02    1.66 um     2446 A      2916 A   
 275.00 keV   1.041E+00  1.015E-02    1.76 um     2482 A      2986 A   
 300.00 keV   1.083E+00  9.492E-03    1.86 um     2513 A      3049 A   
 325.00 keV   1.122E+00  8.919E-03    1.95 um     2541 A      3107 A   
 350.00 keV   1.157E+00  8.417E-03    2.04 um     2566 A      3159 A   
 375.00 keV   1.189E+00  7.973E-03    2.13 um     2589 A      3208 A   
 400.00 keV   1.218E+00  7.578E-03    2.22 um     2610 A      3253 A   
 450.00 keV   1.268E+00  6.903E-03    2.39 um     2654 A      3335 A   
 500.00 keV   1.310E+00  6.347E-03    2.55 um     2692 A      3408 A   
 550.00 keV   1.344E+00  5.881E-03    2.71 um     2726 A      3474 A   
 600.00 keV   1.372E+00  5.483E-03    2.87 um     2757 A      3535 A   
 650.00 keV   1.394E+00  5.140E-03    3.02 um     2786 A      3592 A   
 700.00 keV   1.412E+00  4.841E-03    3.17 um     2813 A      3645 A   
 800.00 keV   1.436E+00  4.342E-03    3.47 um     2878 A      3742 A   
 900.00 keV   1.448E+00  3.943E-03    3.77 um     2938 A      3831 A   
   1.00 MeV   1.452E+00  3.616E-03    4.06 um     2995 A      3913 A   
   1.10 MeV   1.449E+00  3.343E-03    4.36 um     3049 A      3991 A   
   1.20 MeV   1.441E+00  3.111E-03    4.65 um     3102 A      4066 A   
   1.30 MeV   1.430E+00  2.911E-03    4.95 um     3153 A      4138 A   
   1.40 MeV   1.417E+00  2.736E-03    5.25 um     3204 A      4208 A   
   1.50 MeV   1.402E+00  2.583E-03    5.56 um     3254 A      4276 A   
   1.60 MeV   1.385E+00  2.448E-03    5.86 um     3305 A      4343 A   
   1.70 MeV   1.368E+00  2.326E-03    6.18 um     3355 A      4410 A   
   1.80 MeV   1.350E+00  2.217E-03    6.49 um     3405 A      4475 A   
   2.00 MeV   1.314E+00  2.029E-03    7.14 um     3564 A      4606 A   
   2.25 MeV   1.268E+00  1.837E-03    7.97 um     3800 A      4769 A   
   2.50 MeV   1.224E+00  1.680E-03    8.83 um     4037 A      4933 A   
   2.75 MeV   1.182E+00  1.549E-03    9.72 um     4275 A      5099 A   
   3.00 MeV   1.143E+00  1.439E-03   10.64 um     4516 A      5268 A   
   3.25 MeV   1.105E+00  1.344E-03   11.60 um     4760 A      5441 A   
   3.50 MeV   1.070E+00  1.261E-03   12.59 um     5007 A      5619 A   
   3.75 MeV   1.038E+00  1.189E-03   13.61 um     5257 A      5801 A   
   4.00 MeV   1.007E+00  1.125E-03   14.66 um     5510 A      5987 A   
   4.50 MeV   9.511E-01  1.016E-03   16.85 um     6413 A      6376 A   
   5.00 MeV   9.018E-01  9.282E-04   19.17 um     7291 A      6786 A   
   5.50 MeV   8.580E-01  8.548E-04   21.62 um     8155 A      7216 A   
   6.00 MeV   8.188E-01  7.928E-04   24.18 um     9014 A      7669 A   
   6.50 MeV   7.836E-01  7.396E-04   26.87 um     9870 A      8142 A   
   7.00 MeV   7.517E-01  6.935E-04   29.67 um     1.07 um     8636 A   
   8.00 MeV   6.964E-01  6.174E-04   35.62 um     1.38 um     9686 A   
   9.00 MeV   6.499E-01  5.571E-04   42.01 um     1.67 um     1.08 um  
  10.00 MeV   6.103E-01  5.080E-04   48.84 um     1.94 um     1.20 um  
  11.00 MeV   5.760E-01  4.673E-04   56.10 um     2.21 um     1.33 um  
  12.00 MeV   5.460E-01  4.330E-04   63.77 um     2.48 um     1.46 um  
  13.00 MeV   5.195E-01  4.036E-04   71.85 um     2.75 um     1.60 um  
  14.00 MeV   4.960E-01  3.781E-04   80.32 um     3.02 um     1.75 um  
  15.00 MeV   4.748E-01  3.558E-04   89.19 um     3.29 um     1.91 um  
  16.00 MeV   4.558E-01  3.361E-04   98.44 um     3.56 um     2.07 um  
  17.00 MeV   4.386E-01  3.186E-04  108.06 um     3.83 um     2.23 um  
  18.00 MeV   4.215E-01  3.029E-04  118.07 um     4.11 um     2.40 um  
  20.00 MeV   3.894E-01  2.759E-04  139.32 um     5.13 um     2.76 um  
  22.50 MeV   3.584E-01  2.486E-04  168.12 um     6.60 um     3.25 um  
  25.00 MeV   3.325E-01  2.264E-04  199.30 um     7.99 um     3.77 um  
  27.50 MeV   3.105E-01  2.080E-04  232.79 um     9.34 um     4.33 um  
  30.00 MeV   2.915E-01  1.925E-04  268.55 um    10.68 um     4.92 um  
  32.50 MeV   2.750E-01  1.792E-04  306.55 um    12.01 um     5.54 um  
  35.00 MeV   2.605E-01  1.678E-04  346.76 um    13.35 um     6.20 um  
  37.50 MeV   2.476E-01  1.578E-04  389.13 um    14.70 um     6.89 um  
  40.00 MeV   2.360E-01  1.489E-04  433.64 um    16.06 um     7.60 um  
  45.00 MeV   2.162E-01  1.340E-04  528.93 um    21.10 um     9.14 um  
  50.00 MeV   1.998E-01  1.219E-04  632.50 um    25.82 um    10.79 um  
  55.00 MeV   1.859E-01  1.120E-04  744.19 um    30.41 um    12.56 um  
  60.00 MeV   1.740E-01  1.035E-04  863.85 um    34.95 um    14.44 um  
  65.00 MeV   1.637E-01  9.635E-05  991.35 um    39.49 um    16.44 um  
  70.00 MeV   1.547E-01  9.013E-05    1.13 mm    44.05 um    18.54 um  
  80.00 MeV   1.396E-01  7.992E-05    1.42 mm    60.79 um    23.08 um  
  90.00 MeV   1.275E-01  7.186E-05    1.74 mm    76.35 um    28.03 um  
 100.00 MeV   1.175E-01  6.534E-05    2.09 mm    91.49 um    33.39 um  
 110.00 MeV   1.091E-01  5.994E-05    2.47 mm   106.52 um    39.15 um  
 120.00 MeV   1.019E-01  5.541E-05    2.88 mm   121.59 um    45.30 um  
 130.00 MeV   9.570E-02  5.153E-05    3.32 mm   136.78 um    51.83 um  
 140.00 MeV   9.030E-02  4.818E-05    3.78 mm   152.14 um    58.74 um  
 150.00 MeV   8.553E-02  4.526E-05    4.27 mm   167.69 um    66.01 um  
 160.00 MeV   8.130E-02  4.269E-05    4.79 mm   183.45 um    73.65 um  
 170.00 MeV   7.751E-02  4.040E-05    5.33 mm   199.43 um    81.64 um  
 180.00 MeV   7.410E-02  3.835E-05    5.90 mm   215.63 um    89.98 um  
 200.00 MeV   6.819E-02  3.485E-05    7.11 mm   276.61 um   107.70 um  
 225.00 MeV   6.214E-02  3.131E-05    8.76 mm   363.71 um   131.74 um  
 250.00 MeV   5.719E-02  2.844E-05   10.57 mm   445.96 um   157.82 um  
 275.00 MeV   5.306E-02  2.607E-05   12.52 mm   526.31 um   185.88 um  
 300.00 MeV   4.955E-02  2.408E-05   14.62 mm   606.06 um   215.86 um  
 325.00 MeV   4.654E-02  2.239E-05   16.87 mm   685.89 um   247.71 um  
 350.00 MeV   4.392E-02  2.092E-05   19.25 mm   766.15 um   281.38 um  
 375.00 MeV   4.161E-02  1.964E-05   21.76 mm   847.07 um   316.84 um  
 400.00 MeV   3.958E-02  1.851E-05   24.42 mm   928.77 um   354.04 um  
 450.00 MeV   3.612E-02  1.662E-05   30.11 mm     1.23 mm   433.53 um  
 500.00 MeV   3.331E-02  1.509E-05   36.32 mm     1.52 mm   519.55 um  
 550.00 MeV   3.097E-02  1.383E-05   43.02 mm     1.80 mm   611.82 um  
 600.00 MeV   2.900E-02  1.277E-05   50.21 mm     2.07 mm   710.11 um  
 650.00 MeV   2.730E-02  1.186E-05   57.86 mm     2.34 mm   814.18 um  
 700.00 MeV   2.583E-02  1.108E-05   65.97 mm     2.61 mm   923.83 um  
 800.00 MeV   2.341E-02  9.801E-06   83.48 mm     3.61 mm     1.16 mm  
 900.00 MeV   2.149E-02  8.795E-06  102.68 mm     4.53 mm     1.41 mm  
   1.00 GeV   1.994E-02  7.981E-06  123.49 mm     5.41 mm     1.69 mm  
   1.10 GeV   1.865E-02  7.310E-06  145.82 mm     6.28 mm     1.98 mm  
   1.20 GeV   1.757E-02  6.746E-06  169.61 mm     7.14 mm     2.29 mm  
   1.30 GeV   1.664E-02  6.266E-06  194.80 mm     7.99 mm     2.61 mm  
   1.40 GeV   1.584E-02  5.852E-06  221.32 mm     8.85 mm     2.95 mm  
   1.50 GeV   1.515E-02  5.490E-06  249.11 mm     9.70 mm     3.30 mm  
   1.60 GeV   1.454E-02  5.173E-06  278.14 mm    10.55 mm     3.66 mm  
   1.70 GeV   1.399E-02  4.891E-06  308.33 mm    11.40 mm     4.04 mm  
   1.80 GeV   1.351E-02  4.639E-06  339.66 mm    12.25 mm     4.43 mm  
   2.00 GeV   1.268E-02  4.208E-06  405.48 mm    15.42 mm     5.23 mm  
   2.25 GeV   1.185E-02  3.773E-06  493.34 mm    19.85 mm     6.29 mm  
   2.50 GeV   1.118E-02  3.423E-06  586.91 mm    23.90 mm     7.40 mm  
   2.75 GeV   1.063E-02  3.133E-06  685.69 mm    27.73 mm     8.55 mm  
   3.00 GeV   1.018E-02  2.890E-06  789.21 mm    31.40 mm     9.74 mm  
   3.25 GeV   9.792E-03  2.683E-06  897.07 mm    34.96 mm    10.96 mm  
   3.50 GeV   9.464E-03  2.505E-06    1.01 m     38.42 mm    12.20 mm  
   3.75 GeV   9.181E-03  2.349E-06    1.12 m     41.80 mm    13.47 mm  
   4.00 GeV   8.935E-03  2.213E-06    1.24 m     45.10 mm    14.76 mm  
   4.50 GeV   8.530E-03  1.983E-06    1.49 m     57.11 mm    17.38 mm  
   5.00 GeV   8.212E-03  1.798E-06    1.75 m     67.81 mm    20.04 mm  
   5.50 GeV   7.958E-03  1.646E-06    2.01 m     77.66 mm    22.73 mm  
   6.00 GeV   7.751E-03  1.518E-06    2.29 m     86.90 mm    25.43 mm  
   6.50 GeV   7.581E-03  1.409E-06    2.57 m     95.64 mm    28.14 mm  
   7.00 GeV   7.439E-03  1.315E-06    2.86 m    103.97 mm    30.84 mm  
   8.00 GeV   7.221E-03  1.161E-06    3.44 m    133.26 mm    36.20 mm  
   9.00 GeV   7.064E-03  1.040E-06    4.05 m    158.36 mm    41.49 mm  
  10.00 GeV   6.949E-03  9.426E-07    4.66 m    180.79 mm    46.68 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  2.4068E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
