 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\9Li_Si.txt

 Ion = Lithium [3] , Mass = 9.0268 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  50.00 keV   5.178E-01  7.305E-02    3323 A      1115 A      1025 A   
  55.00 keV   5.442E-01  6.897E-02    3623 A      1170 A      1090 A   
  60.00 keV   5.710E-01  6.539E-02    3916 A      1220 A      1150 A   
  65.00 keV   5.976E-01  6.221E-02    4201 A      1266 A      1208 A   
  70.00 keV   6.234E-01  5.937E-02    4479 A      1308 A      1262 A   
  80.00 keV   6.727E-01  5.450E-02    5014 A      1384 A      1361 A   
  90.00 keV   7.187E-01  5.045E-02    5525 A      1450 A      1450 A   
 100.00 keV   7.618E-01  4.704E-02    6015 A      1507 A      1531 A   
 110.00 keV   8.023E-01  4.411E-02    6486 A      1559 A      1605 A   
 120.00 keV   8.407E-01  4.157E-02    6941 A      1604 A      1673 A   
 130.00 keV   8.771E-01  3.934E-02    7381 A      1646 A      1735 A   
 140.00 keV   9.119E-01  3.736E-02    7808 A      1683 A      1793 A   
 150.00 keV   9.451E-01  3.559E-02    8223 A      1717 A      1847 A   
 160.00 keV   9.770E-01  3.401E-02    8626 A      1749 A      1898 A   
 170.00 keV   1.008E+00  3.257E-02    9020 A      1778 A      1945 A   
 180.00 keV   1.037E+00  3.127E-02    9404 A      1804 A      1990 A   
 200.00 keV   1.093E+00  2.898E-02    1.01 um     1854 A      2073 A   
 225.00 keV   1.158E+00  2.659E-02    1.10 um     1908 A      2164 A   
 250.00 keV   1.218E+00  2.461E-02    1.19 um     1955 A      2246 A   
 275.00 keV   1.274E+00  2.292E-02    1.27 um     1996 A      2320 A   
 300.00 keV   1.327E+00  2.148E-02    1.35 um     2033 A      2386 A   
 325.00 keV   1.376E+00  2.022E-02    1.42 um     2065 A      2447 A   
 350.00 keV   1.422E+00  1.912E-02    1.50 um     2095 A      2504 A   
 375.00 keV   1.465E+00  1.814E-02    1.57 um     2122 A      2556 A   
 400.00 keV   1.506E+00  1.726E-02    1.64 um     2147 A      2605 A   
 450.00 keV   1.582E+00  1.577E-02    1.77 um     2195 A      2693 A   
 500.00 keV   1.649E+00  1.453E-02    1.90 um     2237 A      2772 A   
 550.00 keV   1.711E+00  1.349E-02    2.03 um     2274 A      2843 A   
 600.00 keV   1.766E+00  1.260E-02    2.15 um     2307 A      2907 A   
 650.00 keV   1.816E+00  1.183E-02    2.27 um     2337 A      2967 A   
 700.00 keV   1.862E+00  1.115E-02    2.38 um     2365 A      3022 A   
 800.00 keV   1.941E+00  1.003E-02    2.60 um     2424 A      3121 A   
 900.00 keV   2.007E+00  9.126E-03    2.82 um     2476 A      3209 A   
   1.00 MeV   2.062E+00  8.383E-03    3.03 um     2522 A      3289 A   
   1.10 MeV   2.107E+00  7.761E-03    3.23 um     2565 A      3362 A   
   1.20 MeV   2.144E+00  7.232E-03    3.43 um     2604 A      3429 A   
   1.30 MeV   2.175E+00  6.775E-03    3.63 um     2641 A      3492 A   
   1.40 MeV   2.199E+00  6.376E-03    3.82 um     2676 A      3551 A   
   1.50 MeV   2.219E+00  6.025E-03    4.02 um     2709 A      3608 A   
   1.60 MeV   2.234E+00  5.714E-03    4.21 um     2740 A      3661 A   
   1.70 MeV   2.245E+00  5.435E-03    4.40 um     2771 A      3713 A   
   1.80 MeV   2.253E+00  5.185E-03    4.59 um     2800 A      3762 A   
   2.00 MeV   2.262E+00  4.751E-03    4.97 um     2882 A      3856 A   
   2.25 MeV   2.259E+00  4.308E-03    5.44 um     2993 A      3967 A   
   2.50 MeV   2.248E+00  3.945E-03    5.92 um     3100 A      4073 A   
   2.75 MeV   2.229E+00  3.642E-03    6.40 um     3204 A      4174 A   
   3.00 MeV   2.205E+00  3.385E-03    6.88 um     3305 A      4271 A   
   3.25 MeV   2.178E+00  3.164E-03    7.37 um     3405 A      4367 A   
   3.50 MeV   2.149E+00  2.973E-03    7.87 um     3504 A      4461 A   
   3.75 MeV   2.118E+00  2.804E-03    8.37 um     3602 A      4554 A   
   4.00 MeV   2.086E+00  2.655E-03    8.88 um     3700 A      4646 A   
   4.50 MeV   2.021E+00  2.402E-03    9.93 um     4034 A      4829 A   
   5.00 MeV   1.957E+00  2.196E-03   11.01 um     4360 A      5013 A   
   5.50 MeV   1.894E+00  2.024E-03   12.12 um     4683 A      5197 A   
   6.00 MeV   1.834E+00  1.878E-03   13.28 um     5004 A      5385 A   
   6.50 MeV   1.776E+00  1.754E-03   14.47 um     5325 A      5576 A   
   7.00 MeV   1.722E+00  1.645E-03   15.70 um     5647 A      5770 A   
   8.00 MeV   1.621E+00  1.467E-03   18.27 um     6799 A      6173 A   
   9.00 MeV   1.532E+00  1.325E-03   21.00 um     7896 A      6595 A   
  10.00 MeV   1.452E+00  1.209E-03   23.88 um     8965 A      7037 A   
  11.00 MeV   1.380E+00  1.113E-03   26.92 um     1.00 um     7501 A   
  12.00 MeV   1.315E+00  1.032E-03   30.12 um     1.11 um     7987 A   
  13.00 MeV   1.256E+00  9.624E-04   33.47 um     1.21 um     8496 A   
  14.00 MeV   1.203E+00  9.021E-04   36.97 um     1.32 um     9026 A   
  15.00 MeV   1.155E+00  8.494E-04   40.62 um     1.42 um     9579 A   
  16.00 MeV   1.110E+00  8.027E-04   44.42 um     1.53 um     1.02 um  
  17.00 MeV   1.069E+00  7.612E-04   48.37 um     1.64 um     1.07 um  
  18.00 MeV   1.032E+00  7.240E-04   52.46 um     1.75 um     1.14 um  
  20.00 MeV   9.624E-01  6.600E-04   61.10 um     2.15 um     1.27 um  
  22.50 MeV   8.810E-01  5.951E-04   72.79 um     2.73 um     1.44 um  
  25.00 MeV   8.180E-01  5.423E-04   85.47 um     3.29 um     1.63 um  
  27.50 MeV   7.644E-01  4.986E-04   99.08 um     3.83 um     1.84 um  
  30.00 MeV   7.181E-01  4.616E-04  113.60 um     4.37 um     2.05 um  
  32.50 MeV   6.778E-01  4.301E-04  129.03 um     4.91 um     2.28 um  
  35.00 MeV   6.422E-01  4.027E-04  145.34 um     5.45 um     2.53 um  
  37.50 MeV   6.106E-01  3.788E-04  162.52 um     5.99 um     2.78 um  
  40.00 MeV   5.824E-01  3.577E-04  180.57 um     6.54 um     3.05 um  
  45.00 MeV   5.338E-01  3.221E-04  219.18 um     8.57 um     3.62 um  
  50.00 MeV   4.934E-01  2.933E-04  261.13 um    10.48 um     4.23 um  
  55.00 MeV   4.594E-01  2.694E-04  306.34 um    12.33 um     4.89 um  
  60.00 MeV   4.302E-01  2.493E-04  354.77 um    14.16 um     5.59 um  
  65.00 MeV   4.048E-01  2.321E-04  406.35 um    15.99 um     6.34 um  
  70.00 MeV   3.826E-01  2.172E-04  461.05 um    17.83 um     7.12 um  
  80.00 MeV   3.454E-01  1.927E-04  579.50 um    24.59 um     8.82 um  
  90.00 MeV   3.154E-01  1.734E-04  709.95 um    30.87 um    10.67 um  
 100.00 MeV   2.907E-01  1.577E-04  852.14 um    36.98 um    12.67 um  
 110.00 MeV   2.700E-01  1.447E-04    1.01 mm    43.04 um    14.83 um  
 120.00 MeV   2.522E-01  1.338E-04    1.17 mm    49.12 um    17.13 um  
 130.00 MeV   2.369E-01  1.245E-04    1.35 mm    55.25 um    19.57 um  
 140.00 MeV   2.236E-01  1.165E-04    1.53 mm    61.44 um    22.16 um  
 150.00 MeV   2.118E-01  1.094E-04    1.73 mm    67.71 um    24.88 um  
 160.00 MeV   2.013E-01  1.032E-04    1.94 mm    74.07 um    27.74 um  
 170.00 MeV   1.919E-01  9.773E-05    2.16 mm    80.51 um    30.73 um  
 180.00 MeV   1.835E-01  9.281E-05    2.39 mm    87.04 um    33.86 um  
 200.00 MeV   1.688E-01  8.437E-05    2.88 mm   111.66 um    40.50 um  
 225.00 MeV   1.538E-01  7.583E-05    3.55 mm   146.84 um    49.51 um  
 250.00 MeV   1.415E-01  6.891E-05    4.28 mm   180.06 um    59.29 um  
 275.00 MeV   1.313E-01  6.320E-05    5.07 mm   212.52 um    69.82 um  
 300.00 MeV   1.226E-01  5.839E-05    5.91 mm   244.75 um    81.08 um  
 325.00 MeV   1.151E-01  5.429E-05    6.82 mm   277.02 um    93.04 um  
 350.00 MeV   1.086E-01  5.075E-05    7.78 mm   309.48 um   105.70 um  
 375.00 MeV   1.028E-01  4.766E-05    8.80 mm   342.22 um   119.04 um  
 400.00 MeV   9.778E-02  4.494E-05    9.88 mm   375.28 um   133.04 um  
 450.00 MeV   8.919E-02  4.036E-05   12.18 mm   498.87 um   162.98 um  
 500.00 MeV   8.219E-02  3.666E-05   14.70 mm   614.46 um   195.42 um  
 550.00 MeV   7.636E-02  3.360E-05   17.42 mm   726.67 um   230.26 um  
 600.00 MeV   7.144E-02  3.103E-05   20.33 mm   837.50 um   267.42 um  
 650.00 MeV   6.721E-02  2.884E-05   23.44 mm   947.95 um   306.81 um  
 700.00 MeV   6.355E-02  2.695E-05   26.73 mm     1.06 mm   348.35 um  
 800.00 MeV   5.751E-02  2.385E-05   33.86 mm     1.47 mm   437.64 um  
 900.00 MeV   5.272E-02  2.140E-05   41.68 mm     1.84 mm   534.77 um  
   1.00 GeV   4.884E-02  1.943E-05   50.17 mm     2.20 mm   639.24 um  
   1.10 GeV   4.562E-02  1.780E-05   59.29 mm     2.56 mm   750.61 um  
   1.20 GeV   4.291E-02  1.643E-05   69.03 mm     2.91 mm   868.50 um  
   1.30 GeV   4.059E-02  1.527E-05   79.35 mm     3.26 mm   992.53 um  
   1.40 GeV   3.859E-02  1.426E-05   90.23 mm     3.61 mm     1.12 mm  
   1.50 GeV   3.684E-02  1.338E-05  101.65 mm     3.96 mm     1.26 mm  
   1.60 GeV   3.531E-02  1.261E-05  113.59 mm     4.32 mm     1.40 mm  
   1.70 GeV   3.394E-02  1.193E-05  126.03 mm     4.67 mm     1.54 mm  
   1.80 GeV   3.272E-02  1.131E-05  138.95 mm     5.02 mm     1.69 mm  
   2.00 GeV   3.064E-02  1.027E-05  166.16 mm     6.34 mm     2.01 mm  
   2.25 GeV   2.854E-02  9.208E-06  202.58 mm     8.18 mm     2.42 mm  
   2.50 GeV   2.685E-02  8.354E-06  241.47 mm     9.88 mm     2.85 mm  
   2.75 GeV   2.547E-02  7.650E-06  282.64 mm    11.49 mm     3.31 mm  
   3.00 GeV   2.432E-02  7.058E-06  325.91 mm    13.03 mm     3.78 mm  
   3.25 GeV   2.334E-02  6.554E-06  371.11 mm    14.53 mm     4.26 mm  
   3.50 GeV   2.250E-02  6.120E-06  418.10 mm    16.00 mm     4.76 mm  
   3.75 GeV   2.178E-02  5.741E-06  466.73 mm    17.44 mm     5.27 mm  
   4.00 GeV   2.115E-02  5.408E-06  516.90 mm    18.85 mm     5.78 mm  
   4.50 GeV   2.011E-02  4.848E-06  621.33 mm    23.98 mm     6.84 mm  
   5.00 GeV   1.929E-02  4.397E-06  730.67 mm    28.57 mm     7.92 mm  
   5.50 GeV   1.863E-02  4.025E-06  844.29 mm    32.82 mm     9.02 mm  
   6.00 GeV   1.809E-02  3.712E-06  961.61 mm    36.81 mm    10.12 mm  
   6.50 GeV   1.764E-02  3.446E-06    1.08 m     40.60 mm    11.24 mm  
   7.00 GeV   1.727E-02  3.217E-06    1.21 m     44.23 mm    12.35 mm  
   8.00 GeV   1.668E-02  2.841E-06    1.46 m     57.03 mm    14.59 mm  
   9.00 GeV   1.625E-02  2.546E-06    1.72 m     68.04 mm    16.80 mm  
  10.00 GeV   1.593E-02  2.308E-06    1.99 m     77.92 mm    18.99 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  1.5154E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
