 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\N17_Si.txt

 Ion = Nitrogen [7] , Mass = 17.0085 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   1.055E+00  4.171E-01    1450 A       539 A       437 A   
  60.00 keV   1.098E+00  4.011E-01    1567 A       568 A       465 A   
  65.00 keV   1.135E+00  3.864E-01    1685 A       595 A       492 A   
  70.00 keV   1.167E+00  3.729E-01    1801 A       621 A       518 A   
  80.00 keV   1.221E+00  3.491E-01    2034 A       670 A       568 A   
  90.00 keV   1.266E+00  3.286E-01    2265 A       716 A       616 A   
 100.00 keV   1.305E+00  3.107E-01    2496 A       759 A       661 A   
 110.00 keV   1.340E+00  2.949E-01    2726 A       801 A       705 A   
 120.00 keV   1.372E+00  2.810E-01    2955 A       840 A       747 A   
 130.00 keV   1.403E+00  2.684E-01    3184 A       877 A       788 A   
 140.00 keV   1.433E+00  2.571E-01    3411 A       912 A       828 A   
 150.00 keV   1.463E+00  2.469E-01    3637 A       946 A       867 A   
 160.00 keV   1.493E+00  2.376E-01    3862 A       979 A       905 A   
 170.00 keV   1.524E+00  2.290E-01    4084 A      1010 A       941 A   
 180.00 keV   1.556E+00  2.212E-01    4305 A      1039 A       977 A   
 200.00 keV   1.621E+00  2.072E-01    4739 A      1095 A      1045 A   
 225.00 keV   1.707E+00  1.923E-01    5269 A      1159 A      1125 A   
 250.00 keV   1.797E+00  1.797E-01    5781 A      1216 A      1200 A   
 275.00 keV   1.891E+00  1.688E-01    6276 A      1267 A      1269 A   
 300.00 keV   1.987E+00  1.593E-01    6754 A      1313 A      1334 A   
 325.00 keV   2.085E+00  1.510E-01    7214 A      1354 A      1394 A   
 350.00 keV   2.183E+00  1.436E-01    7658 A      1392 A      1450 A   
 375.00 keV   2.283E+00  1.370E-01    8086 A      1426 A      1502 A   
 400.00 keV   2.382E+00  1.310E-01    8500 A      1457 A      1551 A   
 450.00 keV   2.579E+00  1.207E-01    9286 A      1512 A      1639 A   
 500.00 keV   2.772E+00  1.120E-01    1.00 um     1559 A      1716 A   
 550.00 keV   2.959E+00  1.047E-01    1.07 um     1599 A      1785 A   
 600.00 keV   3.139E+00  9.831E-02    1.14 um     1634 A      1846 A   
 650.00 keV   3.311E+00  9.276E-02    1.20 um     1665 A      1902 A   
 700.00 keV   3.475E+00  8.787E-02    1.26 um     1692 A      1952 A   
 800.00 keV   3.778E+00  7.962E-02    1.37 um     1741 A      2040 A   
 900.00 keV   4.048E+00  7.292E-02    1.48 um     1782 A      2114 A   
   1.00 MeV   4.287E+00  6.737E-02    1.58 um     1816 A      2179 A   
   1.10 MeV   4.498E+00  6.267E-02    1.67 um     1846 A      2237 A   
   1.20 MeV   4.684E+00  5.864E-02    1.76 um     1872 A      2288 A   
   1.30 MeV   4.848E+00  5.515E-02    1.85 um     1895 A      2334 A   
   1.40 MeV   4.992E+00  5.208E-02    1.94 um     1916 A      2377 A   
   1.50 MeV   5.119E+00  4.937E-02    2.02 um     1936 A      2416 A   
   1.60 MeV   5.231E+00  4.695E-02    2.10 um     1954 A      2453 A   
   1.70 MeV   5.329E+00  4.478E-02    2.18 um     1970 A      2487 A   
   1.80 MeV   5.415E+00  4.282E-02    2.26 um     1986 A      2519 A   
   2.00 MeV   5.558E+00  3.941E-02    2.41 um     2021 A      2578 A   
   2.25 MeV   5.694E+00  3.590E-02    2.60 um     2063 A      2645 A   
   2.50 MeV   5.794E+00  3.300E-02    2.79 um     2102 A      2705 A   
   2.75 MeV   5.867E+00  3.058E-02    2.97 um     2138 A      2761 A   
   3.00 MeV   5.920E+00  2.851E-02    3.15 um     2172 A      2813 A   
   3.25 MeV   5.959E+00  2.672E-02    3.33 um     2204 A      2862 A   
   3.50 MeV   5.988E+00  2.517E-02    3.51 um     2235 A      2908 A   
   3.75 MeV   6.008E+00  2.379E-02    3.69 um     2265 A      2952 A   
   4.00 MeV   6.021E+00  2.257E-02    3.87 um     2294 A      2994 A   
   4.50 MeV   6.035E+00  2.050E-02    4.22 um     2375 A      3074 A   
   5.00 MeV   6.036E+00  1.880E-02    4.57 um     2453 A      3150 A   
   5.50 MeV   6.029E+00  1.738E-02    4.93 um     2528 A      3222 A   
   6.00 MeV   6.018E+00  1.617E-02    5.29 um     2600 A      3290 A   
   6.50 MeV   6.003E+00  1.513E-02    5.64 um     2669 A      3357 A   
   7.00 MeV   5.985E+00  1.422E-02    6.00 um     2737 A      3421 A   
   8.00 MeV   5.946E+00  1.272E-02    6.72 um     2957 A      3545 A   
   9.00 MeV   5.904E+00  1.152E-02    7.44 um     3163 A      3664 A   
  10.00 MeV   5.859E+00  1.055E-02    8.17 um     3359 A      3779 A   
  11.00 MeV   5.812E+00  9.730E-03    8.91 um     3546 A      3890 A   
  12.00 MeV   5.765E+00  9.039E-03    9.65 um     3726 A      4000 A   
  13.00 MeV   5.716E+00  8.445E-03   10.40 um     3901 A      4107 A   
  14.00 MeV   5.667E+00  7.929E-03   11.15 um     4071 A      4213 A   
  15.00 MeV   5.617E+00  7.476E-03   11.92 um     4236 A      4317 A   
  16.00 MeV   5.567E+00  7.076E-03   12.68 um     4398 A      4421 A   
  17.00 MeV   5.517E+00  6.718E-03   13.46 um     4557 A      4523 A   
  18.00 MeV   5.466E+00  6.397E-03   14.24 um     4713 A      4625 A   
  20.00 MeV   5.364E+00  5.844E-03   15.83 um     5264 A      4827 A   
  22.50 MeV   5.237E+00  5.281E-03   17.86 um     6043 A      5078 A   
  25.00 MeV   5.111E+00  4.823E-03   19.94 um     6766 A      5329 A   
  27.50 MeV   4.987E+00  4.441E-03   22.07 um     7449 A      5580 A   
  30.00 MeV   4.865E+00  4.119E-03   24.25 um     8105 A      5832 A   
  32.50 MeV   4.747E+00  3.843E-03   26.49 um     8742 A      6085 A   
  35.00 MeV   4.635E+00  3.603E-03   28.78 um     9364 A      6342 A   
  37.50 MeV   4.514E+00  3.393E-03   31.14 um     9977 A      6601 A   
  40.00 MeV   4.376E+00  3.207E-03   33.56 um     1.06 um     6864 A   
  45.00 MeV   4.139E+00  2.894E-03   38.62 um     1.28 um     7406 A   
  50.00 MeV   3.930E+00  2.639E-03   43.95 um     1.50 um     7968 A   
  55.00 MeV   3.739E+00  2.428E-03   49.57 um     1.70 um     8553 A   
  60.00 MeV   3.563E+00  2.249E-03   55.47 um     1.90 um     9160 A   
  65.00 MeV   3.401E+00  2.096E-03   61.65 um     2.10 um     9792 A   
  70.00 MeV   3.252E+00  1.964E-03   68.12 um     2.30 um     1.04 um  
  80.00 MeV   2.988E+00  1.746E-03   81.94 um     3.03 um     1.18 um  
  90.00 MeV   2.762E+00  1.573E-03   96.93 um     3.71 um     1.33 um  
 100.00 MeV   2.567E+00  1.433E-03  113.10 um     4.37 um     1.49 um  
 110.00 MeV   2.398E+00  1.317E-03  130.46 um     5.03 um     1.67 um  
 120.00 MeV   2.250E+00  1.219E-03  149.00 um     5.68 um     1.85 um  
 130.00 MeV   2.120E+00  1.136E-03  168.71 um     6.35 um     2.04 um  
 140.00 MeV   2.004E+00  1.063E-03  189.61 um     7.02 um     2.24 um  
 150.00 MeV   1.902E+00  9.998E-04  211.66 um     7.70 um     2.46 um  
 160.00 MeV   1.810E+00  9.439E-04  234.88 um     8.38 um     2.68 um  
 170.00 MeV   1.727E+00  8.942E-04  259.24 um     9.08 um     2.92 um  
 180.00 MeV   1.652E+00  8.498E-04  284.74 um     9.79 um     3.17 um  
 200.00 MeV   1.521E+00  7.734E-04  339.09 um    12.49 um     3.69 um  
 225.00 MeV   1.387E+00  6.960E-04  413.22 um    16.35 um     4.40 um  
 250.00 MeV   1.277E+00  6.333E-04  494.14 um    20.01 um     5.18 um  
 275.00 MeV   1.185E+00  5.814E-04  581.70 um    23.58 um     6.02 um  
 300.00 MeV   1.106E+00  5.377E-04  675.76 um    27.13 um     6.91 um  
 325.00 MeV   1.038E+00  5.004E-04  776.23 um    30.68 um     7.86 um  
 350.00 MeV   9.793E-01  4.681E-04  883.01 um    34.26 um     8.87 um  
 375.00 MeV   9.272E-01  4.399E-04  996.00 um    37.87 um     9.93 um  
 400.00 MeV   8.809E-01  4.150E-04    1.12 mm    41.52 um    11.05 um  
 450.00 MeV   8.022E-01  3.732E-04    1.37 mm    55.24 um    13.45 um  
 500.00 MeV   7.378E-01  3.393E-04    1.65 mm    68.11 um    16.06 um  
 550.00 MeV   6.840E-01  3.113E-04    1.95 mm    80.63 um    18.87 um  
 600.00 MeV   6.383E-01  2.877E-04    2.28 mm    93.03 um    21.88 um  
 650.00 MeV   5.991E-01  2.676E-04    2.63 mm   105.44 um    25.08 um  
 700.00 MeV   5.650E-01  2.502E-04    3.00 mm   117.90 um    28.47 um  
 800.00 MeV   5.085E-01  2.217E-04    3.80 mm   164.13 um    35.80 um  
 900.00 MeV   4.636E-01  1.992E-04    4.69 mm   206.97 um    43.84 um  
   1.00 GeV   4.270E-01  1.810E-04    5.66 mm   248.56 um    52.56 um  
   1.10 GeV   3.966E-01  1.659E-04    6.70 mm   289.72 um    61.94 um  
   1.20 GeV   3.709E-01  1.533E-04    7.83 mm   330.86 um    71.95 um  
   1.30 GeV   3.489E-01  1.425E-04    9.03 mm   372.17 um    82.56 um  
   1.40 GeV   3.298E-01  1.332E-04   10.30 mm   413.75 um    93.77 um  
   1.50 GeV   3.131E-01  1.251E-04   11.64 mm   455.66 um   105.55 um  
   1.60 GeV   2.984E-01  1.179E-04   13.04 mm   497.93 um   117.88 um  
   1.70 GeV   2.853E-01  1.115E-04   14.52 mm   540.56 um   130.74 um  
   1.80 GeV   2.735E-01  1.059E-04   16.06 mm   583.55 um   144.12 um  
   2.00 GeV   2.534E-01  9.613E-05   19.34 mm   746.10 um   172.37 um  
   2.25 GeV   2.330E-01  8.630E-05   23.77 mm   976.10 um   210.33 um  
   2.50 GeV   2.165E-01  7.836E-05   28.56 mm     1.19 mm   251.01 um  
   2.75 GeV   2.028E-01  7.180E-05   33.70 mm     1.40 mm   294.23 um  
   3.00 GeV   1.913E-01  6.629E-05   39.17 mm     1.60 mm   339.80 um  
   3.25 GeV   1.816E-01  6.159E-05   44.95 mm     1.80 mm   387.55 um  
   3.50 GeV   1.731E-01  5.754E-05   51.02 mm     1.99 mm   437.35 um  
   3.75 GeV   1.658E-01  5.400E-05   57.38 mm     2.19 mm   489.04 um  
   4.00 GeV   1.594E-01  5.089E-05   64.00 mm     2.38 mm   542.49 um  
   4.50 GeV   1.486E-01  4.566E-05   78.00 mm     3.10 mm   654.27 um  
   5.00 GeV   1.399E-01  4.144E-05   92.94 mm     3.76 mm   771.79 um  
   5.50 GeV   1.328E-01  3.795E-05  108.74 mm     4.38 mm   894.28 um  
   6.00 GeV   1.269E-01  3.503E-05  125.33 mm     4.97 mm     1.02 mm  
   6.50 GeV   1.219E-01  3.253E-05  142.64 mm     5.54 mm     1.15 mm  
   7.00 GeV   1.177E-01  3.038E-05  160.62 mm     6.10 mm     1.29 mm  
   8.00 GeV   1.108E-01  2.685E-05  198.36 mm     8.12 mm     1.56 mm  
   9.00 GeV   1.055E-01  2.408E-05  238.21 mm     9.89 mm     1.84 mm  
  10.00 GeV   1.013E-01  2.185E-05  279.87 mm    11.52 mm     2.13 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  4.5882E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
