 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\F22_Si.txt

 Ion = Fluorine [9] , Mass = 22.003 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   9.324E-01  7.113E-01    1245 A       490 A       372 A   
  60.00 keV   9.872E-01  6.880E-01    1348 A       518 A       399 A   
  65.00 keV   1.022E+00  6.665E-01    1450 A       545 A       425 A   
  70.00 keV   1.045E+00  6.464E-01    1553 A       572 A       450 A   
  80.00 keV   1.073E+00  6.103E-01    1761 A       625 A       499 A   
  90.00 keV   1.095E+00  5.786E-01    1974 A       677 A       546 A   
 100.00 keV   1.118E+00  5.506E-01    2190 A       728 A       592 A   
 110.00 keV   1.146E+00  5.256E-01    2408 A       777 A       637 A   
 120.00 keV   1.179E+00  5.031E-01    2627 A       824 A       681 A   
 130.00 keV   1.215E+00  4.828E-01    2845 A       870 A       725 A   
 140.00 keV   1.255E+00  4.643E-01    3063 A       913 A       768 A   
 150.00 keV   1.298E+00  4.474E-01    3279 A       954 A       810 A   
 160.00 keV   1.342E+00  4.319E-01    3492 A       994 A       851 A   
 170.00 keV   1.388E+00  4.176E-01    3703 A      1031 A       891 A   
 180.00 keV   1.436E+00  4.044E-01    3911 A      1067 A       931 A   
 200.00 keV   1.532E+00  3.807E-01    4317 A      1133 A      1006 A   
 225.00 keV   1.653E+00  3.552E-01    4807 A      1207 A      1094 A   
 250.00 keV   1.773E+00  3.334E-01    5278 A      1273 A      1176 A   
 275.00 keV   1.890E+00  3.144E-01    5731 A      1332 A      1251 A   
 300.00 keV   2.005E+00  2.978E-01    6167 A      1385 A      1322 A   
 325.00 keV   2.116E+00  2.831E-01    6587 A      1433 A      1387 A   
 350.00 keV   2.225E+00  2.699E-01    6992 A      1476 A      1448 A   
 375.00 keV   2.330E+00  2.581E-01    7385 A      1515 A      1504 A   
 400.00 keV   2.432E+00  2.474E-01    7765 A      1551 A      1557 A   
 450.00 keV   2.628E+00  2.288E-01    8493 A      1616 A      1654 A   
 500.00 keV   2.814E+00  2.131E-01    9182 A      1672 A      1740 A   
 550.00 keV   2.991E+00  1.997E-01    9838 A      1720 A      1817 A   
 600.00 keV   3.160E+00  1.881E-01    1.05 um     1763 A      1887 A   
 650.00 keV   3.322E+00  1.778E-01    1.11 um     1800 A      1950 A   
 700.00 keV   3.478E+00  1.688E-01    1.16 um     1834 A      2008 A   
 800.00 keV   3.774E+00  1.535E-01    1.27 um     1895 A      2111 A   
 900.00 keV   4.051E+00  1.410E-01    1.38 um     1945 A      2199 A   
   1.00 MeV   4.312E+00  1.306E-01    1.47 um     1988 A      2276 A   
   1.10 MeV   4.559E+00  1.218E-01    1.56 um     2025 A      2344 A   
   1.20 MeV   4.794E+00  1.142E-01    1.65 um     2057 A      2405 A   
   1.30 MeV   5.016E+00  1.075E-01    1.74 um     2085 A      2460 A   
   1.40 MeV   5.227E+00  1.017E-01    1.82 um     2111 A      2510 A   
   1.50 MeV   5.427E+00  9.656E-02    1.90 um     2133 A      2556 A   
   1.60 MeV   5.617E+00  9.194E-02    1.97 um     2154 A      2598 A   
   1.70 MeV   5.797E+00  8.779E-02    2.04 um     2173 A      2636 A   
   1.80 MeV   5.967E+00  8.404E-02    2.11 um     2190 A      2672 A   
   2.00 MeV   6.280E+00  7.749E-02    2.25 um     2225 A      2738 A   
   2.25 MeV   6.624E+00  7.073E-02    2.41 um     2265 A      2809 A   
   2.50 MeV   6.920E+00  6.515E-02    2.57 um     2299 A      2872 A   
   2.75 MeV   7.174E+00  6.045E-02    2.72 um     2330 A      2927 A   
   3.00 MeV   7.391E+00  5.644E-02    2.87 um     2357 A      2978 A   
   3.25 MeV   7.574E+00  5.297E-02    3.01 um     2382 A      3024 A   
   3.50 MeV   7.730E+00  4.994E-02    3.15 um     2406 A      3066 A   
   3.75 MeV   7.860E+00  4.726E-02    3.28 um     2427 A      3106 A   
   4.00 MeV   7.969E+00  4.488E-02    3.42 um     2448 A      3143 A   
   4.50 MeV   8.135E+00  4.082E-02    3.68 um     2500 A      3211 A   
   5.00 MeV   8.246E+00  3.748E-02    3.94 um     2548 A      3273 A   
   5.50 MeV   8.316E+00  3.469E-02    4.20 um     2593 A      3331 A   
   6.00 MeV   8.356E+00  3.231E-02    4.46 um     2636 A      3385 A   
   6.50 MeV   8.373E+00  3.026E-02    4.71 um     2677 A      3436 A   
   7.00 MeV   8.375E+00  2.848E-02    4.97 um     2718 A      3484 A   
   8.00 MeV   8.345E+00  2.551E-02    5.48 um     2841 A      3576 A   
   9.00 MeV   8.290E+00  2.314E-02    6.00 um     2960 A      3662 A   
  10.00 MeV   8.223E+00  2.120E-02    6.52 um     3075 A      3744 A   
  11.00 MeV   8.150E+00  1.958E-02    7.04 um     3186 A      3823 A   
  12.00 MeV   8.077E+00  1.820E-02    7.57 um     3295 A      3900 A   
  13.00 MeV   8.005E+00  1.702E-02    8.10 um     3403 A      3975 A   
  14.00 MeV   7.936E+00  1.599E-02    8.64 um     3508 A      4049 A   
  15.00 MeV   7.870E+00  1.509E-02    9.18 um     3611 A      4121 A   
  16.00 MeV   7.807E+00  1.429E-02    9.73 um     3714 A      4192 A   
  17.00 MeV   7.747E+00  1.357E-02   10.28 um     3814 A      4263 A   
  18.00 MeV   7.690E+00  1.293E-02   10.84 um     3914 A      4333 A   
  20.00 MeV   7.584E+00  1.182E-02   11.97 um     4260 A      4471 A   
  22.50 MeV   7.464E+00  1.069E-02   13.39 um     4754 A      4641 A   
  25.00 MeV   7.354E+00  9.773E-03   14.84 um     5215 A      4808 A   
  27.50 MeV   7.252E+00  9.006E-03   16.32 um     5650 A      4975 A   
  30.00 MeV   7.155E+00  8.358E-03   17.81 um     6064 A      5140 A   
  32.50 MeV   7.063E+00  7.802E-03   19.32 um     6462 A      5304 A   
  35.00 MeV   6.974E+00  7.319E-03   20.85 um     6846 A      5468 A   
  37.50 MeV   6.887E+00  6.896E-03   22.41 um     7219 A      5632 A   
  40.00 MeV   6.802E+00  6.522E-03   23.98 um     7583 A      5795 A   
  45.00 MeV   6.638E+00  5.889E-03   27.18 um     8883 A      6121 A   
  50.00 MeV   6.446E+00  5.374E-03   30.47 um     1.01 um     6449 A   
  55.00 MeV   6.227E+00  4.947E-03   33.86 um     1.12 um     6781 A   
  60.00 MeV   6.046E+00  4.586E-03   37.37 um     1.23 um     7118 A   
  65.00 MeV   5.871E+00  4.276E-03   40.98 um     1.34 um     7460 A   
  70.00 MeV   5.703E+00  4.008E-03   44.70 um     1.44 um     7807 A   
  80.00 MeV   5.384E+00  3.565E-03   52.47 um     1.82 um     8522 A   
  90.00 MeV   5.088E+00  3.215E-03   60.70 um     2.17 um     9266 A   
 100.00 MeV   4.816E+00  2.931E-03   69.40 um     2.50 um     1.00 um  
 110.00 MeV   4.564E+00  2.695E-03   78.58 um     2.82 um     1.08 um  
 120.00 MeV   4.332E+00  2.496E-03   88.27 um     3.15 um     1.17 um  
 130.00 MeV   4.119E+00  2.325E-03   98.46 um     3.47 um     1.26 um  
 140.00 MeV   3.922E+00  2.178E-03  109.18 um     3.79 um     1.35 um  
 150.00 MeV   3.741E+00  2.049E-03  120.42 um     4.12 um     1.45 um  
 160.00 MeV   3.574E+00  1.935E-03  132.20 um     4.45 um     1.55 um  
 170.00 MeV   3.420E+00  1.833E-03  144.51 um     4.79 um     1.65 um  
 180.00 MeV   3.278E+00  1.743E-03  157.38 um     5.13 um     1.76 um  
 200.00 MeV   3.024E+00  1.587E-03  184.74 um     6.45 um     1.99 um  
 225.00 MeV   2.757E+00  1.429E-03  222.03 um     8.35 um     2.30 um  
 250.00 MeV   2.534E+00  1.301E-03  262.78 um    10.17 um     2.65 um  
 275.00 MeV   2.346E+00  1.195E-03  306.94 um    11.96 um     3.01 um  
 300.00 MeV   2.187E+00  1.105E-03  354.48 um    13.74 um     3.41 um  
 325.00 MeV   2.051E+00  1.029E-03  405.32 um    15.54 um     3.84 um  
 350.00 MeV   1.934E+00  9.627E-04  459.39 um    17.34 um     4.29 um  
 375.00 MeV   1.832E+00  9.050E-04  516.60 um    19.17 um     4.76 um  
 400.00 MeV   1.743E+00  8.540E-04  576.86 um    21.01 um     5.26 um  
 450.00 MeV   1.594E+00  7.683E-04  706.08 um    27.91 um     6.33 um  
 500.00 MeV   1.474E+00  6.988E-04  846.57 um    34.32 um     7.50 um  
 550.00 MeV   1.374E+00  6.414E-04  997.87 um    40.51 um     8.74 um  
 600.00 MeV   1.288E+00  5.930E-04    1.16 mm    46.60 um    10.07 um  
 650.00 MeV   1.211E+00  5.517E-04    1.33 mm    52.67 um    11.47 um  
 700.00 MeV   1.142E+00  5.160E-04    1.52 mm    58.77 um    12.96 um  
 800.00 MeV   1.028E+00  4.573E-04    1.91 mm    81.49 um    16.17 um  
 900.00 MeV   9.366E-01  4.110E-04    2.35 mm   102.61 um    19.69 um  
   1.00 GeV   8.621E-01  3.736E-04    2.83 mm   123.16 um    23.50 um  
   1.10 GeV   8.000E-01  3.427E-04    3.35 mm   143.53 um    27.61 um  
   1.20 GeV   7.475E-01  3.166E-04    3.91 mm   163.92 um    32.00 um  
   1.30 GeV   7.024E-01  2.944E-04    4.50 mm   184.43 um    36.66 um  
   1.40 GeV   6.632E-01  2.753E-04    5.13 mm   205.12 um    41.59 um  
   1.50 GeV   6.289E-01  2.585E-04    5.80 mm   226.00 um    46.78 um  
   1.60 GeV   5.986E-01  2.438E-04    6.50 mm   247.10 um    52.22 um  
   1.70 GeV   5.715E-01  2.307E-04    7.24 mm   268.42 um    57.90 um  
   1.80 GeV   5.473E-01  2.190E-04    8.01 mm   289.96 um    63.82 um  
   2.00 GeV   5.057E-01  1.989E-04    9.65 mm   371.67 um    76.37 um  
   2.25 GeV   4.634E-01  1.786E-04   11.87 mm   487.69 um    93.29 um  
   2.50 GeV   4.291E-01  1.622E-04   14.29 mm   596.13 um   111.51 um  
   2.75 GeV   4.007E-01  1.487E-04   16.88 mm   700.97 um   130.97 um  
   3.00 GeV   3.768E-01  1.373E-04   19.66 mm   803.92 um   151.57 um  
   3.25 GeV   3.564E-01  1.276E-04   22.59 mm   905.85 um   173.27 um  
   3.50 GeV   3.387E-01  1.192E-04   25.69 mm     1.01 mm   196.00 um  
   3.75 GeV   3.233E-01  1.119E-04   28.95 mm     1.11 mm   219.71 um  
   4.00 GeV   3.098E-01  1.055E-04   32.35 mm     1.21 mm   244.33 um  
   4.50 GeV   2.871E-01  9.468E-05   39.57 mm     1.58 mm   296.18 um  
   5.00 GeV   2.688E-01  8.594E-05   47.33 mm     1.93 mm   351.15 um  
   5.50 GeV   2.537E-01  7.873E-05   55.58 mm     2.26 mm   408.93 um  
   6.00 GeV   2.411E-01  7.268E-05   64.29 mm     2.57 mm   469.23 um  
   6.50 GeV   2.304E-01  6.752E-05   73.42 mm     2.88 mm   531.79 um  
   7.00 GeV   2.213E-01  6.306E-05   82.96 mm     3.18 mm   596.37 um  
   8.00 GeV   2.064E-01  5.576E-05  103.12 mm     4.28 mm   730.84 um  
   9.00 GeV   1.948E-01  5.002E-05  124.61 mm     5.25 mm   871.17 um  
  10.00 GeV   1.857E-01  4.539E-05  147.26 mm     6.15 mm     1.02 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  3.1702E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
