 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\C9_Si.txt

 Ion = Carbon [6] , Mass = 9.031 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   1.149E+00  1.971E-01    1580 A       603 A       522 A   
  60.00 keV   1.184E+00  1.886E-01    1709 A       631 A       551 A   
  65.00 keV   1.218E+00  1.808E-01    1837 A       657 A       579 A   
  70.00 keV   1.251E+00  1.738E-01    1964 A       682 A       606 A   
  80.00 keV   1.316E+00  1.615E-01    2214 A       729 A       658 A   
  90.00 keV   1.379E+00  1.511E-01    2459 A       771 A       707 A   
 100.00 keV   1.442E+00  1.421E-01    2698 A       810 A       753 A   
 110.00 keV   1.505E+00  1.343E-01    2931 A       845 A       796 A   
 120.00 keV   1.569E+00  1.274E-01    3159 A       877 A       836 A   
 130.00 keV   1.633E+00  1.213E-01    3380 A       907 A       874 A   
 140.00 keV   1.697E+00  1.158E-01    3597 A       934 A       910 A   
 150.00 keV   1.761E+00  1.109E-01    3807 A       959 A       944 A   
 160.00 keV   1.825E+00  1.064E-01    4012 A       983 A       977 A   
 170.00 keV   1.889E+00  1.023E-01    4212 A      1004 A      1007 A   
 180.00 keV   1.952E+00  9.859E-02    4407 A      1024 A      1036 A   
 200.00 keV   2.078E+00  9.199E-02    4782 A      1061 A      1089 A   
 225.00 keV   2.232E+00  8.501E-02    5227 A      1101 A      1149 A   
 250.00 keV   2.382E+00  7.914E-02    5648 A      1135 A      1202 A   
 275.00 keV   2.527E+00  7.412E-02    6048 A      1165 A      1250 A   
 300.00 keV   2.666E+00  6.977E-02    6429 A      1191 A      1293 A   
 325.00 keV   2.799E+00  6.596E-02    6794 A      1214 A      1332 A   
 350.00 keV   2.927E+00  6.259E-02    7145 A      1234 A      1368 A   
 375.00 keV   3.048E+00  5.958E-02    7482 A      1253 A      1400 A   
 400.00 keV   3.164E+00  5.688E-02    7809 A      1270 A      1431 A   
 450.00 keV   3.378E+00  5.223E-02    8432 A      1300 A      1485 A   
 500.00 keV   3.571E+00  4.835E-02    9023 A      1327 A      1533 A   
 550.00 keV   3.744E+00  4.506E-02    9587 A      1349 A      1575 A   
 600.00 keV   3.899E+00  4.224E-02    1.01 um     1369 A      1614 A   
 650.00 keV   4.038E+00  3.978E-02    1.07 um     1387 A      1649 A   
 700.00 keV   4.162E+00  3.762E-02    1.12 um     1404 A      1681 A   
 800.00 keV   4.372E+00  3.399E-02    1.21 um     1435 A      1738 A   
 900.00 keV   4.540E+00  3.106E-02    1.31 um     1463 A      1788 A   
   1.00 MeV   4.674E+00  2.863E-02    1.40 um     1487 A      1833 A   
   1.10 MeV   4.781E+00  2.658E-02    1.49 um     1509 A      1874 A   
   1.20 MeV   4.866E+00  2.484E-02    1.58 um     1529 A      1912 A   
   1.30 MeV   4.933E+00  2.332E-02    1.66 um     1548 A      1947 A   
   1.40 MeV   4.986E+00  2.200E-02    1.75 um     1565 A      1980 A   
   1.50 MeV   5.028E+00  2.083E-02    1.83 um     1582 A      2011 A   
   1.60 MeV   5.060E+00  1.979E-02    1.92 um     1598 A      2041 A   
   1.70 MeV   5.084E+00  1.886E-02    2.00 um     1613 A      2070 A   
   1.80 MeV   5.102E+00  1.801E-02    2.09 um     1628 A      2098 A   
   2.00 MeV   5.123E+00  1.655E-02    2.25 um     1664 A      2150 A   
   2.25 MeV   5.129E+00  1.505E-02    2.46 um     1712 A      2211 A   
   2.50 MeV   5.120E+00  1.382E-02    2.67 um     1758 A      2269 A   
   2.75 MeV   5.102E+00  1.279E-02    2.88 um     1802 A      2325 A   
   3.00 MeV   5.078E+00  1.191E-02    3.09 um     1845 A      2378 A   
   3.25 MeV   5.050E+00  1.115E-02    3.30 um     1886 A      2430 A   
   3.50 MeV   5.020E+00  1.049E-02    3.51 um     1927 A      2480 A   
   3.75 MeV   4.989E+00  9.911E-03    3.73 um     1967 A      2529 A   
   4.00 MeV   4.957E+00  9.395E-03    3.94 um     2007 A      2578 A   
   4.50 MeV   4.892E+00  8.520E-03    4.38 um     2129 A      2672 A   
   5.00 MeV   4.828E+00  7.804E-03    4.82 um     2247 A      2764 A   
   5.50 MeV   4.766E+00  7.207E-03    5.27 um     2361 A      2854 A   
   6.00 MeV   4.705E+00  6.700E-03    5.72 um     2472 A      2944 A   
   6.50 MeV   4.646E+00  6.264E-03    6.18 um     2581 A      3032 A   
   7.00 MeV   4.588E+00  5.884E-03    6.64 um     2688 A      3119 A   
   8.00 MeV   4.478E+00  5.256E-03    7.59 um     3048 A      3293 A   
   9.00 MeV   4.373E+00  4.757E-03    8.56 um     3384 A      3465 A   
  10.00 MeV   4.272E+00  4.349E-03    9.56 um     3703 A      3637 A   
  11.00 MeV   4.176E+00  4.009E-03   10.57 um     4011 A      3810 A   
  12.00 MeV   4.083E+00  3.722E-03   11.62 um     4309 A      3982 A   
  13.00 MeV   3.994E+00  3.475E-03   12.68 um     4600 A      4156 A   
  14.00 MeV   3.908E+00  3.261E-03   13.77 um     4886 A      4331 A   
  15.00 MeV   3.825E+00  3.073E-03   14.88 um     5168 A      4508 A   
  16.00 MeV   3.744E+00  2.907E-03   16.02 um     5447 A      4686 A   
  17.00 MeV   3.667E+00  2.759E-03   17.18 um     5723 A      4866 A   
  18.00 MeV   3.592E+00  2.626E-03   18.36 um     5998 A      5047 A   
  20.00 MeV   3.443E+00  2.397E-03   20.81 um     6988 A      5417 A   
  22.50 MeV   3.239E+00  2.164E-03   24.03 um     8416 A      5896 A   
  25.00 MeV   3.072E+00  1.975E-03   27.44 um     9772 A      6394 A   
  27.50 MeV   2.919E+00  1.818E-03   31.04 um     1.11 um     6912 A   
  30.00 MeV   2.779E+00  1.685E-03   34.82 um     1.24 um     7452 A   
  32.50 MeV   2.650E+00  1.571E-03   38.78 um     1.37 um     8013 A   
  35.00 MeV   2.532E+00  1.472E-03   42.94 um     1.49 um     8596 A   
  37.50 MeV   2.423E+00  1.386E-03   47.28 um     1.62 um     9203 A   
  40.00 MeV   2.322E+00  1.310E-03   51.82 um     1.75 um     9833 A   
  45.00 MeV   2.143E+00  1.181E-03   61.47 um     2.24 um     1.12 um  
  50.00 MeV   1.988E+00  1.076E-03   71.90 um     2.69 um     1.26 um  
  55.00 MeV   1.854E+00  9.895E-04   83.11 um     3.14 um     1.41 um  
  60.00 MeV   1.736E+00  9.164E-04   95.11 um     3.59 um     1.57 um  
  65.00 MeV   1.632E+00  8.537E-04  107.90 um     4.03 um     1.75 um  
  70.00 MeV   1.540E+00  7.995E-04  121.48 um     4.48 um     1.93 um  
  80.00 MeV   1.386E+00  7.103E-04  150.95 um     6.16 um     2.33 um  
  90.00 MeV   1.261E+00  6.397E-04  183.54 um     7.72 um     2.76 um  
 100.00 MeV   1.158E+00  5.825E-04  219.19 um     9.26 um     3.24 um  
 110.00 MeV   1.072E+00  5.350E-04  257.85 um    10.79 um     3.75 um  
 120.00 MeV   9.989E-01  4.951E-04  299.47 um    12.33 um     4.30 um  
 130.00 MeV   9.365E-01  4.609E-04  343.99 um    13.89 um     4.89 um  
 140.00 MeV   8.824E-01  4.314E-04  391.36 um    15.47 um     5.52 um  
 150.00 MeV   8.351E-01  4.056E-04  441.52 um    17.07 um     6.18 um  
 160.00 MeV   7.933E-01  3.828E-04  494.43 um    18.70 um     6.87 um  
 170.00 MeV   7.561E-01  3.625E-04  550.03 um    20.34 um     7.60 um  
 180.00 MeV   7.227E-01  3.444E-04  608.28 um    22.01 um     8.36 um  
 200.00 MeV   6.651E-01  3.133E-04  732.51 um    28.28 um     9.99 um  
 225.00 MeV   6.064E-01  2.819E-04  902.05 um    37.22 um    12.19 um  
 250.00 MeV   5.581E-01  2.564E-04    1.09 mm    45.66 um    14.59 um  
 275.00 MeV   5.176E-01  2.353E-04    1.29 mm    53.90 um    17.17 um  
 300.00 MeV   4.830E-01  2.175E-04    1.50 mm    62.08 um    19.93 um  
 325.00 MeV   4.533E-01  2.023E-04    1.73 mm    70.28 um    22.87 um  
 350.00 MeV   4.274E-01  1.892E-04    1.98 mm    78.53 um    25.98 um  
 375.00 MeV   4.047E-01  1.778E-04    2.24 mm    86.86 um    29.26 um  
 400.00 MeV   3.846E-01  1.677E-04    2.51 mm    95.28 um    32.71 um  
 450.00 MeV   3.506E-01  1.507E-04    3.10 mm   126.76 um    40.09 um  
 500.00 MeV   3.228E-01  1.370E-04    3.74 mm   156.23 um    48.10 um  
 550.00 MeV   2.998E-01  1.257E-04    4.43 mm   184.85 um    56.71 um  
 600.00 MeV   2.803E-01  1.161E-04    5.17 mm   213.14 um    65.91 um  
 650.00 MeV   2.636E-01  1.080E-04    5.96 mm   241.35 um    75.67 um  
 700.00 MeV   2.491E-01  1.009E-04    6.80 mm   269.62 um    85.97 um  
 800.00 MeV   2.253E-01  8.937E-05    8.62 mm   373.72 um   108.15 um  
 900.00 MeV   2.064E-01  8.027E-05   10.62 mm   469.67 um   132.31 um  
   1.00 GeV   1.911E-01  7.292E-05   12.79 mm   562.22 um   158.33 um  
   1.10 GeV   1.784E-01  6.684E-05   15.12 mm   653.22 um   186.11 um  
   1.20 GeV   1.677E-01  6.173E-05   17.61 mm   743.54 um   215.54 um  
   1.30 GeV   1.586E-01  5.737E-05   20.25 mm   833.60 um   246.53 um  
   1.40 GeV   1.507E-01  5.361E-05   23.04 mm   923.64 um   279.00 um  
   1.50 GeV   1.438E-01  5.033E-05   25.96 mm     1.01 mm   312.86 um  
   1.60 GeV   1.378E-01  4.744E-05   29.02 mm     1.10 mm   348.05 um  
   1.70 GeV   1.324E-01  4.488E-05   32.21 mm     1.19 mm   384.49 um  
   1.80 GeV   1.276E-01  4.258E-05   35.52 mm     1.29 mm   422.11 um  
   2.00 GeV   1.195E-01  3.866E-05   42.50 mm     1.62 mm   500.69 um  
   2.25 GeV   1.112E-01  3.470E-05   51.84 mm     2.10 mm   604.54 um  
   2.50 GeV   1.046E-01  3.150E-05   61.82 mm     2.53 mm   713.93 um  
   2.75 GeV   9.918E-02  2.885E-05   72.40 mm     2.95 mm   828.14 um  
   3.00 GeV   9.465E-02  2.663E-05   83.51 mm     3.34 mm   946.57 um  
   3.25 GeV   9.082E-02  2.474E-05   95.12 mm     3.73 mm     1.07 mm  
   3.50 GeV   8.755E-02  2.311E-05  107.20 mm     4.11 mm     1.19 mm  
   3.75 GeV   8.472E-02  2.168E-05  119.70 mm     4.48 mm     1.32 mm  
   4.00 GeV   8.225E-02  2.043E-05  132.60 mm     4.84 mm     1.45 mm  
   4.50 GeV   7.817E-02  1.833E-05  159.46 mm     6.16 mm     1.72 mm  
   5.00 GeV   7.496E-02  1.663E-05  187.60 mm     7.35 mm     1.99 mm  
   5.50 GeV   7.237E-02  1.523E-05  216.84 mm     8.44 mm     2.27 mm  
   6.00 GeV   7.025E-02  1.405E-05  247.05 mm     9.47 mm     2.55 mm  
   6.50 GeV   6.849E-02  1.305E-05  278.10 mm    10.45 mm     2.83 mm  
   7.00 GeV   6.703E-02  1.218E-05  309.88 mm    11.38 mm     3.12 mm  
   8.00 GeV   6.473E-02  1.077E-05  375.28 mm    14.68 mm     3.68 mm  
   9.00 GeV   6.305E-02  9.653E-06  442.71 mm    17.52 mm     4.25 mm  
  10.00 GeV   6.179E-02  8.754E-06  511.72 mm    20.07 mm     4.80 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  8.1398E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
