 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\B9_Si.txt

 Ion = Boron [5] , Mass = 9.0133 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   1.106E+00  1.505E-01    1820 A       652 A       579 A   
  60.00 keV   1.138E+00  1.436E-01    1962 A       678 A       609 A   
  65.00 keV   1.167E+00  1.374E-01    2103 A       704 A       638 A   
  70.00 keV   1.193E+00  1.318E-01    2242 A       728 A       665 A   
  80.00 keV   1.241E+00  1.220E-01    2519 A       772 A       717 A   
  90.00 keV   1.286E+00  1.138E-01    2791 A       813 A       766 A   
 100.00 keV   1.330E+00  1.068E-01    3060 A       851 A       812 A   
 110.00 keV   1.375E+00  1.007E-01    3323 A       885 A       856 A   
 120.00 keV   1.421E+00  9.530E-02    3582 A       917 A       897 A   
 130.00 keV   1.467E+00  9.057E-02    3836 A       946 A       937 A   
 140.00 keV   1.515E+00  8.634E-02    4084 A       974 A       974 A   
 150.00 keV   1.563E+00  8.255E-02    4327 A       999 A      1009 A   
 160.00 keV   1.612E+00  7.911E-02    4564 A      1023 A      1043 A   
 170.00 keV   1.662E+00  7.599E-02    4796 A      1045 A      1075 A   
 180.00 keV   1.712E+00  7.313E-02    5023 A      1066 A      1105 A   
 200.00 keV   1.813E+00  6.810E-02    5461 A      1103 A      1162 A   
 225.00 keV   1.940E+00  6.281E-02    5981 A      1145 A      1225 A   
 250.00 keV   2.065E+00  5.836E-02    6474 A      1180 A      1282 A   
 275.00 keV   2.188E+00  5.458E-02    6942 A      1211 A      1333 A   
 300.00 keV   2.307E+00  5.130E-02    7388 A      1238 A      1379 A   
 325.00 keV   2.422E+00  4.844E-02    7815 A      1262 A      1421 A   
 350.00 keV   2.532E+00  4.591E-02    8225 A      1284 A      1459 A   
 375.00 keV   2.638E+00  4.367E-02    8619 A      1303 A      1495 A   
 400.00 keV   2.738E+00  4.165E-02    9000 A      1321 A      1527 A   
 450.00 keV   2.924E+00  3.818E-02    9727 A      1353 A      1586 A   
 500.00 keV   3.089E+00  3.530E-02    1.04 um     1381 A      1637 A   
 550.00 keV   3.237E+00  3.286E-02    1.11 um     1404 A      1682 A   
 600.00 keV   3.367E+00  3.077E-02    1.17 um     1426 A      1723 A   
 650.00 keV   3.482E+00  2.895E-02    1.23 um     1445 A      1760 A   
 700.00 keV   3.583E+00  2.736E-02    1.29 um     1462 A      1794 A   
 800.00 keV   3.748E+00  2.468E-02    1.41 um     1496 A      1856 A   
 900.00 keV   3.875E+00  2.252E-02    1.52 um     1527 A      1910 A   
   1.00 MeV   3.970E+00  2.074E-02    1.62 um     1554 A      1959 A   
   1.10 MeV   4.041E+00  1.924E-02    1.73 um     1578 A      2003 A   
   1.20 MeV   4.094E+00  1.797E-02    1.83 um     1601 A      2045 A   
   1.30 MeV   4.131E+00  1.686E-02    1.94 um     1622 A      2083 A   
   1.40 MeV   4.158E+00  1.589E-02    2.04 um     1643 A      2120 A   
   1.50 MeV   4.175E+00  1.504E-02    2.14 um     1662 A      2155 A   
   1.60 MeV   4.185E+00  1.428E-02    2.24 um     1681 A      2188 A   
   1.70 MeV   4.190E+00  1.360E-02    2.35 um     1699 A      2221 A   
   1.80 MeV   4.190E+00  1.299E-02    2.45 um     1717 A      2252 A   
   2.00 MeV   4.182E+00  1.192E-02    2.65 um     1762 A      2311 A   
   2.25 MeV   4.159E+00  1.083E-02    2.91 um     1824 A      2382 A   
   2.50 MeV   4.129E+00  9.938E-03    3.17 um     1883 A      2449 A   
   2.75 MeV   4.096E+00  9.190E-03    3.43 um     1941 A      2514 A   
   3.00 MeV   4.061E+00  8.554E-03    3.69 um     1997 A      2577 A   
   3.25 MeV   4.025E+00  8.006E-03    3.95 um     2052 A      2639 A   
   3.50 MeV   3.990E+00  7.529E-03    4.22 um     2107 A      2699 A   
   3.75 MeV   3.955E+00  7.109E-03    4.49 um     2160 A      2758 A   
   4.00 MeV   3.921E+00  6.737E-03    4.76 um     2213 A      2817 A   
   4.50 MeV   3.856E+00  6.106E-03    5.31 um     2382 A      2932 A   
   5.00 MeV   3.793E+00  5.589E-03    5.88 um     2543 A      3045 A   
   5.50 MeV   3.734E+00  5.158E-03    6.45 um     2700 A      3157 A   
   6.00 MeV   3.677E+00  4.793E-03    7.03 um     2852 A      3268 A   
   6.50 MeV   3.623E+00  4.480E-03    7.61 um     3001 A      3378 A   
   7.00 MeV   3.571E+00  4.207E-03    8.21 um     3146 A      3488 A   
   8.00 MeV   3.471E+00  3.756E-03    9.43 um     3640 A      3707 A   
   9.00 MeV   3.377E+00  3.397E-03   10.69 um     4098 A      3926 A   
  10.00 MeV   3.287E+00  3.104E-03   11.98 um     4531 A      4146 A   
  11.00 MeV   3.201E+00  2.860E-03   13.30 um     4948 A      4367 A   
  12.00 MeV   3.119E+00  2.654E-03   14.66 um     5352 A      4591 A   
  13.00 MeV   3.040E+00  2.478E-03   16.06 um     5747 A      4816 A   
  14.00 MeV   2.964E+00  2.324E-03   17.49 um     6136 A      5044 A   
  15.00 MeV   2.892E+00  2.190E-03   18.96 um     6520 A      5275 A   
  16.00 MeV   2.822E+00  2.071E-03   20.47 um     6901 A      5509 A   
  17.00 MeV   2.754E+00  1.965E-03   22.01 um     7279 A      5746 A   
  18.00 MeV   2.689E+00  1.870E-03   23.59 um     7657 A      5986 A   
  20.00 MeV   2.562E+00  1.706E-03   26.87 um     9028 A      6478 A   
  22.50 MeV   2.394E+00  1.540E-03   31.22 um     1.10 um     7119 A   
  25.00 MeV   2.255E+00  1.405E-03   35.85 um     1.29 um     7793 A   
  27.50 MeV   2.130E+00  1.292E-03   40.76 um     1.47 um     8499 A   
  30.00 MeV   2.017E+00  1.198E-03   45.95 um     1.66 um     9238 A   
  32.50 MeV   1.914E+00  1.116E-03   51.42 um     1.84 um     1.00 um  
  35.00 MeV   1.821E+00  1.046E-03   57.19 um     2.02 um     1.08 um  
  37.50 MeV   1.735E+00  9.844E-04   63.24 um     2.20 um     1.17 um  
  40.00 MeV   1.657E+00  9.301E-04   69.59 um     2.39 um     1.26 um  
  45.00 MeV   1.520E+00  8.383E-04   83.15 um     3.08 um     1.44 um  
  50.00 MeV   1.403E+00  7.638E-04   97.90 um     3.74 um     1.65 um  
  55.00 MeV   1.302E+00  7.021E-04  113.83 um     4.39 um     1.86 um  
  60.00 MeV   1.216E+00  6.500E-04  130.94 um     5.03 um     2.10 um  
  65.00 MeV   1.140E+00  6.055E-04  149.23 um     5.68 um     2.35 um  
  70.00 MeV   1.074E+00  5.669E-04  168.69 um     6.34 um     2.61 um  
  80.00 MeV   9.631E-01  5.034E-04  211.03 um     8.76 um     3.19 um  
  90.00 MeV   8.748E-01  4.533E-04  257.95 um    11.04 um     3.82 um  
 100.00 MeV   8.027E-01  4.126E-04  309.34 um    13.27 um     4.52 um  
 110.00 MeV   7.427E-01  3.789E-04  365.11 um    15.49 um     5.27 um  
 120.00 MeV   6.921E-01  3.506E-04  425.17 um    17.73 um     6.08 um  
 130.00 MeV   6.487E-01  3.263E-04  489.44 um    19.98 um     6.94 um  
 140.00 MeV   6.111E-01  3.054E-04  557.83 um    22.27 um     7.85 um  
 150.00 MeV   5.781E-01  2.870E-04  630.28 um    24.59 um     8.82 um  
 160.00 MeV   5.489E-01  2.709E-04  706.71 um    26.94 um     9.84 um  
 170.00 MeV   5.229E-01  2.565E-04  787.09 um    29.32 um    10.91 um  
 180.00 MeV   4.994E-01  2.437E-04  871.35 um    31.74 um    12.03 um  
 200.00 MeV   4.590E-01  2.216E-04    1.05 mm    40.85 um    14.41 um  
 225.00 MeV   4.177E-01  1.993E-04    1.30 mm    53.86 um    17.65 um  
 250.00 MeV   3.842E-01  1.812E-04    1.57 mm    66.14 um    21.18 um  
 275.00 MeV   3.565E-01  1.663E-04    1.86 mm    78.13 um    24.98 um  
 300.00 MeV   3.326E-01  1.537E-04    2.17 mm    90.02 um    29.05 um  
 325.00 MeV   3.121E-01  1.430E-04    2.50 mm   101.95 um    33.38 um  
 350.00 MeV   2.943E-01  1.337E-04    2.86 mm   113.95 um    37.97 um  
 375.00 MeV   2.786E-01  1.256E-04    3.23 mm   126.06 um    42.80 um  
 400.00 MeV   2.648E-01  1.185E-04    3.63 mm   138.30 um    47.88 um  
 450.00 MeV   2.413E-01  1.065E-04    4.48 mm   184.06 um    58.77 um  
 500.00 MeV   2.222E-01  9.674E-05    5.41 mm   226.88 um    70.57 um  
 550.00 MeV   2.063E-01  8.871E-05    6.42 mm   268.49 um    83.27 um  
 600.00 MeV   1.929E-01  8.196E-05    7.50 mm   309.60 um    96.83 um  
 650.00 MeV   1.814E-01  7.619E-05    8.65 mm   350.61 um   111.22 um  
 700.00 MeV   1.715E-01  7.122E-05    9.87 mm   391.69 um   126.41 um  
 800.00 MeV   1.550E-01  6.305E-05   12.51 mm   542.97 um   159.10 um  
 900.00 MeV   1.420E-01  5.662E-05   15.41 mm   682.39 um   194.71 um  
   1.00 GeV   1.315E-01  5.143E-05   18.57 mm   816.88 um   233.06 um  
   1.10 GeV   1.228E-01  4.713E-05   21.96 mm   949.11 um   273.99 um  
   1.20 GeV   1.154E-01  4.352E-05   25.57 mm     1.08 mm   317.36 um  
   1.30 GeV   1.092E-01  4.045E-05   29.41 mm     1.21 mm   363.02 um  
   1.40 GeV   1.037E-01  3.779E-05   33.46 mm     1.34 mm   410.85 um  
   1.50 GeV   9.902E-02  3.547E-05   37.71 mm     1.47 mm   460.73 um  
   1.60 GeV   9.486E-02  3.343E-05   42.15 mm     1.60 mm   512.55 um  
   1.70 GeV   9.117E-02  3.162E-05   46.78 mm     1.74 mm   566.20 um  
   1.80 GeV   8.787E-02  3.001E-05   51.59 mm     1.87 mm   621.60 um  
   2.00 GeV   8.224E-02  2.724E-05   61.73 mm     2.36 mm   737.29 um  
   2.25 GeV   7.658E-02  2.444E-05   75.30 mm     3.05 mm   890.17 um  
   2.50 GeV   7.203E-02  2.218E-05   89.80 mm     3.68 mm     1.05 mm  
   2.75 GeV   6.829E-02  2.032E-05  105.15 mm     4.28 mm     1.22 mm  
   3.00 GeV   6.518E-02  1.875E-05  121.29 mm     4.86 mm     1.39 mm  
   3.25 GeV   6.255E-02  1.742E-05  138.15 mm     5.42 mm     1.57 mm  
   3.50 GeV   6.029E-02  1.627E-05  155.69 mm     5.97 mm     1.76 mm  
   3.75 GeV   5.835E-02  1.527E-05  173.84 mm     6.50 mm     1.95 mm  
   4.00 GeV   5.665E-02  1.438E-05  192.57 mm     7.03 mm     2.14 mm  
   4.50 GeV   5.385E-02  1.290E-05  231.57 mm     8.95 mm     2.53 mm  
   5.00 GeV   5.164E-02  1.170E-05  272.41 mm    10.67 mm     2.93 mm  
   5.50 GeV   4.986E-02  1.071E-05  314.86 mm    12.25 mm     3.34 mm  
   6.00 GeV   4.840E-02  9.886E-06  358.70 mm    13.75 mm     3.75 mm  
   6.50 GeV   4.719E-02  9.179E-06  403.77 mm    15.17 mm     4.17 mm  
   7.00 GeV   4.618E-02  8.570E-06  449.90 mm    16.53 mm     4.58 mm  
   8.00 GeV   4.461E-02  7.572E-06  544.80 mm    21.31 mm     5.42 mm  
   9.00 GeV   4.345E-02  6.789E-06  642.64 mm    25.43 mm     6.24 mm  
  10.00 GeV   4.259E-02  6.156E-06  742.77 mm    29.13 mm     7.06 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  9.5772E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
