 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\24Ne_Si.txt

 Ion = Neon [10] , Mass = 23.9936 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   7.766E-01  8.665E-01    1172 A       473 A       346 A   
  60.00 keV   8.574E-01  8.404E-01    1273 A       502 A       373 A   
  65.00 keV   9.219E-01  8.159E-01    1372 A       531 A       400 A   
  70.00 keV   9.733E-01  7.931E-01    1470 A       558 A       426 A   
  80.00 keV   1.049E+00  7.516E-01    1664 A       609 A       474 A   
  90.00 keV   1.101E+00  7.149E-01    1859 A       659 A       521 A   
 100.00 keV   1.141E+00  6.822E-01    2054 A       707 A       565 A   
 110.00 keV   1.175E+00  6.528E-01    2251 A       753 A       608 A   
 120.00 keV   1.204E+00  6.262E-01    2450 A       798 A       651 A   
 130.00 keV   1.232E+00  6.021E-01    2649 A       842 A       692 A   
 140.00 keV   1.258E+00  5.801E-01    2849 A       884 A       732 A   
 150.00 keV   1.284E+00  5.599E-01    3051 A       926 A       772 A   
 160.00 keV   1.311E+00  5.413E-01    3252 A       966 A       812 A   
 170.00 keV   1.337E+00  5.240E-01    3454 A      1005 A       851 A   
 180.00 keV   1.364E+00  5.081E-01    3655 A      1042 A       889 A   
 200.00 keV   1.421E+00  4.793E-01    4056 A      1115 A       964 A   
 225.00 keV   1.496E+00  4.483E-01    4552 A      1200 A      1054 A   
 250.00 keV   1.576E+00  4.216E-01    5039 A      1277 A      1141 A   
 275.00 keV   1.660E+00  3.983E-01    5516 A      1349 A      1223 A   
 300.00 keV   1.747E+00  3.779E-01    5981 A      1414 A      1302 A   
 325.00 keV   1.837E+00  3.597E-01    6433 A      1475 A      1377 A   
 350.00 keV   1.929E+00  3.434E-01    6873 A      1530 A      1447 A   
 375.00 keV   2.022E+00  3.288E-01    7300 A      1581 A      1514 A   
 400.00 keV   2.117E+00  3.155E-01    7714 A      1627 A      1578 A   
 450.00 keV   2.307E+00  2.923E-01    8507 A      1711 A      1694 A   
 500.00 keV   2.498E+00  2.726E-01    9254 A      1783 A      1799 A   
 550.00 keV   2.686E+00  2.558E-01    9961 A      1846 A      1893 A   
 600.00 keV   2.871E+00  2.412E-01    1.06 um     1900 A      1978 A   
 650.00 keV   3.052E+00  2.283E-01    1.13 um     1947 A      2054 A   
 700.00 keV   3.228E+00  2.169E-01    1.19 um     1990 A      2124 A   
 800.00 keV   3.564E+00  1.975E-01    1.30 um     2064 A      2247 A   
 900.00 keV   3.877E+00  1.817E-01    1.41 um     2124 A      2352 A   
   1.00 MeV   4.167E+00  1.685E-01    1.51 um     2175 A      2443 A   
   1.10 MeV   4.436E+00  1.572E-01    1.60 um     2218 A      2523 A   
   1.20 MeV   4.684E+00  1.475E-01    1.69 um     2255 A      2593 A   
   1.30 MeV   4.913E+00  1.391E-01    1.77 um     2288 A      2657 A   
   1.40 MeV   5.124E+00  1.317E-01    1.86 um     2317 A      2714 A   
   1.50 MeV   5.320E+00  1.251E-01    1.93 um     2344 A      2767 A   
   1.60 MeV   5.500E+00  1.192E-01    2.01 um     2367 A      2815 A   
   1.70 MeV   5.668E+00  1.138E-01    2.08 um     2389 A      2859 A   
   1.80 MeV   5.823E+00  1.090E-01    2.16 um     2409 A      2901 A   
   2.00 MeV   6.102E+00  1.006E-01    2.30 um     2449 A      2976 A   
   2.25 MeV   6.401E+00  9.193E-02    2.46 um     2494 A      3059 A   
   2.50 MeV   6.655E+00  8.474E-02    2.62 um     2534 A      3132 A   
   2.75 MeV   6.873E+00  7.869E-02    2.78 um     2569 A      3197 A   
   3.00 MeV   7.062E+00  7.351E-02    2.93 um     2601 A      3257 A   
   3.25 MeV   7.228E+00  6.903E-02    3.08 um     2630 A      3311 A   
   3.50 MeV   7.375E+00  6.511E-02    3.22 um     2657 A      3361 A   
   3.75 MeV   7.505E+00  6.164E-02    3.37 um     2682 A      3408 A   
   4.00 MeV   7.622E+00  5.856E-02    3.51 um     2705 A      3452 A   
   4.50 MeV   7.822E+00  5.330E-02    3.78 um     2762 A      3533 A   
   5.00 MeV   7.987E+00  4.898E-02    4.05 um     2814 A      3607 A   
   5.50 MeV   8.125E+00  4.535E-02    4.31 um     2862 A      3674 A   
   6.00 MeV   8.242E+00  4.226E-02    4.58 um     2908 A      3737 A   
   6.50 MeV   8.342E+00  3.960E-02    4.83 um     2950 A      3795 A   
   7.00 MeV   8.428E+00  3.727E-02    5.09 um     2991 A      3850 A   
   8.00 MeV   8.567E+00  3.341E-02    5.59 um     3107 A      3953 A   
   9.00 MeV   8.673E+00  3.032E-02    6.09 um     3215 A      4046 A   
  10.00 MeV   8.754E+00  2.779E-02    6.58 um     3316 A      4134 A   
  11.00 MeV   8.815E+00  2.568E-02    7.07 um     3412 A      4216 A   
  12.00 MeV   8.862E+00  2.388E-02    7.55 um     3503 A      4293 A   
  13.00 MeV   8.896E+00  2.234E-02    8.03 um     3591 A      4367 A   
  14.00 MeV   8.921E+00  2.100E-02    8.52 um     3676 A      4439 A   
  15.00 MeV   8.937E+00  1.982E-02    9.00 um     3758 A      4507 A   
  16.00 MeV   8.946E+00  1.877E-02    9.48 um     3837 A      4574 A   
  17.00 MeV   8.949E+00  1.783E-02    9.96 um     3915 A      4638 A   
  18.00 MeV   8.948E+00  1.699E-02   10.44 um     3991 A      4701 A   
  20.00 MeV   8.931E+00  1.555E-02   11.40 um     4248 A      4823 A   
  22.50 MeV   8.892E+00  1.407E-02   12.60 um     4613 A      4969 A   
  25.00 MeV   8.838E+00  1.286E-02   13.81 um     4954 A      5110 A   
  27.50 MeV   8.771E+00  1.186E-02   15.03 um     5276 A      5246 A   
  30.00 MeV   8.696E+00  1.101E-02   16.27 um     5585 A      5379 A   
  32.50 MeV   8.614E+00  1.028E-02   17.51 um     5882 A      5510 A   
  35.00 MeV   8.528E+00  9.642E-03   18.76 um     6171 A      5639 A   
  37.50 MeV   8.437E+00  9.087E-03   20.03 um     6451 A      5767 A   
  40.00 MeV   8.345E+00  8.595E-03   21.31 um     6726 A      5893 A   
  45.00 MeV   8.154E+00  7.764E-03   23.92 um     7715 A      6144 A   
  50.00 MeV   7.966E+00  7.088E-03   26.59 um     8630 A      6393 A   
  55.00 MeV   7.730E+00  6.526E-03   29.33 um     9500 A      6644 A   
  60.00 MeV   7.476E+00  6.050E-03   32.16 um     1.03 um     6897 A   
  65.00 MeV   7.264E+00  5.643E-03   35.08 um     1.12 um     7154 A   
  70.00 MeV   7.059E+00  5.290E-03   38.09 um     1.20 um     7415 A   
  80.00 MeV   6.676E+00  4.708E-03   44.36 um     1.50 um     7951 A   
  90.00 MeV   6.324E+00  4.247E-03   50.98 um     1.77 um     8509 A   
 100.00 MeV   6.002E+00  3.872E-03   57.97 um     2.04 um     9092 A   
 110.00 MeV   5.708E+00  3.561E-03   65.33 um     2.29 um     9699 A   
 120.00 MeV   5.439E+00  3.298E-03   73.06 um     2.55 um     1.03 um  
 130.00 MeV   5.193E+00  3.074E-03   81.16 um     2.80 um     1.10 um  
 140.00 MeV   4.966E+00  2.879E-03   89.64 um     3.05 um     1.17 um  
 150.00 MeV   4.757E+00  2.709E-03   98.50 um     3.30 um     1.24 um  
 160.00 MeV   4.565E+00  2.559E-03  107.74 um     3.56 um     1.31 um  
 170.00 MeV   4.387E+00  2.425E-03  117.36 um     3.82 um     1.39 um  
 180.00 MeV   4.222E+00  2.305E-03  127.37 um     4.08 um     1.47 um  
 200.00 MeV   3.926E+00  2.100E-03  148.53 um     5.07 um     1.64 um  
 225.00 MeV   3.609E+00  1.891E-03  177.14 um     6.51 um     1.87 um  
 250.00 MeV   3.339E+00  1.722E-03  208.16 um     7.86 um     2.12 um  
 275.00 MeV   3.107E+00  1.582E-03  241.59 um     9.19 um     2.39 um  
 300.00 MeV   2.906E+00  1.463E-03  277.43 um    10.51 um     2.67 um  
 325.00 MeV   2.730E+00  1.362E-03  315.66 um    11.84 um     2.98 um  
 350.00 MeV   2.574E+00  1.275E-03  356.29 um    13.18 um     3.30 um  
 375.00 MeV   2.436E+00  1.199E-03  399.28 um    14.54 um     3.64 um  
 400.00 MeV   2.313E+00  1.131E-03  444.65 um    15.91 um     4.00 um  
 450.00 MeV   2.103E+00  1.018E-03  542.30 um    21.12 um     4.77 um  
 500.00 MeV   1.932E+00  9.261E-04  649.15 um    26.01 um     5.61 um  
 550.00 MeV   1.791E+00  8.501E-04  764.94 um    30.78 um     6.51 um  
 600.00 MeV   1.674E+00  7.861E-04  889.32 um    35.51 um     7.49 um  
 650.00 MeV   1.577E+00  7.314E-04    1.02 mm    40.21 um     8.52 um  
 700.00 MeV   1.496E+00  6.841E-04    1.16 mm    44.89 um     9.61 um  
 800.00 MeV   1.351E+00  6.065E-04    1.47 mm    62.17 um    11.97 um  
 900.00 MeV   1.231E+00  5.452E-04    1.80 mm    78.20 um    14.54 um  
   1.00 GeV   1.133E+00  4.957E-04    2.16 mm    93.81 um    17.33 um  
   1.10 GeV   1.051E+00  4.547E-04    2.56 mm   109.29 um    20.33 um  
   1.20 GeV   9.823E-01  4.202E-04    2.98 mm   124.79 um    23.54 um  
   1.30 GeV   9.228E-01  3.908E-04    3.43 mm   140.39 um    26.95 um  
   1.40 GeV   8.712E-01  3.653E-04    3.92 mm   156.12 um    30.55 um  
   1.50 GeV   8.259E-01  3.431E-04    4.42 mm   172.02 um    34.35 um  
   1.60 GeV   7.859E-01  3.236E-04    4.96 mm   188.09 um    38.33 um  
   1.70 GeV   7.502E-01  3.062E-04    5.52 mm   204.33 um    42.49 um  
   1.80 GeV   7.182E-01  2.907E-04    6.11 mm   220.75 um    46.83 um  
   2.00 GeV   6.631E-01  2.641E-04    7.35 mm   283.09 um    56.02 um  
   2.25 GeV   6.072E-01  2.372E-04    9.05 mm   371.68 um    68.43 um  
   2.50 GeV   5.617E-01  2.155E-04   10.90 mm   454.58 um    81.82 um  
   2.75 GeV   5.241E-01  1.975E-04   12.88 mm   534.82 um    96.12 um  
   3.00 GeV   4.924E-01  1.824E-04   15.00 mm   613.70 um   111.29 um  
   3.25 GeV   4.653E-01  1.695E-04   17.25 mm   691.90 um   127.29 um  
   3.50 GeV   4.419E-01  1.584E-04   19.63 mm   769.76 um   144.07 um  
   3.75 GeV   4.214E-01  1.487E-04   22.12 mm   847.48 um   161.59 um  
   4.00 GeV   4.035E-01  1.402E-04   24.73 mm   925.18 um   179.81 um  
   4.50 GeV   3.732E-01  1.258E-04   30.28 mm     1.21 mm   218.24 um  
   5.00 GeV   3.488E-01  1.142E-04   36.25 mm     1.48 mm   259.10 um  
   5.50 GeV   3.288E-01  1.047E-04   42.62 mm     1.73 mm   302.14 um  
   6.00 GeV   3.119E-01  9.663E-05   49.34 mm     1.98 mm   347.16 um  
   6.50 GeV   2.977E-01  8.977E-05   56.41 mm     2.22 mm   393.98 um  
   7.00 GeV   2.854E-01  8.385E-05   63.80 mm     2.45 mm   442.42 um  
   8.00 GeV   2.654E-01  7.415E-05   79.45 mm     3.31 mm   543.59 um  
   9.00 GeV   2.499E-01  6.653E-05   96.18 mm     4.07 mm   649.60 um  
  10.00 GeV   2.376E-01  6.037E-05  113.86 mm     4.78 mm   759.54 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  2.7624E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
