 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\F20_Si.txt

 Ion = Fluorine [9] , Mass = 19.99998 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   9.916E-01  6.632E-01    1239 A       497 A       383 A   
  60.00 keV   1.028E+00  6.411E-01    1341 A       525 A       410 A   
  65.00 keV   1.051E+00  6.206E-01    1444 A       553 A       436 A   
  70.00 keV   1.066E+00  6.016E-01    1547 A       581 A       461 A   
  80.00 keV   1.091E+00  5.674E-01    1758 A       635 A       510 A   
  90.00 keV   1.116E+00  5.376E-01    1973 A       688 A       558 A   
 100.00 keV   1.146E+00  5.111E-01    2190 A       739 A       604 A   
 110.00 keV   1.182E+00  4.876E-01    2408 A       788 A       650 A   
 120.00 keV   1.223E+00  4.665E-01    2625 A       835 A       695 A   
 130.00 keV   1.268E+00  4.475E-01    2841 A       880 A       739 A   
 140.00 keV   1.315E+00  4.301E-01    3055 A       922 A       782 A   
 150.00 keV   1.365E+00  4.143E-01    3267 A       962 A       824 A   
 160.00 keV   1.417E+00  3.998E-01    3475 A      1000 A       865 A   
 170.00 keV   1.469E+00  3.865E-01    3680 A      1036 A       904 A   
 180.00 keV   1.522E+00  3.741E-01    3881 A      1070 A       943 A   
 200.00 keV   1.629E+00  3.519E-01    4274 A      1133 A      1016 A   
 225.00 keV   1.761E+00  3.282E-01    4745 A      1203 A      1102 A   
 250.00 keV   1.890E+00  3.079E-01    5197 A      1264 A      1180 A   
 275.00 keV   2.016E+00  2.902E-01    5630 A      1319 A      1252 A   
 300.00 keV   2.139E+00  2.748E-01    6046 A      1368 A      1319 A   
 325.00 keV   2.257E+00  2.611E-01    6446 A      1412 A      1380 A   
 350.00 keV   2.371E+00  2.489E-01    6833 A      1452 A      1437 A   
 375.00 keV   2.482E+00  2.380E-01    7206 A      1488 A      1491 A   
 400.00 keV   2.590E+00  2.281E-01    7568 A      1522 A      1540 A   
 450.00 keV   2.796E+00  2.108E-01    8260 A      1581 A      1631 A   
 500.00 keV   2.991E+00  1.963E-01    8916 A      1632 A      1711 A   
 550.00 keV   3.176E+00  1.838E-01    9539 A      1677 A      1782 A   
 600.00 keV   3.354E+00  1.731E-01    1.01 um     1716 A      1847 A   
 650.00 keV   3.524E+00  1.636E-01    1.07 um     1750 A      1906 A   
 700.00 keV   3.687E+00  1.553E-01    1.13 um     1781 A      1959 A   
 800.00 keV   3.997E+00  1.411E-01    1.23 um     1837 A      2054 A   
 900.00 keV   4.287E+00  1.296E-01    1.33 um     1883 A      2136 A   
   1.00 MeV   4.560E+00  1.200E-01    1.42 um     1922 A      2207 A   
   1.10 MeV   4.817E+00  1.119E-01    1.51 um     1955 A      2270 A   
   1.20 MeV   5.060E+00  1.049E-01    1.59 um     1985 A      2326 A   
   1.30 MeV   5.289E+00  9.875E-02    1.67 um     2010 A      2376 A   
   1.40 MeV   5.505E+00  9.339E-02    1.75 um     2034 A      2422 A   
   1.50 MeV   5.709E+00  8.864E-02    1.82 um     2054 A      2464 A   
   1.60 MeV   5.901E+00  8.439E-02    1.89 um     2073 A      2503 A   
   1.70 MeV   6.081E+00  8.057E-02    1.96 um     2091 A      2539 A   
   1.80 MeV   6.251E+00  7.711E-02    2.03 um     2106 A      2572 A   
   2.00 MeV   6.560E+00  7.109E-02    2.16 um     2139 A      2633 A   
   2.25 MeV   6.893E+00  6.488E-02    2.32 um     2176 A      2699 A   
   2.50 MeV   7.174E+00  5.974E-02    2.47 um     2208 A      2758 A   
   2.75 MeV   7.411E+00  5.543E-02    2.61 um     2237 A      2810 A   
   3.00 MeV   7.608E+00  5.174E-02    2.75 um     2263 A      2857 A   
   3.25 MeV   7.771E+00  4.855E-02    2.89 um     2287 A      2901 A   
   3.50 MeV   7.907E+00  4.577E-02    3.03 um     2310 A      2941 A   
   3.75 MeV   8.017E+00  4.331E-02    3.16 um     2331 A      2979 A   
   4.00 MeV   8.107E+00  4.112E-02    3.29 um     2351 A      3014 A   
   4.50 MeV   8.237E+00  3.740E-02    3.55 um     2402 A      3080 A   
   5.00 MeV   8.316E+00  3.433E-02    3.81 um     2450 A      3141 A   
   5.50 MeV   8.358E+00  3.177E-02    4.07 um     2496 A      3197 A   
   6.00 MeV   8.375E+00  2.959E-02    4.32 um     2539 A      3250 A   
   6.50 MeV   8.373E+00  2.771E-02    4.58 um     2581 A      3300 A   
   7.00 MeV   8.357E+00  2.607E-02    4.84 um     2622 A      3348 A   
   8.00 MeV   8.302E+00  2.335E-02    5.35 um     2750 A      3439 A   
   9.00 MeV   8.230E+00  2.118E-02    5.87 um     2873 A      3526 A   
  10.00 MeV   8.150E+00  1.940E-02    6.39 um     2992 A      3609 A   
  11.00 MeV   8.070E+00  1.791E-02    6.92 um     3108 A      3689 A   
  12.00 MeV   7.991E+00  1.665E-02    7.46 um     3221 A      3768 A   
  13.00 MeV   7.916E+00  1.557E-02    8.00 um     3333 A      3844 A   
  14.00 MeV   7.844E+00  1.463E-02    8.54 um     3442 A      3920 A   
  15.00 MeV   7.776E+00  1.380E-02    9.09 um     3550 A      3994 A   
  16.00 MeV   7.712E+00  1.307E-02    9.65 um     3655 A      4067 A   
  17.00 MeV   7.652E+00  1.241E-02   10.20 um     3760 A      4140 A   
  18.00 MeV   7.594E+00  1.183E-02   10.77 um     3863 A      4212 A   
  20.00 MeV   7.487E+00  1.081E-02   11.91 um     4221 A      4355 A   
  22.50 MeV   7.364E+00  9.778E-03   13.36 um     4732 A      4531 A   
  25.00 MeV   7.252E+00  8.935E-03   14.83 um     5206 A      4705 A   
  27.50 MeV   7.146E+00  8.234E-03   16.32 um     5654 A      4878 A   
  30.00 MeV   7.045E+00  7.641E-03   17.84 um     6080 A      5051 A   
  32.50 MeV   6.947E+00  7.132E-03   19.37 um     6489 A      5222 A   
  35.00 MeV   6.852E+00  6.690E-03   20.93 um     6885 A      5393 A   
  37.50 MeV   6.759E+00  6.303E-03   22.51 um     7269 A      5564 A   
  40.00 MeV   6.668E+00  5.961E-03   24.11 um     7644 A      5735 A   
  45.00 MeV   6.468E+00  5.382E-03   27.39 um     8991 A      6078 A   
  50.00 MeV   6.226E+00  4.911E-03   30.78 um     1.02 um     6425 A   
  55.00 MeV   6.028E+00  4.520E-03   34.29 um     1.14 um     6779 A   
  60.00 MeV   5.837E+00  4.190E-03   37.92 um     1.26 um     7138 A   
  65.00 MeV   5.653E+00  3.907E-03   41.67 um     1.37 um     7503 A   
  70.00 MeV   5.477E+00  3.662E-03   45.54 um     1.48 um     7876 A   
  80.00 MeV   5.145E+00  3.257E-03   53.65 um     1.88 um     8647 A   
  90.00 MeV   4.842E+00  2.937E-03   62.27 um     2.25 um     9454 A   
 100.00 MeV   4.564E+00  2.677E-03   71.44 um     2.60 um     1.03 um  
 110.00 MeV   4.310E+00  2.461E-03   81.15 um     2.95 um     1.12 um  
 120.00 MeV   4.078E+00  2.279E-03   91.42 um     3.30 um     1.21 um  
 130.00 MeV   3.866E+00  2.124E-03  102.26 um     3.65 um     1.31 um  
 140.00 MeV   3.672E+00  1.989E-03  113.69 um     4.00 um     1.41 um  
 150.00 MeV   3.495E+00  1.871E-03  125.71 um     4.35 um     1.52 um  
 160.00 MeV   3.333E+00  1.767E-03  138.33 um     4.71 um     1.63 um  
 170.00 MeV   3.184E+00  1.674E-03  151.55 um     5.08 um     1.75 um  
 180.00 MeV   3.048E+00  1.591E-03  165.38 um     5.45 um     1.87 um  
 200.00 MeV   2.806E+00  1.449E-03  194.83 um     6.88 um     2.13 um  
 225.00 MeV   2.554E+00  1.305E-03  235.06 um     8.95 um     2.48 um  
 250.00 MeV   2.346E+00  1.187E-03  279.05 um    10.93 um     2.87 um  
 275.00 MeV   2.172E+00  1.091E-03  326.75 um    12.87 um     3.28 um  
 300.00 MeV   2.026E+00  1.009E-03  378.08 um    14.80 um     3.73 um  
 325.00 MeV   1.902E+00  9.391E-04  432.95 um    16.74 um     4.21 um  
 350.00 MeV   1.795E+00  8.788E-04  491.23 um    18.70 um     4.72 um  
 375.00 MeV   1.702E+00  8.260E-04  552.84 um    20.66 um     5.25 um  
 400.00 MeV   1.621E+00  7.795E-04  617.66 um    22.64 um     5.81 um  
 450.00 MeV   1.485E+00  7.012E-04  756.47 um    30.03 um     7.02 um  
 500.00 MeV   1.374E+00  6.378E-04  907.23 um    36.90 um     8.31 um  
 550.00 MeV   1.280E+00  5.853E-04    1.07 mm    43.54 um     9.71 um  
 600.00 MeV   1.196E+00  5.411E-04    1.24 mm    50.09 um    11.19 um  
 650.00 MeV   1.123E+00  5.034E-04    1.43 mm    56.65 um    12.77 um  
 700.00 MeV   1.059E+00  4.708E-04    1.63 mm    63.25 um    14.44 um  
 800.00 MeV   9.532E-01  4.173E-04    2.06 mm    87.80 um    18.04 um  
 900.00 MeV   8.689E-01  3.751E-04    2.53 mm   110.59 um    21.99 um  
   1.00 GeV   8.000E-01  3.409E-04    3.05 mm   132.75 um    26.27 um  
   1.10 GeV   7.426E-01  3.127E-04    3.60 mm   154.70 um    30.88 um  
   1.20 GeV   6.940E-01  2.889E-04    4.20 mm   176.67 um    35.81 um  
   1.30 GeV   6.524E-01  2.686E-04    4.84 mm   198.75 um    41.04 um  
   1.40 GeV   6.163E-01  2.511E-04    5.52 mm   221.01 um    46.56 um  
   1.50 GeV   5.846E-01  2.358E-04    6.24 mm   243.47 um    52.37 um  
   1.60 GeV   5.566E-01  2.224E-04    7.00 mm   266.15 um    58.46 um  
   1.70 GeV   5.317E-01  2.104E-04    7.79 mm   289.05 um    64.82 um  
   1.80 GeV   5.094E-01  1.997E-04    8.62 mm   312.17 um    71.44 um  
   2.00 GeV   4.711E-01  1.814E-04   10.38 mm   399.79 um    85.46 um  
   2.25 GeV   4.322E-01  1.629E-04   12.76 mm   524.04 um   104.34 um  
   2.50 GeV   4.006E-01  1.480E-04   15.35 mm   640.03 um   124.65 um  
   2.75 GeV   3.745E-01  1.356E-04   18.13 mm   752.01 um   146.28 um  
   3.00 GeV   3.526E-01  1.252E-04   21.09 mm   861.81 um   169.17 um  
   3.25 GeV   3.339E-01  1.164E-04   24.23 mm   970.35 um   193.23 um  
   3.50 GeV   3.177E-01  1.087E-04   27.54 mm     1.08 mm   218.40 um  
   3.75 GeV   3.036E-01  1.021E-04   31.01 mm     1.19 mm   244.60 um  
   4.00 GeV   2.912E-01  9.621E-05   34.63 mm     1.29 mm   271.78 um  
   4.50 GeV   2.704E-01  8.635E-05   42.30 mm     1.69 mm   328.87 um  
   5.00 GeV   2.537E-01  7.838E-05   50.53 mm     2.05 mm   389.23 um  
   5.50 GeV   2.400E-01  7.180E-05   59.26 mm     2.40 mm   452.50 um  
   6.00 GeV   2.285E-01  6.628E-05   68.46 mm     2.73 mm   518.33 um  
   6.50 GeV   2.188E-01  6.157E-05   78.09 mm     3.05 mm   586.46 um  
   7.00 GeV   2.104E-01  5.751E-05   88.13 mm     3.37 mm   656.61 um  
   8.00 GeV   1.969E-01  5.085E-05  109.30 mm     4.51 mm   802.13 um  
   9.00 GeV   1.865E-01  4.561E-05  131.78 mm     5.52 mm   953.28 um  
  10.00 GeV   1.782E-01  4.138E-05  155.41 mm     6.46 mm     1.11 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  3.3483E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
