 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\18O_Si.txt

 Ion = Oxygen [8] , Mass = 17.9991 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   9.834E-01  5.234E-01    1329 A       516 A       405 A   
  60.00 keV   1.021E+00  5.045E-01    1443 A       546 A       433 A   
  65.00 keV   1.055E+00  4.872E-01    1556 A       575 A       460 A   
  70.00 keV   1.086E+00  4.712E-01    1669 A       604 A       487 A   
  80.00 keV   1.142E+00  4.427E-01    1895 A       657 A       539 A   
  90.00 keV   1.194E+00  4.180E-01    2120 A       708 A       588 A   
 100.00 keV   1.242E+00  3.963E-01    2344 A       755 A       635 A   
 110.00 keV   1.287E+00  3.771E-01    2566 A       800 A       681 A   
 120.00 keV   1.329E+00  3.600E-01    2787 A       843 A       726 A   
 130.00 keV   1.369E+00  3.446E-01    3006 A       883 A       769 A   
 140.00 keV   1.408E+00  3.306E-01    3223 A       922 A       811 A   
 150.00 keV   1.445E+00  3.179E-01    3439 A       958 A       851 A   
 160.00 keV   1.482E+00  3.064E-01    3653 A       993 A       890 A   
 170.00 keV   1.519E+00  2.957E-01    3864 A      1027 A       929 A   
 180.00 keV   1.554E+00  2.859E-01    4074 A      1058 A       966 A   
 200.00 keV   1.626E+00  2.683E-01    4487 A      1119 A      1037 A   
 225.00 keV   1.714E+00  2.496E-01    4992 A      1187 A      1120 A   
 250.00 keV   1.803E+00  2.337E-01    5482 A      1249 A      1199 A   
 275.00 keV   1.892E+00  2.199E-01    5957 A      1305 A      1271 A   
 300.00 keV   1.982E+00  2.079E-01    6418 A      1355 A      1340 A   
 325.00 keV   2.072E+00  1.973E-01    6866 A      1401 A      1403 A   
 350.00 keV   2.163E+00  1.878E-01    7300 A      1443 A      1463 A   
 375.00 keV   2.254E+00  1.793E-01    7720 A      1482 A      1519 A   
 400.00 keV   2.345E+00  1.717E-01    8128 A      1517 A      1572 A   
 450.00 keV   2.526E+00  1.584E-01    8909 A      1581 A      1668 A   
 500.00 keV   2.706E+00  1.473E-01    9646 A      1635 A      1754 A   
 550.00 keV   2.883E+00  1.378E-01    1.03 um     1683 A      1830 A   
 600.00 keV   3.058E+00  1.295E-01    1.10 um     1724 A      1899 A   
 650.00 keV   3.228E+00  1.223E-01    1.16 um     1760 A      1962 A   
 700.00 keV   3.394E+00  1.160E-01    1.22 um     1792 A      2019 A   
 800.00 keV   3.712E+00  1.052E-01    1.34 um     1849 A      2118 A   
 900.00 keV   4.010E+00  9.652E-02    1.44 um     1896 A      2203 A   
   1.00 MeV   4.288E+00  8.926E-02    1.54 um     1935 A      2276 A   
   1.10 MeV   4.545E+00  8.311E-02    1.64 um     1969 A      2341 A   
   1.20 MeV   4.782E+00  7.784E-02    1.72 um     1998 A      2398 A   
   1.30 MeV   5.000E+00  7.325E-02    1.81 um     2023 A      2449 A   
   1.40 MeV   5.201E+00  6.923E-02    1.89 um     2046 A      2495 A   
   1.50 MeV   5.384E+00  6.566E-02    1.97 um     2067 A      2538 A   
   1.60 MeV   5.552E+00  6.248E-02    2.05 um     2086 A      2577 A   
   1.70 MeV   5.706E+00  5.962E-02    2.12 um     2103 A      2613 A   
   1.80 MeV   5.846E+00  5.703E-02    2.20 um     2119 A      2647 A   
   2.00 MeV   6.091E+00  5.253E-02    2.34 um     2152 A      2708 A   
   2.25 MeV   6.339E+00  4.789E-02    2.51 um     2191 A      2775 A   
   2.50 MeV   6.536E+00  4.407E-02    2.67 um     2225 A      2835 A   
   2.75 MeV   6.691E+00  4.085E-02    2.83 um     2256 A      2889 A   
   3.00 MeV   6.813E+00  3.811E-02    2.99 um     2285 A      2939 A   
   3.25 MeV   6.909E+00  3.575E-02    3.14 um     2312 A      2985 A   
   3.50 MeV   6.983E+00  3.368E-02    3.30 um     2337 A      3028 A   
   3.75 MeV   7.040E+00  3.185E-02    3.45 um     2362 A      3068 A   
   4.00 MeV   7.083E+00  3.023E-02    3.60 um     2385 A      3107 A   
   4.50 MeV   7.137E+00  2.747E-02    3.90 um     2447 A      3179 A   
   5.00 MeV   7.162E+00  2.521E-02    4.20 um     2505 A      3245 A   
   5.50 MeV   7.166E+00  2.331E-02    4.50 um     2562 A      3308 A   
   6.00 MeV   7.158E+00  2.170E-02    4.80 um     2616 A      3368 A   
   6.50 MeV   7.141E+00  2.031E-02    5.10 um     2669 A      3425 A   
   7.00 MeV   7.118E+00  1.910E-02    5.40 um     2720 A      3480 A   
   8.00 MeV   7.062E+00  1.710E-02    6.00 um     2884 A      3585 A   
   9.00 MeV   7.000E+00  1.550E-02    6.61 um     3040 A      3685 A   
  10.00 MeV   6.936E+00  1.419E-02    7.23 um     3191 A      3782 A   
  11.00 MeV   6.873E+00  1.310E-02    7.85 um     3337 A      3875 A   
  12.00 MeV   6.811E+00  1.217E-02    8.48 um     3478 A      3967 A   
  13.00 MeV   6.750E+00  1.138E-02    9.11 um     3616 A      4057 A   
  14.00 MeV   6.691E+00  1.068E-02    9.75 um     3751 A      4145 A   
  15.00 MeV   6.634E+00  1.008E-02   10.39 um     3884 A      4233 A   
  16.00 MeV   6.578E+00  9.538E-03   11.05 um     4014 A      4319 A   
  17.00 MeV   6.523E+00  9.059E-03   11.70 um     4142 A      4405 A   
  18.00 MeV   6.468E+00  8.628E-03   12.36 um     4268 A      4490 A   
  20.00 MeV   6.363E+00  7.885E-03   13.70 um     4709 A      4658 A   
  22.50 MeV   6.235E+00  7.128E-03   15.41 um     5336 A      4867 A   
  25.00 MeV   6.110E+00  6.511E-03   17.15 um     5919 A      5075 A   
  27.50 MeV   5.988E+00  5.998E-03   18.93 um     6470 A      5283 A   
  30.00 MeV   5.869E+00  5.564E-03   20.74 um     6998 A      5490 A   
  32.50 MeV   5.753E+00  5.192E-03   22.59 um     7508 A      5698 A   
  35.00 MeV   5.639E+00  4.870E-03   24.48 um     8005 A      5908 A   
  37.50 MeV   5.531E+00  4.587E-03   26.41 um     8491 A      6118 A   
  40.00 MeV   5.408E+00  4.337E-03   28.38 um     8970 A      6331 A   
  45.00 MeV   5.139E+00  3.915E-03   32.46 um     1.07 um     6764 A   
  50.00 MeV   4.917E+00  3.571E-03   36.74 um     1.24 um     7211 A   
  55.00 MeV   4.710E+00  3.286E-03   41.21 um     1.40 um     7671 A   
  60.00 MeV   4.517E+00  3.045E-03   45.88 um     1.55 um     8146 A   
  65.00 MeV   4.336E+00  2.839E-03   50.74 um     1.70 um     8636 A   
  70.00 MeV   4.167E+00  2.660E-03   55.81 um     1.85 um     9142 A   
  80.00 MeV   3.863E+00  2.365E-03   66.54 um     2.41 um     1.02 um  
  90.00 MeV   3.596E+00  2.132E-03   78.09 um     2.92 um     1.13 um  
 100.00 MeV   3.362E+00  1.943E-03   90.48 um     3.41 um     1.25 um  
 110.00 MeV   3.155E+00  1.786E-03  103.70 um     3.90 um     1.38 um  
 120.00 MeV   2.973E+00  1.653E-03  117.76 um     4.39 um     1.52 um  
 130.00 MeV   2.810E+00  1.540E-03  132.66 um     4.88 um     1.66 um  
 140.00 MeV   2.665E+00  1.442E-03  148.40 um     5.38 um     1.81 um  
 150.00 MeV   2.535E+00  1.356E-03  164.97 um     5.88 um     1.97 um  
 160.00 MeV   2.418E+00  1.281E-03  182.36 um     6.39 um     2.13 um  
 170.00 MeV   2.312E+00  1.213E-03  200.57 um     6.90 um     2.30 um  
 180.00 MeV   2.217E+00  1.153E-03  219.59 um     7.42 um     2.48 um  
 200.00 MeV   2.050E+00  1.050E-03  260.01 um     9.40 um     2.86 um  
 225.00 MeV   1.878E+00  9.450E-04  314.90 um    12.22 um     3.38 um  
 250.00 MeV   1.736E+00  8.600E-04  374.54 um    14.89 um     3.93 um  
 275.00 MeV   1.618E+00  7.897E-04  438.79 um    17.48 um     4.53 um  
 300.00 MeV   1.517E+00  7.304E-04  507.51 um    20.04 um     5.16 um  
 325.00 MeV   1.430E+00  6.798E-04  580.62 um    22.59 um     5.83 um  
 350.00 MeV   1.353E+00  6.360E-04  658.05 um    25.15 um     6.54 um  
 375.00 MeV   1.284E+00  5.978E-04  739.76 um    27.72 um     7.28 um  
 400.00 MeV   1.221E+00  5.641E-04  825.74 um    30.32 um     8.06 um  
 450.00 MeV   1.111E+00  5.073E-04    1.01 mm    40.13 um     9.73 um  
 500.00 MeV   1.015E+00  4.613E-04    1.21 mm    49.43 um    11.55 um  
 550.00 MeV   9.303E-01  4.233E-04    1.44 mm    58.65 um    13.53 um  
 600.00 MeV   8.686E-01  3.913E-04    1.67 mm    67.84 um    15.65 um  
 650.00 MeV   8.155E-01  3.640E-04    1.93 mm    77.01 um    17.92 um  
 700.00 MeV   7.693E-01  3.404E-04    2.20 mm    86.21 um    20.33 um  
 800.00 MeV   6.927E-01  3.016E-04    2.79 mm   120.24 um    25.53 um  
 900.00 MeV   6.317E-01  2.710E-04    3.44 mm   151.72 um    31.25 um  
   1.00 GeV   5.820E-01  2.463E-04    4.15 mm   182.26 um    37.45 um  
   1.10 GeV   5.406E-01  2.259E-04    4.92 mm   212.47 um    44.11 um  
   1.20 GeV   5.055E-01  2.087E-04    5.75 mm   242.65 um    51.23 um  
   1.30 GeV   4.755E-01  1.940E-04    6.62 mm   272.96 um    58.79 um  
   1.40 GeV   4.495E-01  1.814E-04    7.56 mm   303.47 um    66.76 um  
   1.50 GeV   4.267E-01  1.703E-04    8.54 mm   334.23 um    75.14 um  
   1.60 GeV   4.065E-01  1.606E-04    9.57 mm   365.26 um    83.92 um  
   1.70 GeV   3.886E-01  1.519E-04   10.66 mm   396.56 um    93.07 um  
   1.80 GeV   3.725E-01  1.442E-04   11.79 mm   428.13 um   102.60 um  
   2.00 GeV   3.449E-01  1.310E-04   14.19 mm   547.58 um   122.73 um  
   2.25 GeV   3.170E-01  1.176E-04   17.45 mm   716.72 um   149.80 um  
   2.50 GeV   2.943E-01  1.068E-04   20.98 mm   874.31 um   178.84 um  
   2.75 GeV   2.756E-01  9.785E-05   24.76 mm     1.03 mm   209.72 um  
   3.00 GeV   2.598E-01  9.035E-05   28.78 mm     1.17 mm   242.30 um  
   3.25 GeV   2.464E-01  8.396E-05   33.04 mm     1.32 mm   276.49 um  
   3.50 GeV   2.348E-01  7.844E-05   37.52 mm     1.47 mm   312.16 um  
   3.75 GeV   2.247E-01  7.362E-05   42.21 mm     1.61 mm   349.23 um  
   4.00 GeV   2.158E-01  6.938E-05   47.10 mm     1.75 mm   387.60 um  
   4.50 GeV   2.010E-01  6.226E-05   57.44 mm     2.29 mm   467.96 um  
   5.00 GeV   1.890E-01  5.651E-05   68.49 mm     2.77 mm   552.60 um  
   5.50 GeV   1.792E-01  5.176E-05   80.20 mm     3.23 mm   640.98 um  
   6.00 GeV   1.710E-01  4.778E-05   92.50 mm     3.67 mm   732.64 um  
   6.50 GeV   1.641E-01  4.438E-05  105.35 mm     4.10 mm   827.16 um  
   7.00 GeV   1.582E-01  4.145E-05  118.72 mm     4.52 mm   924.18 um  
   8.00 GeV   1.487E-01  3.664E-05  146.81 mm     6.02 mm     1.12 mm  
   9.00 GeV   1.413E-01  3.287E-05  176.53 mm     7.35 mm     1.33 mm  
  10.00 GeV   1.355E-01  2.982E-05  207.67 mm     8.57 mm     1.54 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  3.9462E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
