 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\20O_Si.txt

 Ion = Oxygen [8] , Mass = 20.0041 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   9.341E-01  5.672E-01    1335 A       508 A       394 A   
  60.00 keV   9.750E-01  5.472E-01    1449 A       539 A       422 A   
  65.00 keV   1.010E+00  5.287E-01    1563 A       568 A       450 A   
  70.00 keV   1.042E+00  5.116E-01    1677 A       597 A       476 A   
  80.00 keV   1.097E+00  4.811E-01    1905 A       651 A       528 A   
  90.00 keV   1.148E+00  4.546E-01    2132 A       702 A       577 A   
 100.00 keV   1.194E+00  4.314E-01    2358 A       750 A       625 A   
 110.00 keV   1.237E+00  4.107E-01    2583 A       796 A       671 A   
 120.00 keV   1.278E+00  3.923E-01    2807 A       839 A       716 A   
 130.00 keV   1.316E+00  3.757E-01    3029 A       881 A       759 A   
 140.00 keV   1.353E+00  3.606E-01    3250 A       920 A       801 A   
 150.00 keV   1.388E+00  3.469E-01    3469 A       957 A       842 A   
 160.00 keV   1.423E+00  3.344E-01    3687 A       993 A       882 A   
 170.00 keV   1.456E+00  3.229E-01    3903 A      1028 A       921 A   
 180.00 keV   1.489E+00  3.123E-01    4118 A      1061 A       959 A   
 200.00 keV   1.554E+00  2.933E-01    4541 A      1123 A      1031 A   
 225.00 keV   1.634E+00  2.730E-01    5060 A      1195 A      1117 A   
 250.00 keV   1.714E+00  2.557E-01    5566 A      1260 A      1198 A   
 275.00 keV   1.794E+00  2.407E-01    6059 A      1319 A      1274 A   
 300.00 keV   1.874E+00  2.276E-01    6538 A      1373 A      1345 A   
 325.00 keV   1.955E+00  2.161E-01    7005 A      1423 A      1412 A   
 350.00 keV   2.036E+00  2.058E-01    7460 A      1468 A      1475 A   
 375.00 keV   2.117E+00  1.965E-01    7901 A      1510 A      1534 A   
 400.00 keV   2.199E+00  1.882E-01    8331 A      1548 A      1590 A   
 450.00 keV   2.362E+00  1.737E-01    9155 A      1618 A      1693 A   
 500.00 keV   2.526E+00  1.616E-01    9936 A      1678 A      1785 A   
 550.00 keV   2.688E+00  1.512E-01    1.07 um     1730 A      1868 A   
 600.00 keV   2.848E+00  1.422E-01    1.14 um     1776 A      1943 A   
 650.00 keV   3.005E+00  1.343E-01    1.21 um     1816 A      2012 A   
 700.00 keV   3.160E+00  1.274E-01    1.27 um     1852 A      2074 A   
 800.00 keV   3.459E+00  1.156E-01    1.39 um     1916 A      2183 A   
 900.00 keV   3.742E+00  1.061E-01    1.50 um     1969 A      2276 A   
   1.00 MeV   4.010E+00  9.813E-02    1.61 um     2012 A      2357 A   
   1.10 MeV   4.260E+00  9.139E-02    1.71 um     2050 A      2428 A   
   1.20 MeV   4.494E+00  8.561E-02    1.80 um     2082 A      2491 A   
   1.30 MeV   4.712E+00  8.058E-02    1.89 um     2111 A      2547 A   
   1.40 MeV   4.914E+00  7.617E-02    1.98 um     2136 A      2598 A   
   1.50 MeV   5.102E+00  7.225E-02    2.06 um     2158 A      2645 A   
   1.60 MeV   5.275E+00  6.876E-02    2.14 um     2179 A      2687 A   
   1.70 MeV   5.435E+00  6.562E-02    2.22 um     2198 A      2727 A   
   1.80 MeV   5.583E+00  6.278E-02    2.30 um     2215 A      2763 A   
   2.00 MeV   5.845E+00  5.784E-02    2.45 um     2251 A      2830 A   
   2.25 MeV   6.118E+00  5.275E-02    2.62 um     2292 A      2902 A   
   2.50 MeV   6.339E+00  4.854E-02    2.79 um     2328 A      2967 A   
   2.75 MeV   6.518E+00  4.501E-02    2.96 um     2361 A      3024 A   
   3.00 MeV   6.663E+00  4.200E-02    3.12 um     2391 A      3076 A   
   3.25 MeV   6.779E+00  3.939E-02    3.28 um     2419 A      3125 A   
   3.50 MeV   6.873E+00  3.712E-02    3.43 um     2444 A      3170 A   
   3.75 MeV   6.948E+00  3.511E-02    3.59 um     2469 A      3212 A   
   4.00 MeV   7.007E+00  3.333E-02    3.74 um     2492 A      3252 A   
   4.50 MeV   7.090E+00  3.029E-02    4.04 um     2554 A      3326 A   
   5.00 MeV   7.137E+00  2.780E-02    4.34 um     2612 A      3394 A   
   5.50 MeV   7.160E+00  2.571E-02    4.64 um     2667 A      3458 A   
   6.00 MeV   7.167E+00  2.394E-02    4.94 um     2720 A      3518 A   
   6.50 MeV   7.161E+00  2.241E-02    5.24 um     2772 A      3575 A   
   7.00 MeV   7.148E+00  2.108E-02    5.54 um     2822 A      3630 A   
   8.00 MeV   7.107E+00  1.887E-02    6.14 um     2980 A      3735 A   
   9.00 MeV   7.056E+00  1.710E-02    6.74 um     3130 A      3834 A   
  10.00 MeV   7.000E+00  1.566E-02    7.36 um     3275 A      3929 A   
  11.00 MeV   6.943E+00  1.446E-02    7.97 um     3415 A      4021 A   
  12.00 MeV   6.886E+00  1.344E-02    8.59 um     3552 A      4111 A   
  13.00 MeV   6.830E+00  1.256E-02    9.22 um     3685 A      4198 A   
  14.00 MeV   6.775E+00  1.180E-02    9.85 um     3815 A      4284 A   
  15.00 MeV   6.721E+00  1.113E-02   10.49 um     3942 A      4369 A   
  16.00 MeV   6.668E+00  1.053E-02   11.13 um     4068 A      4452 A   
  17.00 MeV   6.617E+00  1.000E-02   11.77 um     4191 A      4535 A   
  18.00 MeV   6.567E+00  9.529E-03   12.43 um     4312 A      4617 A   
  20.00 MeV   6.469E+00  8.709E-03   13.75 um     4737 A      4779 A   
  22.50 MeV   6.350E+00  7.874E-03   15.42 um     5341 A      4979 A   
  25.00 MeV   6.235E+00  7.194E-03   17.13 um     5903 A      5177 A   
  27.50 MeV   6.122E+00  6.627E-03   18.87 um     6434 A      5374 A   
  30.00 MeV   6.012E+00  6.148E-03   20.64 um     6942 A      5571 A   
  32.50 MeV   5.905E+00  5.738E-03   22.45 um     7431 A      5768 A   
  35.00 MeV   5.799E+00  5.381E-03   24.29 um     7908 A      5966 A   
  37.50 MeV   5.696E+00  5.069E-03   26.16 um     8373 A      6164 A   
  40.00 MeV   5.595E+00  4.793E-03   28.06 um     8829 A      6363 A   
  45.00 MeV   5.382E+00  4.327E-03   31.99 um     1.05 um     6766 A   
  50.00 MeV   5.140E+00  3.947E-03   36.08 um     1.20 um     7179 A   
  55.00 MeV   4.939E+00  3.632E-03   40.35 um     1.35 um     7603 A   
  60.00 MeV   4.751E+00  3.366E-03   44.79 um     1.50 um     8038 A   
  65.00 MeV   4.574E+00  3.138E-03   49.41 um     1.64 um     8485 A   
  70.00 MeV   4.407E+00  2.941E-03   54.20 um     1.78 um     8946 A   
  80.00 MeV   4.104E+00  2.615E-03   64.33 um     2.29 um     9908 A   
  90.00 MeV   3.835E+00  2.358E-03   75.18 um     2.77 um     1.09 um  
 100.00 MeV   3.596E+00  2.148E-03   86.78 um     3.23 um     1.20 um  
 110.00 MeV   3.384E+00  1.975E-03   99.12 um     3.68 um     1.31 um  
 120.00 MeV   3.195E+00  1.829E-03  112.22 um     4.13 um     1.44 um  
 130.00 MeV   3.026E+00  1.703E-03  126.07 um     4.58 um     1.56 um  
 140.00 MeV   2.873E+00  1.595E-03  140.67 um     5.04 um     1.69 um  
 150.00 MeV   2.736E+00  1.500E-03  156.03 um     5.50 um     1.83 um  
 160.00 MeV   2.612E+00  1.417E-03  172.14 um     5.96 um     1.98 um  
 170.00 MeV   2.499E+00  1.342E-03  188.99 um     6.43 um     2.13 um  
 180.00 MeV   2.397E+00  1.276E-03  206.59 um     6.91 um     2.29 um  
 200.00 MeV   2.217E+00  1.161E-03  243.96 um     8.72 um     2.63 um  
 225.00 MeV   2.031E+00  1.046E-03  294.71 um    11.33 um     3.08 um  
 250.00 MeV   1.878E+00  9.516E-04  349.85 um    13.78 um     3.57 um  
 275.00 MeV   1.750E+00  8.738E-04  409.25 um    16.17 um     4.10 um  
 300.00 MeV   1.640E+00  8.082E-04  472.81 um    18.54 um     4.66 um  
 325.00 MeV   1.546E+00  7.523E-04  540.43 um    20.90 um     5.25 um  
 350.00 MeV   1.464E+00  7.038E-04  612.01 um    23.26 um     5.87 um  
 375.00 MeV   1.390E+00  6.615E-04  687.49 um    25.63 um     6.53 um  
 400.00 MeV   1.325E+00  6.242E-04  766.83 um    28.02 um     7.22 um  
 450.00 MeV   1.210E+00  5.615E-04  936.97 um    37.02 um     8.69 um  
 500.00 MeV   1.111E+00  5.106E-04    1.12 mm    45.48 um    10.28 um  
 550.00 MeV   1.024E+00  4.685E-04    1.32 mm    53.79 um    12.00 um  
 600.00 MeV   9.441E-01  4.331E-04    1.54 mm    62.17 um    13.86 um  
 650.00 MeV   8.863E-01  4.029E-04    1.78 mm    70.63 um    15.85 um  
 700.00 MeV   8.360E-01  3.768E-04    2.03 mm    79.11 um    17.96 um  
 800.00 MeV   7.526E-01  3.339E-04    2.57 mm   110.48 um    22.53 um  
 900.00 MeV   6.861E-01  3.000E-04    3.17 mm   139.49 um    27.55 um  
   1.00 GeV   6.319E-01  2.727E-04    3.83 mm   167.63 um    33.01 um  
   1.10 GeV   5.867E-01  2.501E-04    4.53 mm   195.48 um    38.87 um  
   1.20 GeV   5.484E-01  2.310E-04    5.29 mm   223.32 um    45.14 um  
   1.30 GeV   5.156E-01  2.148E-04    6.10 mm   251.30 um    51.80 um  
   1.40 GeV   4.871E-01  2.008E-04    6.96 mm   279.48 um    58.84 um  
   1.50 GeV   4.621E-01  1.886E-04    7.87 mm   307.90 um    66.23 um  
   1.60 GeV   4.401E-01  1.778E-04    8.83 mm   336.59 um    73.99 um  
   1.70 GeV   4.204E-01  1.682E-04    9.83 mm   365.56 um    82.08 um  
   1.80 GeV   4.028E-01  1.597E-04   10.87 mm   394.79 um    90.51 um  
   2.00 GeV   3.726E-01  1.450E-04   13.10 mm   505.56 um   108.35 um  
   2.25 GeV   3.419E-01  1.302E-04   16.12 mm   662.59 um   132.36 um  
   2.50 GeV   3.170E-01  1.183E-04   19.39 mm   809.14 um   158.18 um  
   2.75 GeV   2.964E-01  1.084E-04   22.90 mm   950.58 um   185.68 um  
   3.00 GeV   2.791E-01  1.001E-04   26.64 mm     1.09 mm   214.76 um  
   3.25 GeV   2.643E-01  9.298E-05   30.61 mm     1.23 mm   245.33 um  
   3.50 GeV   2.515E-01  8.687E-05   34.79 mm     1.36 mm   277.29 um  
   3.75 GeV   2.404E-01  8.154E-05   39.17 mm     1.50 mm   310.56 um  
   4.00 GeV   2.306E-01  7.685E-05   43.74 mm     1.63 mm   345.06 um  
   4.50 GeV   2.142E-01  6.896E-05   53.43 mm     2.13 mm   417.51 um  
   5.00 GeV   2.010E-01  6.259E-05   63.81 mm     2.59 mm   494.09 um  
   5.50 GeV   1.901E-01  5.734E-05   74.83 mm     3.03 mm   574.32 um  
   6.00 GeV   1.811E-01  5.292E-05   86.44 mm     3.45 mm   657.79 um  
   6.50 GeV   1.734E-01  4.916E-05   98.60 mm     3.86 mm   744.15 um  
   7.00 GeV   1.668E-01  4.591E-05  111.26 mm     4.25 mm   833.05 um  
   8.00 GeV   1.561E-01  4.059E-05  137.96 mm     5.69 mm     1.02 mm  
   9.00 GeV   1.479E-01  3.641E-05  166.32 mm     6.97 mm     1.21 mm  
  10.00 GeV   1.413E-01  3.303E-05  196.12 mm     8.15 mm     1.41 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  3.7051E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
