 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\8Li_Si.txt

 Ion = Lithium [3] , Mass = 8.0225 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  50.00 keV   5.510E-01  6.564E-02    3253 A      1095 A      1015 A   
  55.00 keV   5.811E-01  6.196E-02    3540 A      1146 A      1076 A   
  60.00 keV   6.107E-01  5.873E-02    3820 A      1192 A      1133 A   
  65.00 keV   6.393E-01  5.586E-02    4091 A      1235 A      1187 A   
  70.00 keV   6.668E-01  5.330E-02    4355 A      1274 A      1238 A   
  80.00 keV   7.188E-01  4.890E-02    4863 A      1343 A      1330 A   
  90.00 keV   7.670E-01  4.526E-02    5348 A      1403 A      1413 A   
 100.00 keV   8.122E-01  4.218E-02    5813 A      1456 A      1488 A   
 110.00 keV   8.546E-01  3.955E-02    6260 A      1503 A      1557 A   
 120.00 keV   8.948E-01  3.726E-02    6691 A      1544 A      1619 A   
 130.00 keV   9.329E-01  3.525E-02    7109 A      1582 A      1677 A   
 140.00 keV   9.693E-01  3.348E-02    7514 A      1616 A      1731 A   
 150.00 keV   1.004E+00  3.189E-02    7907 A      1647 A      1780 A   
 160.00 keV   1.037E+00  3.046E-02    8290 A      1676 A      1827 A   
 170.00 keV   1.069E+00  2.917E-02    8664 A      1702 A      1871 A   
 180.00 keV   1.100E+00  2.800E-02    9028 A      1726 A      1912 A   
 200.00 keV   1.158E+00  2.595E-02    9734 A      1772 A      1988 A   
 225.00 keV   1.226E+00  2.381E-02    1.06 um     1821 A      2073 A   
 250.00 keV   1.288E+00  2.202E-02    1.14 um     1864 A      2148 A   
 275.00 keV   1.345E+00  2.051E-02    1.22 um     1901 A      2216 A   
 300.00 keV   1.399E+00  1.922E-02    1.29 um     1934 A      2277 A   
 325.00 keV   1.449E+00  1.809E-02    1.36 um     1964 A      2334 A   
 350.00 keV   1.496E+00  1.710E-02    1.43 um     1991 A      2386 A   
 375.00 keV   1.540E+00  1.622E-02    1.50 um     2016 A      2434 A   
 400.00 keV   1.582E+00  1.544E-02    1.57 um     2039 A      2479 A   
 450.00 keV   1.657E+00  1.410E-02    1.70 um     2083 A      2561 A   
 500.00 keV   1.725E+00  1.299E-02    1.82 um     2122 A      2634 A   
 550.00 keV   1.786E+00  1.206E-02    1.94 um     2156 A      2700 A   
 600.00 keV   1.840E+00  1.126E-02    2.06 um     2187 A      2760 A   
 650.00 keV   1.889E+00  1.057E-02    2.17 um     2215 A      2816 A   
 700.00 keV   1.932E+00  9.969E-03    2.28 um     2241 A      2867 A   
 800.00 keV   2.007E+00  8.962E-03    2.49 um     2297 A      2961 A   
 900.00 keV   2.068E+00  8.154E-03    2.70 um     2347 A      3044 A   
   1.00 MeV   2.117E+00  7.490E-03    2.91 um     2392 A      3120 A   
   1.10 MeV   2.157E+00  6.934E-03    3.11 um     2433 A      3189 A   
   1.20 MeV   2.188E+00  6.460E-03    3.30 um     2471 A      3254 A   
   1.30 MeV   2.212E+00  6.051E-03    3.50 um     2508 A      3315 A   
   1.40 MeV   2.231E+00  5.695E-03    3.69 um     2542 A      3372 A   
   1.50 MeV   2.244E+00  5.381E-03    3.88 um     2575 A      3427 A   
   1.60 MeV   2.254E+00  5.103E-03    4.07 um     2606 A      3480 A   
   1.70 MeV   2.259E+00  4.854E-03    4.26 um     2637 A      3530 A   
   1.80 MeV   2.262E+00  4.630E-03    4.45 um     2666 A      3579 A   
   2.00 MeV   2.259E+00  4.242E-03    4.83 um     2750 A      3673 A   
   2.25 MeV   2.246E+00  3.846E-03    5.30 um     2865 A      3784 A   
   2.50 MeV   2.223E+00  3.522E-03    5.78 um     2977 A      3890 A   
   2.75 MeV   2.195E+00  3.251E-03    6.27 um     3085 A      3993 A   
   3.00 MeV   2.164E+00  3.022E-03    6.76 um     3192 A      4093 A   
   3.25 MeV   2.129E+00  2.825E-03    7.26 um     3298 A      4192 A   
   3.50 MeV   2.094E+00  2.653E-03    7.77 um     3404 A      4290 A   
   3.75 MeV   2.057E+00  2.502E-03    8.28 um     3509 A      4387 A   
   4.00 MeV   2.021E+00  2.369E-03    8.81 um     3615 A      4484 A   
   4.50 MeV   1.948E+00  2.143E-03    9.89 um     3976 A      4679 A   
   5.00 MeV   1.878E+00  1.959E-03   11.02 um     4331 A      4876 A   
   5.50 MeV   1.812E+00  1.806E-03   12.18 um     4682 A      5076 A   
   6.00 MeV   1.749E+00  1.676E-03   13.39 um     5032 A      5280 A   
   6.50 MeV   1.689E+00  1.565E-03   14.64 um     5381 A      5489 A   
   7.00 MeV   1.633E+00  1.468E-03   15.93 um     5732 A      5703 A   
   8.00 MeV   1.532E+00  1.308E-03   18.65 um     6988 A      6149 A   
   9.00 MeV   1.442E+00  1.182E-03   21.55 um     8182 A      6620 A   
  10.00 MeV   1.363E+00  1.078E-03   24.62 um     9345 A      7117 A   
  11.00 MeV   1.292E+00  9.928E-04   27.86 um     1.05 um     7639 A   
  12.00 MeV   1.229E+00  9.204E-04   31.27 um     1.16 um     8189 A   
  13.00 MeV   1.172E+00  8.583E-04   34.86 um     1.28 um     8764 A   
  14.00 MeV   1.121E+00  8.046E-04   38.61 um     1.39 um     9366 A   
  15.00 MeV   1.074E+00  7.575E-04   42.53 um     1.51 um     9994 A   
  16.00 MeV   1.032E+00  7.159E-04   46.62 um     1.63 um     1.06 um  
  17.00 MeV   9.926E-01  6.788E-04   50.87 um     1.74 um     1.13 um  
  18.00 MeV   9.536E-01  6.456E-04   55.30 um     1.86 um     1.20 um  
  20.00 MeV   8.809E-01  5.886E-04   64.69 um     2.31 um     1.35 um  
  22.50 MeV   8.107E-01  5.306E-04   77.42 um     2.95 um     1.55 um  
  25.00 MeV   7.521E-01  4.835E-04   91.20 um     3.56 um     1.77 um  
  27.50 MeV   7.023E-01  4.445E-04  106.01 um     4.15 um     2.01 um  
  30.00 MeV   6.594E-01  4.116E-04  121.83 um     4.74 um     2.26 um  
  32.50 MeV   6.220E-01  3.834E-04  138.63 um     5.33 um     2.52 um  
  35.00 MeV   5.891E-01  3.590E-04  156.41 um     5.92 um     2.80 um  
  37.50 MeV   5.599E-01  3.377E-04  175.15 um     6.52 um     3.09 um  
  40.00 MeV   5.337E-01  3.189E-04  194.83 um     7.12 um     3.40 um  
  45.00 MeV   4.888E-01  2.872E-04  236.98 um     9.34 um     4.05 um  
  50.00 MeV   4.516E-01  2.614E-04  282.79 um    11.43 um     4.76 um  
  55.00 MeV   4.202E-01  2.401E-04  332.21 um    13.46 um     5.52 um  
  60.00 MeV   3.933E-01  2.222E-04  385.16 um    15.47 um     6.32 um  
  65.00 MeV   3.700E-01  2.068E-04  441.59 um    17.48 um     7.18 um  
  70.00 MeV   3.496E-01  1.936E-04  501.44 um    19.50 um     8.08 um  
  80.00 MeV   3.154E-01  1.717E-04  631.12 um    26.91 um    10.03 um  
  90.00 MeV   2.879E-01  1.545E-04  774.01 um    33.80 um    12.17 um  
 100.00 MeV   2.652E-01  1.405E-04  929.83 um    40.51 um    14.48 um  
 110.00 MeV   2.462E-01  1.290E-04    1.10 mm    47.17 um    16.96 um  
 120.00 MeV   2.300E-01  1.193E-04    1.28 mm    53.85 um    19.62 um  
 130.00 MeV   2.160E-01  1.110E-04    1.47 mm    60.58 um    22.44 um  
 140.00 MeV   2.038E-01  1.038E-04    1.68 mm    67.39 um    25.42 um  
 150.00 MeV   1.930E-01  9.752E-05    1.89 mm    74.28 um    28.56 um  
 160.00 MeV   1.834E-01  9.200E-05    2.12 mm    81.27 um    31.86 um  
 170.00 MeV   1.749E-01  8.709E-05    2.36 mm    88.36 um    35.32 um  
 180.00 MeV   1.671E-01  8.270E-05    2.62 mm    95.55 um    38.92 um  
 200.00 MeV   1.538E-01  7.517E-05    3.15 mm   122.59 um    46.59 um  
 225.00 MeV   1.401E-01  6.756E-05    3.89 mm   161.23 um    57.00 um  
 250.00 MeV   1.290E-01  6.140E-05    4.69 mm   197.72 um    68.30 um  
 275.00 MeV   1.196E-01  5.631E-05    5.55 mm   233.38 um    80.46 um  
 300.00 MeV   1.117E-01  5.203E-05    6.49 mm   268.77 um    93.45 um  
 325.00 MeV   1.049E-01  4.837E-05    7.48 mm   304.20 um   107.27 um  
 350.00 MeV   9.897E-02  4.522E-05    8.54 mm   339.82 um   121.88 um  
 375.00 MeV   9.378E-02  4.246E-05    9.65 mm   375.74 um   137.27 um  
 400.00 MeV   8.918E-02  4.004E-05   10.83 mm   412.01 um   153.41 um  
 450.00 MeV   8.139E-02  3.596E-05   13.36 mm   547.42 um   187.93 um  
 500.00 MeV   7.505E-02  3.266E-05   16.11 mm   673.98 um   225.30 um  
 550.00 MeV   6.977E-02  2.993E-05   19.09 mm   796.76 um   265.40 um  
 600.00 MeV   6.531E-02  2.764E-05   22.28 mm   917.93 um   308.13 um  
 650.00 MeV   6.149E-02  2.569E-05   25.68 mm     1.04 mm   353.38 um  
 700.00 MeV   5.818E-02  2.401E-05   29.28 mm     1.16 mm   401.07 um  
 800.00 MeV   5.272E-02  2.124E-05   37.05 mm     1.60 mm   503.43 um  
 900.00 MeV   4.840E-02  1.907E-05   45.58 mm     2.01 mm   614.55 um  
   1.00 GeV   4.489E-02  1.731E-05   54.82 mm     2.40 mm   733.84 um  
   1.10 GeV   4.199E-02  1.586E-05   64.74 mm     2.79 mm   860.77 um  
   1.20 GeV   3.955E-02  1.464E-05   75.31 mm     3.17 mm   994.87 um  
   1.30 GeV   3.747E-02  1.360E-05   86.50 mm     3.55 mm     1.14 mm  
   1.40 GeV   3.567E-02  1.270E-05   98.28 mm     3.93 mm     1.28 mm  
   1.50 GeV   3.410E-02  1.192E-05  110.62 mm     4.31 mm     1.44 mm  
   1.60 GeV   3.272E-02  1.123E-05  123.52 mm     4.68 mm     1.59 mm  
   1.70 GeV   3.150E-02  1.062E-05  136.93 mm     5.06 mm     1.76 mm  
   1.80 GeV   3.040E-02  1.008E-05  150.85 mm     5.44 mm     1.93 mm  
   2.00 GeV   2.854E-02  9.143E-06  180.09 mm     6.85 mm     2.28 mm  
   2.25 GeV   2.666E-02  8.201E-06  219.13 mm     8.82 mm     2.74 mm  
   2.50 GeV   2.516E-02  7.440E-06  260.70 mm    10.62 mm     3.22 mm  
   2.75 GeV   2.393E-02  6.813E-06  304.59 mm    12.32 mm     3.73 mm  
   3.00 GeV   2.290E-02  6.286E-06  350.58 mm    13.95 mm     4.24 mm  
   3.25 GeV   2.204E-02  5.837E-06  398.51 mm    15.53 mm     4.78 mm  
   3.50 GeV   2.130E-02  5.450E-06  448.21 mm    17.07 mm     5.32 mm  
   3.75 GeV   2.066E-02  5.113E-06  499.53 mm    18.57 mm     5.88 mm  
   4.00 GeV   2.011E-02  4.816E-06  552.35 mm    20.04 mm     6.44 mm  
   4.50 GeV   1.920E-02  4.318E-06  661.96 mm    25.38 mm     7.58 mm  
   5.00 GeV   1.848E-02  3.915E-06  776.30 mm    30.13 mm     8.75 mm  
   5.50 GeV   1.791E-02  3.584E-06  894.67 mm    34.51 mm     9.92 mm  
   6.00 GeV   1.744E-02  3.306E-06    1.02 m     38.61 mm    11.10 mm  
   6.50 GeV   1.706E-02  3.069E-06    1.14 m     42.49 mm    12.28 mm  
   7.00 GeV   1.674E-02  2.865E-06    1.27 m     46.19 mm    13.47 mm  
   8.00 GeV   1.625E-02  2.530E-06    1.53 m     59.21 mm    15.81 mm  
   9.00 GeV   1.590E-02  2.267E-06    1.80 m     70.36 mm    18.12 mm  
  10.00 GeV   1.564E-02  2.055E-06    2.07 m     80.33 mm    20.39 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  1.6590E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
