 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\N15_Si.txt

 Ion = Nitrogen [7] , Mass = 15.0001 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   1.116E+00  3.772E-01    1429 A       541 A       445 A   
  60.00 keV   1.155E+00  3.625E-01    1545 A       569 A       472 A   
  65.00 keV   1.188E+00  3.490E-01    1661 A       595 A       498 A   
  70.00 keV   1.218E+00  3.367E-01    1776 A       621 A       524 A   
  80.00 keV   1.269E+00  3.148E-01    2006 A       669 A       573 A   
  90.00 keV   1.313E+00  2.961E-01    2235 A       714 A       620 A   
 100.00 keV   1.351E+00  2.798E-01    2463 A       757 A       665 A   
 110.00 keV   1.387E+00  2.654E-01    2690 A       797 A       708 A   
 120.00 keV   1.421E+00  2.527E-01    2917 A       835 A       750 A   
 130.00 keV   1.455E+00  2.413E-01    3142 A       872 A       791 A   
 140.00 keV   1.489E+00  2.311E-01    3365 A       906 A       830 A   
 150.00 keV   1.524E+00  2.218E-01    3586 A       939 A       868 A   
 160.00 keV   1.560E+00  2.133E-01    3806 A       970 A       905 A   
 170.00 keV   1.597E+00  2.056E-01    4022 A      1000 A       941 A   
 180.00 keV   1.635E+00  1.985E-01    4236 A      1028 A       976 A   
 200.00 keV   1.713E+00  1.858E-01    4656 A      1081 A      1042 A   
 225.00 keV   1.816E+00  1.724E-01    5163 A      1140 A      1119 A   
 250.00 keV   1.923E+00  1.610E-01    5651 A      1193 A      1189 A   
 275.00 keV   2.033E+00  1.512E-01    6119 A      1239 A      1255 A   
 300.00 keV   2.144E+00  1.427E-01    6568 A      1281 A      1315 A   
 325.00 keV   2.257E+00  1.352E-01    6999 A      1318 A      1371 A   
 350.00 keV   2.370E+00  1.285E-01    7414 A      1351 A      1422 A   
 375.00 keV   2.482E+00  1.225E-01    7813 A      1381 A      1470 A   
 400.00 keV   2.593E+00  1.172E-01    8197 A      1409 A      1514 A   
 450.00 keV   2.811E+00  1.079E-01    8925 A      1458 A      1594 A   
 500.00 keV   3.021E+00  1.001E-01    9608 A      1499 A      1663 A   
 550.00 keV   3.222E+00  9.350E-02    1.03 um     1534 A      1725 A   
 600.00 keV   3.412E+00  8.780E-02    1.09 um     1564 A      1780 A   
 650.00 keV   3.591E+00  8.282E-02    1.14 um     1591 A      1829 A   
 700.00 keV   3.760E+00  7.843E-02    1.20 um     1615 A      1874 A   
 800.00 keV   4.066E+00  7.104E-02    1.30 um     1658 A      1953 A   
 900.00 keV   4.332E+00  6.505E-02    1.40 um     1694 A      2020 A   
   1.00 MeV   4.564E+00  6.007E-02    1.50 um     1725 A      2078 A   
   1.10 MeV   4.764E+00  5.587E-02    1.59 um     1752 A      2130 A   
   1.20 MeV   4.938E+00  5.227E-02    1.67 um     1776 A      2177 A   
   1.30 MeV   5.088E+00  4.915E-02    1.76 um     1797 A      2219 A   
   1.40 MeV   5.217E+00  4.641E-02    1.84 um     1817 A      2258 A   
   1.50 MeV   5.329E+00  4.398E-02    1.92 um     1835 A      2294 A   
   1.60 MeV   5.427E+00  4.182E-02    2.00 um     1851 A      2328 A   
   1.70 MeV   5.511E+00  3.988E-02    2.07 um     1867 A      2360 A   
   1.80 MeV   5.584E+00  3.813E-02    2.15 um     1882 A      2390 A   
   2.00 MeV   5.702E+00  3.509E-02    2.30 um     1915 A      2445 A   
   2.25 MeV   5.810E+00  3.195E-02    2.49 um     1957 A      2508 A   
   2.50 MeV   5.887E+00  2.937E-02    2.67 um     1995 A      2566 A   
   2.75 MeV   5.940E+00  2.721E-02    2.85 um     2030 A      2619 A   
   3.00 MeV   5.978E+00  2.537E-02    3.03 um     2064 A      2669 A   
   3.25 MeV   6.003E+00  2.377E-02    3.20 um     2097 A      2717 A   
   3.50 MeV   6.020E+00  2.239E-02    3.38 um     2128 A      2762 A   
   3.75 MeV   6.030E+00  2.116E-02    3.56 um     2158 A      2805 A   
   4.00 MeV   6.035E+00  2.007E-02    3.74 um     2187 A      2847 A   
   4.50 MeV   6.035E+00  1.823E-02    4.09 um     2271 A      2927 A   
   5.00 MeV   6.026E+00  1.671E-02    4.45 um     2351 A      3002 A   
   5.50 MeV   6.011E+00  1.544E-02    4.80 um     2427 A      3074 A   
   6.00 MeV   5.992E+00  1.437E-02    5.16 um     2502 A      3143 A   
   6.50 MeV   5.971E+00  1.344E-02    5.52 um     2574 A      3210 A   
   7.00 MeV   5.949E+00  1.264E-02    5.88 um     2644 A      3275 A   
   8.00 MeV   5.901E+00  1.130E-02    6.60 um     2873 A      3402 A   
   9.00 MeV   5.849E+00  1.024E-02    7.33 um     3087 A      3523 A   
  10.00 MeV   5.796E+00  9.366E-03    8.07 um     3290 A      3641 A   
  11.00 MeV   5.742E+00  8.641E-03    8.81 um     3484 A      3757 A   
  12.00 MeV   5.687E+00  8.027E-03    9.57 um     3672 A      3870 A   
  13.00 MeV   5.630E+00  7.499E-03   10.33 um     3853 A      3981 A   
  14.00 MeV   5.574E+00  7.040E-03   11.09 um     4029 A      4092 A   
  15.00 MeV   5.516E+00  6.638E-03   11.87 um     4202 A      4201 A   
  16.00 MeV   5.459E+00  6.282E-03   12.65 um     4371 A      4309 A   
  17.00 MeV   5.401E+00  5.964E-03   13.44 um     4536 A      4417 A   
  18.00 MeV   5.343E+00  5.679E-03   14.24 um     4700 A      4524 A   
  20.00 MeV   5.228E+00  5.187E-03   15.87 um     5277 A      4737 A   
  22.50 MeV   5.085E+00  4.687E-03   17.96 um     6095 A      5003 A   
  25.00 MeV   4.945E+00  4.280E-03   20.10 um     6855 A      5270 A   
  27.50 MeV   4.809E+00  3.941E-03   22.31 um     7576 A      5539 A   
  30.00 MeV   4.677E+00  3.655E-03   24.57 um     8271 A      5810 A   
  32.50 MeV   4.547E+00  3.409E-03   26.91 um     8947 A      6085 A   
  35.00 MeV   4.394E+00  3.196E-03   29.31 um     9615 A      6364 A   
  37.50 MeV   4.249E+00  3.010E-03   31.80 um     1.03 um     6649 A   
  40.00 MeV   4.123E+00  2.845E-03   34.38 um     1.09 um     6940 A   
  45.00 MeV   3.890E+00  2.567E-03   39.75 um     1.34 um     7541 A   
  50.00 MeV   3.677E+00  2.341E-03   45.44 um     1.57 um     8169 A   
  55.00 MeV   3.485E+00  2.153E-03   51.46 um     1.79 um     8825 A   
  60.00 MeV   3.309E+00  1.995E-03   57.79 um     2.01 um     9511 A   
  65.00 MeV   3.149E+00  1.859E-03   64.46 um     2.23 um     1.02 um  
  70.00 MeV   3.004E+00  1.742E-03   71.46 um     2.45 um     1.10 um  
  80.00 MeV   2.747E+00  1.548E-03   86.45 um     3.25 um     1.26 um  
  90.00 MeV   2.531E+00  1.395E-03  102.79 um     4.00 um     1.43 um  
 100.00 MeV   2.346E+00  1.271E-03  120.46 um     4.74 um     1.61 um  
 110.00 MeV   2.186E+00  1.168E-03  139.48 um     5.46 um     1.81 um  
 120.00 MeV   2.048E+00  1.081E-03  159.83 um     6.19 um     2.02 um  
 130.00 MeV   1.927E+00  1.007E-03  181.50 um     6.93 um     2.25 um  
 140.00 MeV   1.821E+00  9.423E-04  204.50 um     7.67 um     2.48 um  
 150.00 MeV   1.726E+00  8.861E-04  228.79 um     8.42 um     2.74 um  
 160.00 MeV   1.641E+00  8.366E-04  254.37 um     9.19 um     3.00 um  
 170.00 MeV   1.566E+00  7.925E-04  281.24 um     9.97 um     3.27 um  
 180.00 MeV   1.497E+00  7.531E-04  309.36 um    10.75 um     3.56 um  
 200.00 MeV   1.378E+00  6.854E-04  369.32 um    13.74 um     4.17 um  
 225.00 MeV   1.257E+00  6.168E-04  451.14 um    18.02 um     5.01 um  
 250.00 MeV   1.157E+00  5.612E-04  540.46 um    22.06 um     5.91 um  
 275.00 MeV   1.073E+00  5.151E-04  637.12 um    26.01 um     6.89 um  
 300.00 MeV   1.002E+00  4.764E-04  740.99 um    29.94 um     7.93 um  
 325.00 MeV   9.401E-01  4.433E-04  851.95 um    33.87 um     9.04 um  
 350.00 MeV   8.865E-01  4.147E-04  969.89 um    37.83 um    10.22 um  
 375.00 MeV   8.392E-01  3.897E-04    1.09 mm    41.82 um    11.46 um  
 400.00 MeV   7.972E-01  3.677E-04    1.23 mm    45.86 um    12.77 um  
 450.00 MeV   7.260E-01  3.306E-04    1.51 mm    61.04 um    15.57 um  
 500.00 MeV   6.677E-01  3.006E-04    1.82 mm    75.27 um    18.61 um  
 550.00 MeV   6.191E-01  2.757E-04    2.15 mm    89.11 um    21.89 um  
 600.00 MeV   5.778E-01  2.548E-04    2.51 mm   102.83 um    25.40 um  
 650.00 MeV   5.424E-01  2.370E-04    2.90 mm   116.53 um    29.14 um  
 700.00 MeV   5.116E-01  2.216E-04    3.31 mm   130.30 um    33.09 um  
 800.00 MeV   4.607E-01  1.963E-04    4.19 mm   181.32 um    41.64 um  
 900.00 MeV   4.203E-01  1.764E-04    5.17 mm   228.57 um    51.00 um  
   1.00 GeV   3.874E-01  1.603E-04    6.24 mm   274.39 um    61.15 um  
   1.10 GeV   3.601E-01  1.469E-04    7.39 mm   319.71 um    72.06 um  
   1.20 GeV   3.370E-01  1.357E-04    8.63 mm   364.94 um    83.68 um  
   1.30 GeV   3.173E-01  1.262E-04    9.95 mm   410.33 um    96.00 um  
   1.40 GeV   3.001E-01  1.179E-04   11.34 mm   455.96 um   108.99 um  
   1.50 GeV   2.852E-01  1.107E-04   12.82 mm   501.91 um   122.63 um  
   1.60 GeV   2.720E-01  1.044E-04   14.36 mm   548.20 um   136.89 um  
   1.70 GeV   2.602E-01  9.875E-05   15.98 mm   594.85 um   151.74 um  
   1.80 GeV   2.497E-01  9.372E-05   17.67 mm   641.83 um   167.18 um  
   2.00 GeV   2.317E-01  8.511E-05   21.25 mm   819.16 um   199.74 um  
   2.25 GeV   2.134E-01  7.640E-05   26.10 mm     1.07 mm   243.36 um  
   2.50 GeV   1.987E-01  6.937E-05   31.33 mm     1.30 mm   289.99 um  
   2.75 GeV   1.865E-01  6.356E-05   36.92 mm     1.53 mm   339.38 um  
   3.00 GeV   1.763E-01  5.868E-05   42.86 mm     1.74 mm   391.32 um  
   3.25 GeV   1.676E-01  5.452E-05   49.12 mm     1.96 mm   445.62 um  
   3.50 GeV   1.601E-01  5.093E-05   55.70 mm     2.17 mm   502.08 um  
   3.75 GeV   1.536E-01  4.780E-05   62.56 mm     2.38 mm   560.54 um  
   4.00 GeV   1.479E-01  4.504E-05   69.71 mm     2.59 mm   620.86 um  
   4.50 GeV   1.384E-01  4.041E-05   84.76 mm     3.36 mm   746.51 um  
   5.00 GeV   1.307E-01  3.668E-05  100.78 mm     4.05 mm   878.01 um  
   5.50 GeV   1.245E-01  3.359E-05  117.67 mm     4.71 mm     1.01 mm  
   6.00 GeV   1.193E-01  3.100E-05  135.35 mm     5.34 mm     1.16 mm  
   6.50 GeV   1.149E-01  2.879E-05  153.75 mm     5.94 mm     1.30 mm  
   7.00 GeV   1.112E-01  2.689E-05  172.80 mm     6.53 mm     1.45 mm  
   8.00 GeV   1.052E-01  2.377E-05  212.65 mm     8.63 mm     1.75 mm  
   9.00 GeV   1.006E-01  2.131E-05  254.53 mm    10.48 mm     2.06 mm  
  10.00 GeV   9.702E-02  1.933E-05  298.14 mm    12.17 mm     2.37 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  4.9708E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
