 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\B13_Si.txt

 Ion = Boron [5] , Mass = 13.0177 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   9.556E-01  2.071E-01    1956 A       686 A       594 A   
  60.00 keV   9.938E-01  1.978E-01    2109 A       716 A       628 A   
  65.00 keV   1.028E+00  1.895E-01    2259 A       745 A       659 A   
  70.00 keV   1.058E+00  1.820E-01    2408 A       772 A       690 A   
  80.00 keV   1.109E+00  1.688E-01    2703 A       822 A       748 A   
  90.00 keV   1.152E+00  1.576E-01    2993 A       869 A       801 A   
 100.00 keV   1.189E+00  1.481E-01    3280 A       911 A       852 A   
 110.00 keV   1.223E+00  1.398E-01    3564 A       951 A       900 A   
 120.00 keV   1.255E+00  1.325E-01    3845 A       988 A       946 A   
 130.00 keV   1.286E+00  1.260E-01    4123 A      1023 A       990 A   
 140.00 keV   1.317E+00  1.202E-01    4397 A      1055 A      1032 A   
 150.00 keV   1.348E+00  1.150E-01    4669 A      1086 A      1072 A   
 160.00 keV   1.379E+00  1.103E-01    4936 A      1115 A      1111 A   
 170.00 keV   1.410E+00  1.060E-01    5200 A      1143 A      1148 A   
 180.00 keV   1.442E+00  1.021E-01    5461 A      1169 A      1184 A   
 200.00 keV   1.507E+00  9.515E-02    5970 A      1218 A      1252 A   
 225.00 keV   1.591E+00  8.785E-02    6583 A      1272 A      1330 A   
 250.00 keV   1.677E+00  8.171E-02    7173 A      1320 A      1401 A   
 275.00 keV   1.765E+00  7.647E-02    7739 A      1363 A      1467 A   
 300.00 keV   1.852E+00  7.193E-02    8282 A      1400 A      1526 A   
 325.00 keV   1.940E+00  6.796E-02    8805 A      1434 A      1582 A   
 350.00 keV   2.027E+00  6.445E-02    9307 A      1465 A      1632 A   
 375.00 keV   2.113E+00  6.132E-02    9792 A      1492 A      1680 A   
 400.00 keV   2.197E+00  5.852E-02    1.03 um     1517 A      1723 A   
 450.00 keV   2.361E+00  5.369E-02    1.11 um     1563 A      1802 A   
 500.00 keV   2.516E+00  4.967E-02    1.20 um     1602 A      1871 A   
 550.00 keV   2.661E+00  4.626E-02    1.28 um     1635 A      1932 A   
 600.00 keV   2.797E+00  4.334E-02    1.35 um     1664 A      1987 A   
 650.00 keV   2.924E+00  4.080E-02    1.43 um     1690 A      2037 A   
 700.00 keV   3.041E+00  3.857E-02    1.50 um     1713 A      2082 A   
 800.00 keV   3.248E+00  3.482E-02    1.63 um     1758 A      2162 A   
 900.00 keV   3.422E+00  3.180E-02    1.75 um     1795 A      2231 A   
   1.00 MeV   3.568E+00  2.930E-02    1.88 um     1828 A      2291 A   
   1.10 MeV   3.690E+00  2.719E-02    1.99 um     1857 A      2346 A   
   1.20 MeV   3.791E+00  2.540E-02    2.10 um     1883 A      2395 A   
   1.30 MeV   3.875E+00  2.384E-02    2.21 um     1907 A      2441 A   
   1.40 MeV   3.944E+00  2.248E-02    2.32 um     1929 A      2483 A   
   1.50 MeV   4.000E+00  2.128E-02    2.43 um     1950 A      2522 A   
   1.60 MeV   4.046E+00  2.021E-02    2.54 um     1970 A      2560 A   
   1.70 MeV   4.083E+00  1.925E-02    2.64 um     1989 A      2595 A   
   1.80 MeV   4.113E+00  1.839E-02    2.74 um     2006 A      2629 A   
   2.00 MeV   4.154E+00  1.689E-02    2.95 um     2050 A      2692 A   
   2.25 MeV   4.182E+00  1.535E-02    3.21 um     2108 A      2765 A   
   2.50 MeV   4.191E+00  1.409E-02    3.46 um     2162 A      2834 A   
   2.75 MeV   4.187E+00  1.303E-02    3.72 um     2215 A      2898 A   
   3.00 MeV   4.176E+00  1.213E-02    3.97 um     2265 A      2959 A   
   3.25 MeV   4.159E+00  1.136E-02    4.23 um     2314 A      3018 A   
   3.50 MeV   4.139E+00  1.068E-02    4.49 um     2362 A      3075 A   
   3.75 MeV   4.117E+00  1.009E-02    4.75 um     2408 A      3131 A   
   4.00 MeV   4.093E+00  9.565E-03    5.01 um     2455 A      3185 A   
   4.50 MeV   4.044E+00  8.671E-03    5.53 um     2598 A      3289 A   
   5.00 MeV   3.995E+00  7.940E-03    6.07 um     2737 A      3391 A   
   5.50 MeV   3.947E+00  7.330E-03    6.61 um     2872 A      3490 A   
   6.00 MeV   3.901E+00  6.813E-03    7.16 um     3003 A      3588 A   
   6.50 MeV   3.855E+00  6.368E-03    7.71 um     3131 A      3683 A   
   7.00 MeV   3.812E+00  5.982E-03    8.27 um     3256 A      3778 A   
   8.00 MeV   3.729E+00  5.341E-03    9.41 um     3681 A      3965 A   
   9.00 MeV   3.652E+00  4.832E-03   10.57 um     4077 A      4150 A   
  10.00 MeV   3.578E+00  4.417E-03   11.76 um     4452 A      4333 A   
  11.00 MeV   3.508E+00  4.071E-03   12.97 um     4812 A      4516 A   
  12.00 MeV   3.441E+00  3.779E-03   14.21 um     5159 A      4699 A   
  13.00 MeV   3.376E+00  3.528E-03   15.47 um     5497 A      4882 A   
  14.00 MeV   3.314E+00  3.310E-03   16.76 um     5827 A      5065 A   
  15.00 MeV   3.253E+00  3.119E-03   18.07 um     6151 A      5250 A   
  16.00 MeV   3.195E+00  2.950E-03   19.40 um     6470 A      5435 A   
  17.00 MeV   3.138E+00  2.799E-03   20.76 um     6785 A      5621 A   
  18.00 MeV   3.082E+00  2.664E-03   22.14 um     7097 A      5808 A   
  20.00 MeV   2.976E+00  2.431E-03   24.99 um     8220 A      6188 A   
  22.50 MeV   2.851E+00  2.195E-03   28.68 um     9813 A      6671 A   
  25.00 MeV   2.734E+00  2.002E-03   32.53 um     1.13 um     7167 A   
  27.50 MeV   2.626E+00  1.843E-03   36.55 um     1.27 um     7674 A   
  30.00 MeV   2.508E+00  1.708E-03   40.74 um     1.41 um     8197 A   
  32.50 MeV   2.393E+00  1.592E-03   45.13 um     1.55 um     8737 A   
  35.00 MeV   2.296E+00  1.492E-03   49.73 um     1.69 um     9296 A   
  37.50 MeV   2.206E+00  1.404E-03   54.51 um     1.82 um     9874 A   
  40.00 MeV   2.121E+00  1.327E-03   59.48 um     1.96 um     1.05 um  
  45.00 MeV   1.968E+00  1.196E-03   70.02 um     2.48 um     1.17 um  
  50.00 MeV   1.835E+00  1.090E-03   81.35 um     2.96 um     1.31 um  
  55.00 MeV   1.717E+00  1.002E-03   93.48 um     3.44 um     1.45 um  
  60.00 MeV   1.612E+00  9.278E-04  106.42 um     3.91 um     1.60 um  
  65.00 MeV   1.519E+00  8.644E-04  120.17 um     4.38 um     1.76 um  
  70.00 MeV   1.437E+00  8.094E-04  134.75 um     4.86 um     1.93 um  
  80.00 MeV   1.295E+00  7.189E-04  166.32 um     6.63 um     2.29 um  
  90.00 MeV   1.179E+00  6.474E-04  201.17 um     8.29 um     2.69 um  
 100.00 MeV   1.083E+00  5.894E-04  239.27 um     9.92 um     3.12 um  
 110.00 MeV   1.003E+00  5.413E-04  280.59 um    11.55 um     3.59 um  
 120.00 MeV   9.338E-01  5.009E-04  325.10 um    13.19 um     4.10 um  
 130.00 MeV   8.747E-01  4.663E-04  372.75 um    14.85 um     4.64 um  
 140.00 MeV   8.233E-01  4.363E-04  423.50 um    16.54 um     5.21 um  
 150.00 MeV   7.783E-01  4.102E-04  477.29 um    18.25 um     5.82 um  
 160.00 MeV   7.384E-01  3.871E-04  534.10 um    19.99 um     6.46 um  
 170.00 MeV   7.030E-01  3.666E-04  593.86 um    21.75 um     7.13 um  
 180.00 MeV   6.712E-01  3.483E-04  656.55 um    23.54 um     7.83 um  
 200.00 MeV   6.165E-01  3.168E-04  790.46 um    30.32 um     9.33 um  
 225.00 MeV   5.608E-01  2.850E-04  973.59 um    40.01 um    11.38 um  
 250.00 MeV   5.153E-01  2.592E-04    1.17 mm    49.16 um    13.61 um  
 275.00 MeV   4.774E-01  2.378E-04    1.39 mm    58.10 um    16.02 um  
 300.00 MeV   4.453E-01  2.198E-04    1.62 mm    66.99 um    18.60 um  
 325.00 MeV   4.177E-01  2.045E-04    1.87 mm    75.89 um    21.35 um  
 350.00 MeV   3.938E-01  1.912E-04    2.14 mm    84.85 um    24.27 um  
 375.00 MeV   3.730E-01  1.797E-04    2.42 mm    93.88 um    27.34 um  
 400.00 MeV   3.545E-01  1.695E-04    2.72 mm   103.01 um    30.57 um  
 450.00 MeV   3.228E-01  1.523E-04    3.35 mm   137.21 um    37.50 um  
 500.00 MeV   2.968E-01  1.384E-04    4.05 mm   169.25 um    45.03 um  
 550.00 MeV   2.753E-01  1.269E-04    4.80 mm   200.44 um    53.14 um  
 600.00 MeV   2.570E-01  1.173E-04    5.61 mm   231.31 um    61.81 um  
 650.00 MeV   2.413E-01  1.090E-04    6.48 mm   262.16 um    71.03 um  
 700.00 MeV   2.277E-01  1.019E-04    7.40 mm   293.13 um    80.79 um  
 800.00 MeV   2.052E-01  9.025E-05    9.39 mm   407.68 um   101.87 um  
 900.00 MeV   1.874E-01  8.105E-05   11.59 mm   513.64 um   124.93 um  
   1.00 GeV   1.729E-01  7.362E-05   13.98 mm   616.27 um   149.88 um  
   1.10 GeV   1.609E-01  6.748E-05   16.56 mm   717.64 um   176.63 um  
   1.20 GeV   1.507E-01  6.232E-05   19.33 mm   818.69 um   205.12 um  
   1.30 GeV   1.420E-01  5.791E-05   22.27 mm   919.91 um   235.26 um  
   1.40 GeV   1.345E-01  5.411E-05   25.39 mm     1.02 mm   266.99 um  
   1.50 GeV   1.279E-01  5.080E-05   28.67 mm     1.12 mm   300.23 um  
   1.60 GeV   1.222E-01  4.788E-05   32.12 mm     1.23 mm   334.94 um  
   1.70 GeV   1.170E-01  4.529E-05   35.72 mm     1.33 mm   371.05 um  
   1.80 GeV   1.124E-01  4.298E-05   39.47 mm     1.43 mm   408.51 um  
   2.00 GeV   1.045E-01  3.901E-05   47.42 mm     1.83 mm   487.29 um  
   2.25 GeV   9.655E-02  3.501E-05   58.14 mm     2.38 mm   592.48 um  
   2.50 GeV   9.011E-02  3.178E-05   69.69 mm     2.89 mm   704.49 um  
   2.75 GeV   8.480E-02  2.911E-05   82.01 mm     3.38 mm   822.69 um  
   3.00 GeV   8.035E-02  2.687E-05   95.05 mm     3.85 mm   946.54 um  
   3.25 GeV   7.657E-02  2.496E-05  108.78 mm     4.32 mm     1.08 mm  
   3.50 GeV   7.332E-02  2.331E-05  123.15 mm     4.78 mm     1.21 mm  
   3.75 GeV   7.050E-02  2.187E-05  138.13 mm     5.23 mm     1.35 mm  
   4.00 GeV   6.803E-02  2.061E-05  153.68 mm     5.68 mm     1.49 mm  
   4.50 GeV   6.391E-02  1.849E-05  186.35 mm     7.34 mm     1.78 mm  
   5.00 GeV   6.061E-02  1.677E-05  220.95 mm     8.83 mm     2.09 mm  
   5.50 GeV   5.793E-02  1.536E-05  257.30 mm    10.23 mm     2.40 mm  
   6.00 GeV   5.571E-02  1.417E-05  295.21 mm    11.56 mm     2.73 mm  
   6.50 GeV   5.385E-02  1.316E-05  334.54 mm    12.84 mm     3.06 mm  
   7.00 GeV   5.226E-02  1.228E-05  375.14 mm    14.08 mm     3.39 mm  
   8.00 GeV   4.973E-02  1.086E-05  459.64 mm    18.48 mm     4.08 mm  
   9.00 GeV   4.781E-02  9.732E-06  547.98 mm    22.33 mm     4.77 mm  
  10.00 GeV   4.633E-02  8.826E-06  639.51 mm    25.83 mm     5.46 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  7.3469E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
