 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\6Li_Si.txt

 Ion = Lithium [3] , Mass = 6.0151 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  50.00 keV   6.487E-01  5.034E-02    3050 A      1028 A       969 A   
  55.00 keV   6.847E-01  4.749E-02    3304 A      1070 A      1022 A   
  60.00 keV   7.189E-01  4.499E-02    3551 A      1108 A      1070 A   
  65.00 keV   7.514E-01  4.277E-02    3790 A      1142 A      1116 A   
  70.00 keV   7.825E-01  4.079E-02    4022 A      1173 A      1158 A   
  80.00 keV   8.409E-01  3.740E-02    4470 A      1229 A      1235 A   
  90.00 keV   8.949E-01  3.459E-02    4896 A      1277 A      1304 A   
 100.00 keV   9.454E-01  3.222E-02    5305 A      1319 A      1366 A   
 110.00 keV   9.928E-01  3.020E-02    5699 A      1357 A      1422 A   
 120.00 keV   1.037E+00  2.844E-02    6078 A      1390 A      1473 A   
 130.00 keV   1.080E+00  2.689E-02    6446 A      1419 A      1521 A   
 140.00 keV   1.120E+00  2.553E-02    6802 A      1447 A      1565 A   
 150.00 keV   1.158E+00  2.431E-02    7148 A      1471 A      1606 A   
 160.00 keV   1.195E+00  2.322E-02    7486 A      1494 A      1644 A   
 170.00 keV   1.230E+00  2.223E-02    7815 A      1515 A      1680 A   
 180.00 keV   1.264E+00  2.133E-02    8136 A      1534 A      1713 A   
 200.00 keV   1.327E+00  1.976E-02    8759 A      1570 A      1776 A   
 225.00 keV   1.399E+00  1.812E-02    9505 A      1609 A      1845 A   
 250.00 keV   1.465E+00  1.676E-02    1.02 um     1644 A      1907 A   
 275.00 keV   1.526E+00  1.560E-02    1.09 um     1674 A      1963 A   
 300.00 keV   1.582E+00  1.461E-02    1.16 um     1701 A      2014 A   
 325.00 keV   1.633E+00  1.375E-02    1.22 um     1725 A      2060 A   
 350.00 keV   1.681E+00  1.300E-02    1.28 um     1747 A      2104 A   
 375.00 keV   1.725E+00  1.233E-02    1.35 um     1767 A      2144 A   
 400.00 keV   1.766E+00  1.173E-02    1.41 um     1786 A      2182 A   
 450.00 keV   1.840E+00  1.071E-02    1.52 um     1823 A      2250 A   
 500.00 keV   1.904E+00  9.864E-03    1.63 um     1855 A      2312 A   
 550.00 keV   1.959E+00  9.153E-03    1.74 um     1885 A      2369 A   
 600.00 keV   2.008E+00  8.547E-03    1.85 um     1911 A      2420 A   
 650.00 keV   2.049E+00  8.022E-03    1.95 um     1936 A      2468 A   
 700.00 keV   2.086E+00  7.563E-03    2.06 um     1958 A      2513 A   
 800.00 keV   2.145E+00  6.797E-03    2.26 um     2010 A      2596 A   
 900.00 keV   2.188E+00  6.182E-03    2.45 um     2056 A      2670 A   
   1.00 MeV   2.219E+00  5.677E-03    2.65 um     2098 A      2739 A   
   1.10 MeV   2.240E+00  5.255E-03    2.84 um     2138 A      2803 A   
   1.20 MeV   2.254E+00  4.895E-03    3.03 um     2175 A      2864 A   
   1.30 MeV   2.260E+00  4.584E-03    3.22 um     2211 A      2921 A   
   1.40 MeV   2.262E+00  4.314E-03    3.41 um     2245 A      2976 A   
   1.50 MeV   2.259E+00  4.076E-03    3.60 um     2279 A      3030 A   
   1.60 MeV   2.253E+00  3.864E-03    3.79 um     2312 A      3081 A   
   1.70 MeV   2.244E+00  3.675E-03    3.98 um     2344 A      3131 A   
   1.80 MeV   2.233E+00  3.505E-03    4.17 um     2375 A      3181 A   
   2.00 MeV   2.205E+00  3.211E-03    4.55 um     2467 A      3276 A   
   2.25 MeV   2.164E+00  2.911E-03    5.04 um     2598 A      3392 A   
   2.50 MeV   2.118E+00  2.665E-03    5.54 um     2726 A      3506 A   
   2.75 MeV   2.069E+00  2.460E-03    6.06 um     2854 A      3619 A   
   3.00 MeV   2.021E+00  2.286E-03    6.58 um     2980 A      3731 A   
   3.25 MeV   1.972E+00  2.137E-03    7.12 um     3107 A      3843 A   
   3.50 MeV   1.925E+00  2.007E-03    7.67 um     3234 A      3956 A   
   3.75 MeV   1.878E+00  1.893E-03    8.23 um     3362 A      4070 A   
   4.00 MeV   1.833E+00  1.792E-03    8.81 um     3491 A      4185 A   
   4.50 MeV   1.748E+00  1.621E-03   10.01 um     3940 A      4420 A   
   5.00 MeV   1.670E+00  1.481E-03   11.27 um     4379 A      4662 A   
   5.50 MeV   1.598E+00  1.365E-03   12.59 um     4814 A      4913 A   
   6.00 MeV   1.531E+00  1.267E-03   13.96 um     5247 A      5173 A   
   6.50 MeV   1.470E+00  1.183E-03   15.39 um     5681 A      5442 A   
   7.00 MeV   1.414E+00  1.109E-03   16.88 um     6116 A      5721 A   
   8.00 MeV   1.314E+00  9.886E-04   20.04 um     7672 A      6309 A   
   9.00 MeV   1.229E+00  8.927E-04   23.42 um     9143 A      6937 A   
  10.00 MeV   1.154E+00  8.147E-04   27.04 um     1.06 um     7606 A   
  11.00 MeV   1.089E+00  7.499E-04   30.87 um     1.20 um     8314 A   
  12.00 MeV   1.032E+00  6.952E-04   34.93 um     1.34 um     9062 A   
  13.00 MeV   9.794E-01  6.483E-04   39.21 um     1.48 um     9848 A   
  14.00 MeV   9.273E-01  6.076E-04   43.73 um     1.62 um     1.07 um  
  15.00 MeV   8.807E-01  5.720E-04   48.49 um     1.77 um     1.15 um  
  16.00 MeV   8.416E-01  5.406E-04   53.49 um     1.92 um     1.25 um  
  17.00 MeV   8.063E-01  5.126E-04   58.71 um     2.07 um     1.34 um  
  18.00 MeV   7.742E-01  4.875E-04   64.16 um     2.22 um     1.44 um  
  20.00 MeV   7.179E-01  4.443E-04   75.70 um     2.78 um     1.65 um  
  22.50 MeV   6.593E-01  4.005E-04   91.34 um     3.59 um     1.93 um  
  25.00 MeV   6.104E-01  3.650E-04  108.31 um     4.35 um     2.24 um  
  27.50 MeV   5.691E-01  3.355E-04  126.56 um     5.09 um     2.57 um  
  30.00 MeV   5.336E-01  3.106E-04  146.09 um     5.82 um     2.92 um  
  32.50 MeV   5.027E-01  2.894E-04  166.87 um     6.56 um     3.29 um  
  35.00 MeV   4.756E-01  2.709E-04  188.87 um     7.30 um     3.68 um  
  37.50 MeV   4.515E-01  2.548E-04  212.09 um     8.05 um     4.09 um  
  40.00 MeV   4.300E-01  2.406E-04  236.51 um     8.80 um     4.52 um  
  45.00 MeV   3.932E-01  2.167E-04  288.86 um    11.58 um     5.44 um  
  50.00 MeV   3.628E-01  1.972E-04  345.84 um    14.19 um     6.43 um  
  55.00 MeV   3.372E-01  1.812E-04  407.38 um    16.74 um     7.50 um  
  60.00 MeV   3.153E-01  1.676E-04  473.39 um    19.26 um     8.63 um  
  65.00 MeV   2.964E-01  1.560E-04  543.79 um    21.78 um     9.84 um  
  70.00 MeV   2.798E-01  1.460E-04  618.53 um    24.32 um    11.12 um  
  80.00 MeV   2.522E-01  1.295E-04  780.62 um    33.62 um    13.87 um  
  90.00 MeV   2.300E-01  1.165E-04  959.42 um    42.28 um    16.89 um  
 100.00 MeV   2.117E-01  1.060E-04    1.15 mm    50.72 um    20.16 um  
 110.00 MeV   1.964E-01  9.727E-05    1.37 mm    59.10 um    23.68 um  
 120.00 MeV   1.834E-01  8.993E-05    1.59 mm    67.51 um    27.45 um  
 130.00 MeV   1.722E-01  8.367E-05    1.83 mm    75.99 um    31.45 um  
 140.00 MeV   1.624E-01  7.825E-05    2.09 mm    84.58 um    35.68 um  
 150.00 MeV   1.538E-01  7.352E-05    2.36 mm    93.27 um    40.15 um  
 160.00 MeV   1.461E-01  6.936E-05    2.65 mm   102.09 um    44.83 um  
 170.00 MeV   1.393E-01  6.565E-05    2.95 mm   111.03 um    49.74 um  
 180.00 MeV   1.331E-01  6.234E-05    3.27 mm   120.09 um    54.87 um  
 200.00 MeV   1.225E-01  5.667E-05    3.94 mm   154.10 um    65.76 um  
 225.00 MeV   1.117E-01  5.093E-05    4.86 mm   202.65 um    80.55 um  
 250.00 MeV   1.028E-01  4.628E-05    5.87 mm   248.49 um    96.59 um  
 275.00 MeV   9.542E-02  4.244E-05    6.96 mm   293.24 um   113.84 um  
 300.00 MeV   8.916E-02  3.921E-05    8.12 mm   337.64 um   132.26 um  
 325.00 MeV   8.379E-02  3.646E-05    9.37 mm   382.04 um   151.82 um  
 350.00 MeV   7.912E-02  3.408E-05   10.69 mm   426.65 um   172.50 um  
 375.00 MeV   7.503E-02  3.200E-05   12.09 mm   471.58 um   194.24 um  
 400.00 MeV   7.141E-02  3.017E-05   13.56 mm   516.90 um   217.04 um  
 450.00 MeV   6.530E-02  2.709E-05   16.71 mm   685.47 um   265.68 um  
 500.00 MeV   6.032E-02  2.461E-05   20.14 mm   842.73 um   318.20 um  
 550.00 MeV   5.619E-02  2.255E-05   23.84 mm   994.94 um   374.41 um  
 600.00 MeV   5.270E-02  2.083E-05   27.80 mm     1.14 mm   434.13 um  
 650.00 MeV   4.972E-02  1.936E-05   32.00 mm     1.29 mm   497.21 um  
 700.00 MeV   4.714E-02  1.809E-05   36.45 mm     1.44 mm   563.49 um  
 800.00 MeV   4.289E-02  1.600E-05   46.03 mm     1.99 mm   705.12 um  
 900.00 MeV   3.954E-02  1.436E-05   56.48 mm     2.48 mm   857.99 um  
   1.00 GeV   3.683E-02  1.304E-05   67.77 mm     2.96 mm     1.02 mm  
   1.10 GeV   3.459E-02  1.194E-05   79.83 mm     3.42 mm     1.19 mm  
   1.20 GeV   3.271E-02  1.103E-05   92.63 mm     3.88 mm     1.38 mm  
   1.30 GeV   3.111E-02  1.024E-05  106.13 mm     4.33 mm     1.56 mm  
   1.40 GeV   2.973E-02  9.567E-06  120.29 mm     4.78 mm     1.76 mm  
   1.50 GeV   2.853E-02  8.978E-06  135.08 mm     5.23 mm     1.96 mm  
   1.60 GeV   2.748E-02  8.459E-06  150.45 mm     5.68 mm     2.17 mm  
   1.70 GeV   2.655E-02  7.999E-06  166.40 mm     6.12 mm     2.39 mm  
   1.80 GeV   2.572E-02  7.588E-06  182.87 mm     6.56 mm     2.61 mm  
   2.00 GeV   2.431E-02  6.885E-06  217.32 mm     8.19 mm     3.07 mm  
   2.25 GeV   2.290E-02  6.176E-06  262.96 mm    10.45 mm     3.66 mm  
   2.50 GeV   2.178E-02  5.603E-06  311.18 mm    12.51 mm     4.27 mm  
   2.75 GeV   2.086E-02  5.130E-06  361.69 mm    14.43 mm     4.91 mm  
   3.00 GeV   2.011E-02  4.733E-06  414.26 mm    16.26 mm     5.55 mm  
   3.25 GeV   1.947E-02  4.395E-06  468.67 mm    18.01 mm     6.21 mm  
   3.50 GeV   1.894E-02  4.104E-06  524.73 mm    19.71 mm     6.87 mm  
   3.75 GeV   1.848E-02  3.849E-06  582.28 mm    21.35 mm     7.54 mm  
   4.00 GeV   1.809E-02  3.626E-06  641.17 mm    22.94 mm     8.21 mm  
   4.50 GeV   1.744E-02  3.251E-06  762.43 mm    28.69 mm     9.57 mm  
   5.00 GeV   1.695E-02  2.948E-06  887.68 mm    33.76 mm    10.93 mm  
   5.50 GeV   1.656E-02  2.698E-06    1.02 m     38.39 mm    12.28 mm  
   6.00 GeV   1.625E-02  2.489E-06    1.15 m     42.69 mm    13.63 mm  
   6.50 GeV   1.600E-02  2.310E-06    1.28 m     46.72 mm    14.96 mm  
   7.00 GeV   1.580E-02  2.156E-06    1.42 m     50.54 mm    16.27 mm  
   8.00 GeV   1.551E-02  1.904E-06    1.69 m     63.86 mm    18.85 mm  
   9.00 GeV   1.531E-02  1.707E-06    1.97 m     75.17 mm    21.36 mm  
  10.00 GeV   1.517E-02  1.547E-06    2.25 m     85.20 mm    23.78 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  2.0896E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
