 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\22Ne_Si.txt

 Ion = Neon [10] , Mass = 21.9913 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   8.576E-01  8.148E-01    1173 A       482 A       359 A   
  60.00 keV   9.271E-01  7.897E-01    1271 A       511 A       386 A   
  65.00 keV   9.815E-01  7.663E-01    1369 A       539 A       413 A   
  70.00 keV   1.025E+00  7.444E-01    1465 A       566 A       438 A   
  80.00 keV   1.088E+00  7.048E-01    1659 A       618 A       487 A   
  90.00 keV   1.135E+00  6.698E-01    1854 A       668 A       533 A   
 100.00 keV   1.172E+00  6.387E-01    2050 A       717 A       577 A   
 110.00 keV   1.205E+00  6.108E-01    2247 A       763 A       621 A   
 120.00 keV   1.234E+00  5.856E-01    2446 A       809 A       663 A   
 130.00 keV   1.263E+00  5.628E-01    2646 A       853 A       705 A   
 140.00 keV   1.292E+00  5.419E-01    2846 A       895 A       746 A   
 150.00 keV   1.320E+00  5.229E-01    3047 A       937 A       786 A   
 160.00 keV   1.349E+00  5.053E-01    3248 A       977 A       826 A   
 170.00 keV   1.379E+00  4.890E-01    3448 A      1015 A       865 A   
 180.00 keV   1.410E+00  4.740E-01    3648 A      1053 A       903 A   
 200.00 keV   1.475E+00  4.469E-01    4044 A      1124 A       978 A   
 225.00 keV   1.561E+00  4.177E-01    4532 A      1206 A      1068 A   
 250.00 keV   1.652E+00  3.926E-01    5008 A      1281 A      1154 A   
 275.00 keV   1.747E+00  3.708E-01    5472 A      1350 A      1235 A   
 300.00 keV   1.845E+00  3.516E-01    5922 A      1412 A      1311 A   
 325.00 keV   1.946E+00  3.346E-01    6358 A      1469 A      1384 A   
 350.00 keV   2.048E+00  3.194E-01    6781 A      1521 A      1452 A   
 375.00 keV   2.152E+00  3.056E-01    7190 A      1568 A      1516 A   
 400.00 keV   2.256E+00  2.932E-01    7585 A      1612 A      1576 A   
 450.00 keV   2.463E+00  2.715E-01    8340 A      1689 A      1686 A   
 500.00 keV   2.669E+00  2.532E-01    9050 A      1755 A      1785 A   
 550.00 keV   2.871E+00  2.375E-01    9719 A      1812 A      1872 A   
 600.00 keV   3.068E+00  2.238E-01    1.04 um     1862 A      1951 A   
 650.00 keV   3.260E+00  2.118E-01    1.10 um     1905 A      2023 A   
 700.00 keV   3.444E+00  2.012E-01    1.15 um     1943 A      2087 A   
 800.00 keV   3.794E+00  1.832E-01    1.26 um     2011 A      2201 A   
 900.00 keV   4.116E+00  1.684E-01    1.36 um     2066 A      2298 A   
   1.00 MeV   4.413E+00  1.561E-01    1.46 um     2112 A      2381 A   
   1.10 MeV   4.684E+00  1.457E-01    1.54 um     2151 A      2455 A   
   1.20 MeV   4.933E+00  1.366E-01    1.63 um     2186 A      2520 A   
   1.30 MeV   5.161E+00  1.288E-01    1.71 um     2216 A      2579 A   
   1.40 MeV   5.371E+00  1.219E-01    1.79 um     2243 A      2632 A   
   1.50 MeV   5.563E+00  1.158E-01    1.86 um     2267 A      2681 A   
   1.60 MeV   5.740E+00  1.103E-01    1.94 um     2289 A      2726 A   
   1.70 MeV   5.904E+00  1.053E-01    2.01 um     2309 A      2767 A   
   1.80 MeV   6.055E+00  1.009E-01    2.08 um     2328 A      2806 A   
   2.00 MeV   6.325E+00  9.308E-02    2.21 um     2365 A      2877 A   
   2.25 MeV   6.612E+00  8.502E-02    2.37 um     2408 A      2954 A   
   2.50 MeV   6.855E+00  7.835E-02    2.53 um     2445 A      3023 A   
   2.75 MeV   7.063E+00  7.274E-02    2.68 um     2479 A      3085 A   
   3.00 MeV   7.243E+00  6.795E-02    2.83 um     2509 A      3141 A   
   3.25 MeV   7.400E+00  6.380E-02    2.97 um     2537 A      3193 A   
   3.50 MeV   7.539E+00  6.016E-02    3.11 um     2563 A      3241 A   
   3.75 MeV   7.662E+00  5.696E-02    3.25 um     2588 A      3286 A   
   4.00 MeV   7.772E+00  5.410E-02    3.39 um     2610 A      3328 A   
   4.50 MeV   7.959E+00  4.923E-02    3.66 um     2666 A      3406 A   
   5.00 MeV   8.114E+00  4.523E-02    3.93 um     2717 A      3477 A   
   5.50 MeV   8.242E+00  4.188E-02    4.19 um     2765 A      3542 A   
   6.00 MeV   8.351E+00  3.902E-02    4.45 um     2810 A      3603 A   
   6.50 MeV   8.443E+00  3.656E-02    4.70 um     2852 A      3660 A   
   7.00 MeV   8.521E+00  3.441E-02    4.95 um     2892 A      3714 A   
   8.00 MeV   8.647E+00  3.084E-02    5.45 um     3009 A      3814 A   
   9.00 MeV   8.741E+00  2.798E-02    5.94 um     3118 A      3906 A   
  10.00 MeV   8.811E+00  2.564E-02    6.43 um     3220 A      3992 A   
  11.00 MeV   8.862E+00  2.369E-02    6.92 um     3316 A      4074 A   
  12.00 MeV   8.899E+00  2.203E-02    7.40 um     3409 A      4151 A   
  13.00 MeV   8.924E+00  2.061E-02    7.88 um     3497 A      4225 A   
  14.00 MeV   8.940E+00  1.937E-02    8.36 um     3583 A      4296 A   
  15.00 MeV   8.948E+00  1.828E-02    8.84 um     3666 A      4364 A   
  16.00 MeV   8.949E+00  1.731E-02    9.32 um     3747 A      4431 A   
  17.00 MeV   8.945E+00  1.645E-02    9.80 um     3826 A      4496 A   
  18.00 MeV   8.936E+00  1.567E-02   10.28 um     3904 A      4559 A   
  20.00 MeV   8.905E+00  1.433E-02   11.24 um     4166 A      4682 A   
  22.50 MeV   8.849E+00  1.297E-02   12.45 um     4540 A      4830 A   
  25.00 MeV   8.778E+00  1.186E-02   13.67 um     4889 A      4973 A   
  27.50 MeV   8.696E+00  1.093E-02   14.90 um     5221 A      5112 A   
  30.00 MeV   8.607E+00  1.014E-02   16.15 um     5538 A      5249 A   
  32.50 MeV   8.511E+00  9.471E-03   17.40 um     5844 A      5383 A   
  35.00 MeV   8.412E+00  8.886E-03   18.67 um     6141 A      5516 A   
  37.50 MeV   8.310E+00  8.374E-03   19.96 um     6431 A      5647 A   
  40.00 MeV   8.206E+00  7.921E-03   21.26 um     6715 A      5778 A   
  45.00 MeV   8.000E+00  7.154E-03   23.92 um     7738 A      6039 A   
  50.00 MeV   7.754E+00  6.530E-03   26.65 um     8691 A      6300 A   
  55.00 MeV   7.476E+00  6.012E-03   29.47 um     9607 A      6563 A   
  60.00 MeV   7.244E+00  5.574E-03   32.40 um     1.05 um     6832 A   
  65.00 MeV   7.023E+00  5.198E-03   35.41 um     1.14 um     7105 A   
  70.00 MeV   6.811E+00  4.873E-03   38.53 um     1.22 um     7383 A   
  80.00 MeV   6.416E+00  4.336E-03   45.04 um     1.54 um     7958 A   
  90.00 MeV   6.058E+00  3.911E-03   51.95 um     1.83 um     8559 A   
 100.00 MeV   5.734E+00  3.566E-03   59.25 um     2.11 um     9189 A   
 110.00 MeV   5.439E+00  3.279E-03   66.96 um     2.38 um     9849 A   
 120.00 MeV   5.171E+00  3.037E-03   75.08 um     2.65 um     1.05 um  
 130.00 MeV   4.926E+00  2.830E-03   83.61 um     2.92 um     1.13 um  
 140.00 MeV   4.703E+00  2.651E-03   92.56 um     3.19 um     1.20 um  
 150.00 MeV   4.498E+00  2.494E-03  101.92 um     3.46 um     1.28 um  
 160.00 MeV   4.310E+00  2.356E-03  111.70 um     3.73 um     1.36 um  
 170.00 MeV   4.136E+00  2.233E-03  121.90 um     4.01 um     1.45 um  
 180.00 MeV   3.976E+00  2.122E-03  132.52 um     4.29 um     1.54 um  
 200.00 MeV   3.690E+00  1.933E-03  155.01 um     5.35 um     1.73 um  
 225.00 MeV   3.385E+00  1.741E-03  185.48 um     6.89 um     1.98 um  
 250.00 MeV   3.126E+00  1.585E-03  218.59 um     8.35 um     2.25 um  
 275.00 MeV   2.905E+00  1.456E-03  254.31 um     9.78 um     2.55 um  
 300.00 MeV   2.714E+00  1.347E-03  292.66 um    11.20 um     2.87 um  
 325.00 MeV   2.548E+00  1.254E-03  333.61 um    12.63 um     3.21 um  
 350.00 MeV   2.401E+00  1.174E-03  377.15 um    14.08 um     3.57 um  
 375.00 MeV   2.271E+00  1.103E-03  423.26 um    15.54 um     3.94 um  
 400.00 MeV   2.156E+00  1.041E-03  471.92 um    17.02 um     4.34 um  
 450.00 MeV   1.960E+00  9.368E-04  576.68 um    22.61 um     5.20 um  
 500.00 MeV   1.803E+00  8.522E-04  691.26 um    27.87 um     6.14 um  
 550.00 MeV   1.674E+00  7.822E-04  815.25 um    32.98 um     7.15 um  
 600.00 MeV   1.569E+00  7.233E-04  948.16 um    38.02 um     8.23 um  
 650.00 MeV   1.483E+00  6.730E-04    1.09 mm    43.01 um     9.38 um  
 700.00 MeV   1.401E+00  6.295E-04    1.24 mm    47.98 um    10.59 um  
 800.00 MeV   1.261E+00  5.580E-04    1.56 mm    66.48 um    13.20 um  
 900.00 MeV   1.149E+00  5.016E-04    1.92 mm    83.68 um    16.05 um  
   1.00 GeV   1.058E+00  4.560E-04    2.31 mm   100.41 um    19.15 um  
   1.10 GeV   9.822E-01  4.183E-04    2.73 mm   116.99 um    22.49 um  
   1.20 GeV   9.177E-01  3.865E-04    3.19 mm   133.59 um    26.05 um  
   1.30 GeV   8.624E-01  3.594E-04    3.67 mm   150.29 um    29.84 um  
   1.40 GeV   8.144E-01  3.361E-04    4.19 mm   167.13 um    33.84 um  
   1.50 GeV   7.723E-01  3.156E-04    4.73 mm   184.13 um    38.05 um  
   1.60 GeV   7.351E-01  2.976E-04    5.30 mm   201.30 um    42.46 um  
   1.70 GeV   7.020E-01  2.817E-04    5.90 mm   218.65 um    47.07 um  
   1.80 GeV   6.723E-01  2.674E-04    6.53 mm   236.18 um    51.88 um  
   2.00 GeV   6.212E-01  2.429E-04    7.86 mm   302.68 um    62.06 um  
   2.25 GeV   5.693E-01  2.182E-04    9.67 mm   397.09 um    75.79 um  
   2.50 GeV   5.272E-01  1.982E-04   11.64 mm   485.33 um    90.58 um  
   2.75 GeV   4.923E-01  1.816E-04   13.75 mm   570.64 um   106.36 um  
   3.00 GeV   4.630E-01  1.678E-04   16.01 mm   654.40 um   123.08 um  
   3.25 GeV   4.379E-01  1.559E-04   18.40 mm   737.33 um   140.68 um  
   3.50 GeV   4.163E-01  1.457E-04   20.92 mm   819.80 um   159.12 um  
   3.75 GeV   3.974E-01  1.368E-04   23.57 mm   902.03 um   178.35 um  
   4.00 GeV   3.808E-01  1.289E-04   26.34 mm   984.13 um   198.32 um  
   4.50 GeV   3.529E-01  1.157E-04   32.21 mm     1.29 mm   240.37 um  
   5.00 GeV   3.304E-01  1.050E-04   38.52 mm     1.57 mm   284.96 um  
   5.50 GeV   3.119E-01  9.624E-05   45.23 mm     1.84 mm   331.82 um  
   6.00 GeV   2.964E-01  8.884E-05   52.32 mm     2.09 mm   380.72 um  
   6.50 GeV   2.833E-01  8.254E-05   59.75 mm     2.34 mm   431.45 um  
   7.00 GeV   2.721E-01  7.710E-05   67.51 mm     2.59 mm   483.82 um  
   8.00 GeV   2.538E-01  6.818E-05   83.90 mm     3.48 mm   592.87 um  
   9.00 GeV   2.396E-01  6.116E-05  101.37 mm     4.27 mm   706.65 um  
  10.00 GeV   2.283E-01  5.550E-05  119.79 mm     5.01 mm   824.21 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  2.8981E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
