 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\21Ne_Si.txt

 Ion = Neon [10] , Mass = 20.9938 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   8.961E-01  7.880E-01    1171 A       486 A       365 A   
  60.00 keV   9.597E-01  7.635E-01    1269 A       515 A       393 A   
  65.00 keV   1.009E+00  7.406E-01    1366 A       543 A       419 A   
  70.00 keV   1.049E+00  7.193E-01    1462 A       570 A       444 A   
  80.00 keV   1.107E+00  6.807E-01    1656 A       622 A       493 A   
  90.00 keV   1.151E+00  6.466E-01    1850 A       673 A       539 A   
 100.00 keV   1.188E+00  6.163E-01    2047 A       721 A       583 A   
 110.00 keV   1.220E+00  5.892E-01    2245 A       768 A       627 A   
 120.00 keV   1.251E+00  5.648E-01    2444 A       814 A       669 A   
 130.00 keV   1.281E+00  5.426E-01    2643 A       858 A       711 A   
 140.00 keV   1.311E+00  5.224E-01    2844 A       900 A       752 A   
 150.00 keV   1.341E+00  5.039E-01    3044 A       942 A       793 A   
 160.00 keV   1.372E+00  4.869E-01    3244 A       981 A       833 A   
 170.00 keV   1.404E+00  4.712E-01    3443 A      1020 A       872 A   
 180.00 keV   1.437E+00  4.566E-01    3642 A      1057 A       910 A   
 200.00 keV   1.507E+00  4.304E-01    4035 A      1127 A       985 A   
 225.00 keV   1.599E+00  4.021E-01    4517 A      1208 A      1074 A   
 250.00 keV   1.697E+00  3.779E-01    4987 A      1282 A      1159 A   
 275.00 keV   1.798E+00  3.568E-01    5443 A      1348 A      1239 A   
 300.00 keV   1.902E+00  3.383E-01    5885 A      1409 A      1315 A   
 325.00 keV   2.009E+00  3.218E-01    6312 A      1464 A      1385 A   
 350.00 keV   2.117E+00  3.071E-01    6725 A      1514 A      1452 A   
 375.00 keV   2.226E+00  2.939E-01    7124 A      1559 A      1514 A   
 400.00 keV   2.335E+00  2.819E-01    7510 A      1601 A      1573 A   
 450.00 keV   2.552E+00  2.610E-01    8244 A      1675 A      1680 A   
 500.00 keV   2.766E+00  2.433E-01    8934 A      1739 A      1774 A   
 550.00 keV   2.975E+00  2.282E-01    9584 A      1793 A      1859 A   
 600.00 keV   3.178E+00  2.150E-01    1.02 um     1840 A      1935 A   
 650.00 keV   3.374E+00  2.034E-01    1.08 um     1881 A      2003 A   
 700.00 keV   3.564E+00  1.932E-01    1.13 um     1917 A      2066 A   
 800.00 keV   3.920E+00  1.759E-01    1.24 um     1981 A      2174 A   
 900.00 keV   4.246E+00  1.617E-01    1.34 um     2034 A      2267 A   
   1.00 MeV   4.545E+00  1.499E-01    1.43 um     2078 A      2347 A   
   1.10 MeV   4.817E+00  1.398E-01    1.51 um     2115 A      2417 A   
   1.20 MeV   5.066E+00  1.311E-01    1.60 um     2148 A      2480 A   
   1.30 MeV   5.293E+00  1.236E-01    1.68 um     2177 A      2536 A   
   1.40 MeV   5.501E+00  1.170E-01    1.75 um     2203 A      2588 A   
   1.50 MeV   5.691E+00  1.111E-01    1.83 um     2226 A      2635 A   
   1.60 MeV   5.866E+00  1.058E-01    1.90 um     2247 A      2678 A   
   1.70 MeV   6.027E+00  1.011E-01    1.97 um     2267 A      2718 A   
   1.80 MeV   6.175E+00  9.676E-02    2.04 um     2285 A      2755 A   
   2.00 MeV   6.440E+00  8.927E-02    2.17 um     2321 A      2824 A   
   2.25 MeV   6.721E+00  8.153E-02    2.33 um     2362 A      2899 A   
   2.50 MeV   6.957E+00  7.513E-02    2.48 um     2399 A      2965 A   
   2.75 MeV   7.160E+00  6.975E-02    2.63 um     2432 A      3026 A   
   3.00 MeV   7.335E+00  6.514E-02    2.78 um     2461 A      3080 A   
   3.25 MeV   7.488E+00  6.116E-02    2.92 um     2489 A      3131 A   
   3.50 MeV   7.622E+00  5.767E-02    3.06 um     2514 A      3178 A   
   3.75 MeV   7.741E+00  5.460E-02    3.20 um     2538 A      3222 A   
   4.00 MeV   7.848E+00  5.186E-02    3.33 um     2561 A      3263 A   
   4.50 MeV   8.029E+00  4.719E-02    3.60 um     2616 A      3340 A   
   5.00 MeV   8.178E+00  4.335E-02    3.86 um     2667 A      3409 A   
   5.50 MeV   8.301E+00  4.013E-02    4.12 um     2714 A      3473 A   
   6.00 MeV   8.405E+00  3.739E-02    4.38 um     2759 A      3533 A   
   6.50 MeV   8.493E+00  3.503E-02    4.63 um     2801 A      3590 A   
   7.00 MeV   8.568E+00  3.297E-02    4.88 um     2841 A      3643 A   
   8.00 MeV   8.686E+00  2.954E-02    5.38 um     2958 A      3742 A   
   9.00 MeV   8.773E+00  2.681E-02    5.87 um     3067 A      3834 A   
  10.00 MeV   8.837E+00  2.456E-02    6.36 um     3170 A      3919 A   
  11.00 MeV   8.883E+00  2.269E-02    6.84 um     3267 A      4000 A   
  12.00 MeV   8.915E+00  2.110E-02    7.32 um     3360 A      4077 A   
  13.00 MeV   8.935E+00  1.974E-02    7.80 um     3449 A      4151 A   
  14.00 MeV   8.946E+00  1.855E-02    8.28 um     3536 A      4222 A   
  15.00 MeV   8.950E+00  1.750E-02    8.76 um     3620 A      4291 A   
  16.00 MeV   8.946E+00  1.658E-02    9.24 um     3701 A      4358 A   
  17.00 MeV   8.938E+00  1.575E-02    9.72 um     3781 A      4423 A   
  18.00 MeV   8.924E+00  1.501E-02   10.20 um     3859 A      4486 A   
  20.00 MeV   8.885E+00  1.373E-02   11.17 um     4125 A      4610 A   
  22.50 MeV   8.820E+00  1.242E-02   12.38 um     4504 A      4759 A   
  25.00 MeV   8.740E+00  1.135E-02   13.61 um     4858 A      4903 A   
  27.50 MeV   8.650E+00  1.046E-02   14.84 um     5194 A      5044 A   
  30.00 MeV   8.553E+00  9.712E-03   16.09 um     5516 A      5183 A   
  32.50 MeV   8.450E+00  9.067E-03   17.36 um     5827 A      5319 A   
  35.00 MeV   8.345E+00  8.507E-03   18.64 um     6129 A      5454 A   
  37.50 MeV   8.236E+00  8.016E-03   19.93 um     6424 A      5588 A   
  40.00 MeV   8.127E+00  7.582E-03   21.25 um     6714 A      5722 A   
  45.00 MeV   7.906E+00  6.848E-03   23.93 um     7758 A      5988 A   
  50.00 MeV   7.608E+00  6.251E-03   26.71 um     8737 A      6256 A   
  55.00 MeV   7.354E+00  5.754E-03   29.58 um     9680 A      6528 A   
  60.00 MeV   7.117E+00  5.335E-03   32.56 um     1.06 um     6805 A   
  65.00 MeV   6.891E+00  4.975E-03   35.63 um     1.15 um     7088 A   
  70.00 MeV   6.675E+00  4.664E-03   38.80 um     1.24 um     7376 A   
  80.00 MeV   6.276E+00  4.150E-03   45.46 um     1.56 um     7974 A   
  90.00 MeV   5.916E+00  3.743E-03   52.52 um     1.86 um     8601 A   
 100.00 MeV   5.590E+00  3.412E-03   60.01 um     2.15 um     9259 A   
 110.00 MeV   5.296E+00  3.138E-03   67.93 um     2.43 um     9950 A   
 120.00 MeV   5.029E+00  2.906E-03   76.27 um     2.71 um     1.07 um  
 130.00 MeV   4.786E+00  2.708E-03   85.05 um     2.98 um     1.14 um  
 140.00 MeV   4.565E+00  2.537E-03   94.26 um     3.26 um     1.22 um  
 150.00 MeV   4.362E+00  2.387E-03  103.91 um     3.55 um     1.31 um  
 160.00 MeV   4.177E+00  2.254E-03  114.00 um     3.83 um     1.39 um  
 170.00 MeV   4.006E+00  2.136E-03  124.53 um     4.12 um     1.48 um  
 180.00 MeV   3.848E+00  2.031E-03  135.49 um     4.41 um     1.58 um  
 200.00 MeV   3.567E+00  1.849E-03  158.74 um     5.51 um     1.77 um  
 225.00 MeV   3.269E+00  1.665E-03  190.28 um     7.11 um     2.04 um  
 250.00 MeV   3.017E+00  1.516E-03  224.56 um     8.63 um     2.33 um  
 275.00 MeV   2.802E+00  1.393E-03  261.59 um    10.11 um     2.65 um  
 300.00 MeV   2.617E+00  1.289E-03  301.36 um    11.59 um     2.98 um  
 325.00 MeV   2.455E+00  1.200E-03  343.85 um    13.08 um     3.34 um  
 350.00 MeV   2.313E+00  1.123E-03  389.04 um    14.58 um     3.72 um  
 375.00 MeV   2.188E+00  1.055E-03  436.91 um    16.10 um     4.12 um  
 400.00 MeV   2.077E+00  9.961E-04  487.42 um    17.64 um     4.55 um  
 450.00 MeV   1.889E+00  8.962E-04  596.18 um    23.46 um     5.46 um  
 500.00 MeV   1.738E+00  8.152E-04  715.04 um    28.92 um     6.45 um  
 550.00 MeV   1.616E+00  7.482E-04  843.54 um    34.21 um     7.52 um  
 600.00 MeV   1.518E+00  6.919E-04  981.06 um    39.41 um     8.67 um  
 650.00 MeV   1.432E+00  6.437E-04    1.13 mm    44.56 um     9.88 um  
 700.00 MeV   1.351E+00  6.021E-04    1.28 mm    49.72 um    11.15 um  
 800.00 MeV   1.216E+00  5.337E-04    1.62 mm    68.93 um    13.91 um  
 900.00 MeV   1.108E+00  4.798E-04    1.99 mm    86.78 um    16.93 um  
   1.00 GeV   1.020E+00  4.361E-04    2.39 mm   104.13 um    20.21 um  
   1.10 GeV   9.472E-01  4.000E-04    2.83 mm   121.33 um    23.74 um  
   1.20 GeV   8.852E-01  3.697E-04    3.30 mm   138.54 um    27.51 um  
   1.30 GeV   8.320E-01  3.438E-04    3.80 mm   155.85 um    31.51 um  
   1.40 GeV   7.858E-01  3.214E-04    4.34 mm   173.30 um    35.74 um  
   1.50 GeV   7.454E-01  3.019E-04    4.90 mm   190.91 um    40.19 um  
   1.60 GeV   7.096E-01  2.847E-04    5.49 mm   208.70 um    44.85 um  
   1.70 GeV   6.777E-01  2.694E-04    6.11 mm   226.67 um    49.72 um  
   1.80 GeV   6.492E-01  2.557E-04    6.76 mm   244.82 um    54.80 um  
   2.00 GeV   6.001E-01  2.323E-04    8.14 mm   313.62 um    65.54 um  
   2.25 GeV   5.503E-01  2.086E-04   10.02 mm   411.24 um    80.03 um  
   2.50 GeV   5.098E-01  1.895E-04   12.05 mm   502.43 um    95.61 um  
   2.75 GeV   4.764E-01  1.737E-04   14.24 mm   590.52 um   112.24 um  
   3.00 GeV   4.482E-01  1.604E-04   16.57 mm   676.97 um   129.83 um  
   3.25 GeV   4.242E-01  1.491E-04   19.04 mm   762.49 um   148.35 um  
   3.50 GeV   4.034E-01  1.393E-04   21.64 mm   847.48 um   167.72 um  
   3.75 GeV   3.853E-01  1.308E-04   24.37 mm   932.15 um   187.92 um  
   4.00 GeV   3.694E-01  1.233E-04   27.23 mm     1.02 mm   208.88 um  
   4.50 GeV   3.427E-01  1.106E-04   33.28 mm     1.33 mm   252.96 um  
   5.00 GeV   3.212E-01  1.004E-04   39.77 mm     1.62 mm   299.63 um  
   5.50 GeV   3.035E-01  9.202E-05   46.67 mm     1.89 mm   348.62 um  
   6.00 GeV   2.887E-01  8.495E-05   53.95 mm     2.15 mm   399.67 um  
   6.50 GeV   2.762E-01  7.892E-05   61.58 mm     2.41 mm   452.57 um  
   7.00 GeV   2.654E-01  7.372E-05   69.53 mm     2.66 mm   507.11 um  
   8.00 GeV   2.480E-01  6.519E-05   86.33 mm     3.57 mm   620.47 um  
   9.00 GeV   2.345E-01  5.848E-05  104.19 mm     4.38 mm   738.49 um  
  10.00 GeV   2.238E-01  5.307E-05  123.00 mm     5.13 mm   860.17 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  2.9753E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
