 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\F21_Si.txt

 Ion = Fluorine [9] , Mass = 20.9999 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   9.642E-01  6.875E-01    1242 A       493 A       377 A   
  60.00 keV   1.009E+00  6.648E-01    1344 A       521 A       404 A   
  65.00 keV   1.038E+00  6.438E-01    1446 A       549 A       430 A   
  70.00 keV   1.056E+00  6.242E-01    1549 A       576 A       456 A   
  80.00 keV   1.082E+00  5.891E-01    1759 A       630 A       504 A   
  90.00 keV   1.104E+00  5.583E-01    1973 A       682 A       551 A   
 100.00 keV   1.131E+00  5.310E-01    2189 A       733 A       597 A   
 110.00 keV   1.163E+00  5.068E-01    2407 A       782 A       643 A   
 120.00 keV   1.199E+00  4.850E-01    2626 A       829 A       687 A   
 130.00 keV   1.240E+00  4.653E-01    2843 A       875 A       731 A   
 140.00 keV   1.283E+00  4.474E-01    3059 A       917 A       774 A   
 150.00 keV   1.329E+00  4.310E-01    3273 A       958 A       817 A   
 160.00 keV   1.377E+00  4.160E-01    3484 A       997 A       858 A   
 170.00 keV   1.427E+00  4.022E-01    3692 A      1034 A       898 A   
 180.00 keV   1.477E+00  3.893E-01    3897 A      1068 A       937 A   
 200.00 keV   1.578E+00  3.664E-01    4297 A      1133 A      1011 A   
 225.00 keV   1.705E+00  3.418E-01    4778 A      1205 A      1098 A   
 250.00 keV   1.829E+00  3.207E-01    5240 A      1269 A      1178 A   
 275.00 keV   1.951E+00  3.024E-01    5683 A      1326 A      1252 A   
 300.00 keV   2.069E+00  2.864E-01    6109 A      1377 A      1320 A   
 325.00 keV   2.184E+00  2.722E-01    6519 A      1423 A      1384 A   
 350.00 keV   2.295E+00  2.595E-01    6915 A      1464 A      1443 A   
 375.00 keV   2.403E+00  2.481E-01    7299 A      1502 A      1498 A   
 400.00 keV   2.508E+00  2.378E-01    7670 A      1537 A      1549 A   
 450.00 keV   2.709E+00  2.199E-01    8380 A      1599 A      1643 A   
 500.00 keV   2.899E+00  2.047E-01    9052 A      1653 A      1726 A   
 550.00 keV   3.080E+00  1.918E-01    9692 A      1699 A      1800 A   
 600.00 keV   3.253E+00  1.806E-01    1.03 um     1740 A      1868 A   
 650.00 keV   3.419E+00  1.708E-01    1.09 um     1776 A      1929 A   
 700.00 keV   3.579E+00  1.621E-01    1.15 um     1808 A      1984 A   
 800.00 keV   3.882E+00  1.473E-01    1.25 um     1866 A      2083 A   
 900.00 keV   4.165E+00  1.353E-01    1.35 um     1915 A      2168 A   
   1.00 MeV   4.432E+00  1.253E-01    1.45 um     1955 A      2242 A   
   1.10 MeV   4.684E+00  1.168E-01    1.54 um     1991 A      2308 A   
   1.20 MeV   4.923E+00  1.095E-01    1.62 um     2021 A      2366 A   
   1.30 MeV   5.148E+00  1.032E-01    1.70 um     2049 A      2419 A   
   1.40 MeV   5.362E+00  9.757E-02    1.78 um     2073 A      2467 A   
   1.50 MeV   5.564E+00  9.261E-02    1.86 um     2094 A      2511 A   
   1.60 MeV   5.755E+00  8.818E-02    1.93 um     2114 A      2551 A   
   1.70 MeV   5.936E+00  8.419E-02    2.00 um     2132 A      2589 A   
   1.80 MeV   6.106E+00  8.058E-02    2.07 um     2149 A      2623 A   
   2.00 MeV   6.418E+00  7.430E-02    2.21 um     2182 A      2686 A   
   2.25 MeV   6.757E+00  6.781E-02    2.37 um     2221 A      2755 A   
   2.50 MeV   7.047E+00  6.245E-02    2.52 um     2254 A      2815 A   
   2.75 MeV   7.292E+00  5.795E-02    2.67 um     2284 A      2869 A   
   3.00 MeV   7.500E+00  5.410E-02    2.81 um     2311 A      2918 A   
   3.25 MeV   7.674E+00  5.077E-02    2.95 um     2335 A      2963 A   
   3.50 MeV   7.819E+00  4.786E-02    3.09 um     2358 A      3004 A   
   3.75 MeV   7.940E+00  4.529E-02    3.22 um     2380 A      3043 A   
   4.00 MeV   8.040E+00  4.300E-02    3.36 um     2400 A      3079 A   
   4.50 MeV   8.189E+00  3.911E-02    3.62 um     2451 A      3146 A   
   5.00 MeV   8.284E+00  3.591E-02    3.88 um     2499 A      3208 A   
   5.50 MeV   8.340E+00  3.323E-02    4.13 um     2545 A      3264 A   
   6.00 MeV   8.368E+00  3.095E-02    4.39 um     2588 A      3318 A   
   6.50 MeV   8.376E+00  2.899E-02    4.65 um     2630 A      3368 A   
   7.00 MeV   8.369E+00  2.728E-02    4.90 um     2670 A      3417 A   
   8.00 MeV   8.326E+00  2.443E-02    5.42 um     2796 A      3508 A   
   9.00 MeV   8.262E+00  2.216E-02    5.93 um     2916 A      3594 A   
  10.00 MeV   8.188E+00  2.030E-02    6.45 um     3033 A      3677 A   
  11.00 MeV   8.112E+00  1.874E-02    6.98 um     3147 A      3757 A   
  12.00 MeV   8.036E+00  1.743E-02    7.51 um     3258 A      3834 A   
  13.00 MeV   7.962E+00  1.629E-02    8.05 um     3367 A      3910 A   
  14.00 MeV   7.892E+00  1.531E-02    8.59 um     3475 A      3984 A   
  15.00 MeV   7.824E+00  1.444E-02    9.14 um     3580 A      4058 A   
  16.00 MeV   7.761E+00  1.368E-02    9.69 um     3684 A      4130 A   
  17.00 MeV   7.701E+00  1.299E-02   10.24 um     3787 A      4201 A   
  18.00 MeV   7.643E+00  1.238E-02   10.80 um     3888 A      4272 A   
  20.00 MeV   7.537E+00  1.132E-02   11.94 um     4240 A      4413 A   
  22.50 MeV   7.416E+00  1.024E-02   13.37 um     4742 A      4585 A   
  25.00 MeV   7.304E+00  9.354E-03   14.83 um     5209 A      4756 A   
  27.50 MeV   7.201E+00  8.621E-03   16.32 um     5650 A      4926 A   
  30.00 MeV   7.102E+00  8.000E-03   17.82 um     6071 A      5095 A   
  32.50 MeV   7.007E+00  7.467E-03   19.34 um     6474 A      5262 A   
  35.00 MeV   6.915E+00  7.005E-03   20.89 um     6864 A      5430 A   
  37.50 MeV   6.826E+00  6.600E-03   22.45 um     7242 A      5597 A   
  40.00 MeV   6.738E+00  6.242E-03   24.04 um     7611 A      5764 A   
  45.00 MeV   6.565E+00  5.636E-03   27.27 um     8932 A      6098 A   
  50.00 MeV   6.330E+00  5.143E-03   30.61 um     1.02 um     6435 A   
  55.00 MeV   6.131E+00  4.734E-03   34.07 um     1.13 um     6777 A   
  60.00 MeV   5.945E+00  4.388E-03   37.63 um     1.24 um     7124 A   
  65.00 MeV   5.766E+00  4.092E-03   41.31 um     1.35 um     7478 A   
  70.00 MeV   5.593E+00  3.835E-03   45.10 um     1.46 um     7837 A   
  80.00 MeV   5.268E+00  3.411E-03   53.03 um     1.85 um     8579 A   
  90.00 MeV   4.968E+00  3.076E-03   61.45 um     2.21 um     9352 A   
 100.00 MeV   4.693E+00  2.804E-03   70.36 um     2.55 um     1.02 um  
 110.00 MeV   4.440E+00  2.578E-03   79.80 um     2.88 um     1.10 um  
 120.00 MeV   4.208E+00  2.387E-03   89.76 um     3.22 um     1.19 um  
 130.00 MeV   3.995E+00  2.224E-03  100.26 um     3.55 um     1.28 um  
 140.00 MeV   3.799E+00  2.083E-03  111.32 um     3.89 um     1.38 um  
 150.00 MeV   3.620E+00  1.960E-03  122.93 um     4.23 um     1.48 um  
 160.00 MeV   3.455E+00  1.851E-03  135.11 um     4.58 um     1.59 um  
 170.00 MeV   3.304E+00  1.754E-03  147.85 um     4.93 um     1.70 um  
 180.00 MeV   3.164E+00  1.667E-03  161.17 um     5.29 um     1.81 um  
 200.00 MeV   2.916E+00  1.518E-03  189.53 um     6.65 um     2.05 um  
 225.00 MeV   2.656E+00  1.367E-03  228.23 um     8.64 um     2.39 um  
 250.00 MeV   2.440E+00  1.244E-03  270.52 um    10.53 um     2.75 um  
 275.00 MeV   2.259E+00  1.143E-03  316.39 um    12.39 um     3.14 um  
 300.00 MeV   2.106E+00  1.057E-03  365.75 um    14.25 um     3.56 um  
 325.00 MeV   1.976E+00  9.840E-04  418.52 um    16.11 um     4.01 um  
 350.00 MeV   1.864E+00  9.207E-04  474.62 um    17.99 um     4.49 um  
 375.00 MeV   1.767E+00  8.655E-04  533.95 um    19.88 um     4.99 um  
 400.00 MeV   1.682E+00  8.168E-04  596.41 um    21.79 um     5.52 um  
 450.00 MeV   1.540E+00  7.348E-04  730.25 um    28.93 um     6.66 um  
 500.00 MeV   1.425E+00  6.683E-04  875.68 um    35.56 um     7.88 um  
 550.00 MeV   1.328E+00  6.133E-04    1.03 mm    41.96 um     9.20 um  
 600.00 MeV   1.243E+00  5.671E-04    1.20 mm    48.27 um    10.60 um  
 650.00 MeV   1.167E+00  5.275E-04    1.38 mm    54.57 um    12.09 um  
 700.00 MeV   1.101E+00  4.934E-04    1.57 mm    60.91 um    13.66 um  
 800.00 MeV   9.906E-01  4.373E-04    1.98 mm    84.51 um    17.06 um  
 900.00 MeV   9.028E-01  3.931E-04    2.44 mm   106.44 um    20.78 um  
   1.00 GeV   8.311E-01  3.573E-04    2.93 mm   127.75 um    24.82 um  
   1.10 GeV   7.714E-01  3.277E-04    3.47 mm   148.89 um    29.16 um  
   1.20 GeV   7.208E-01  3.028E-04    4.05 mm   170.04 um    33.81 um  
   1.30 GeV   6.774E-01  2.815E-04    4.67 mm   191.31 um    38.74 um  
   1.40 GeV   6.398E-01  2.632E-04    5.32 mm   212.75 um    43.95 um  
   1.50 GeV   6.068E-01  2.472E-04    6.01 mm   234.39 um    49.43 um  
   1.60 GeV   5.776E-01  2.331E-04    6.74 mm   256.25 um    55.18 um  
   1.70 GeV   5.517E-01  2.205E-04    7.50 mm   278.33 um    61.18 um  
   1.80 GeV   5.284E-01  2.093E-04    8.30 mm   300.63 um    67.44 um  
   2.00 GeV   4.884E-01  1.902E-04   10.00 mm   385.19 um    80.69 um  
   2.25 GeV   4.478E-01  1.708E-04   12.30 mm   505.18 um    98.54 um  
   2.50 GeV   4.149E-01  1.551E-04   14.80 mm   617.27 um   117.76 um  
   2.75 GeV   3.876E-01  1.422E-04   17.48 mm   725.55 um   138.25 um  
   3.00 GeV   3.647E-01  1.313E-04   20.35 mm   831.82 um   159.95 um  
   3.25 GeV   3.451E-01  1.220E-04   23.38 mm   936.95 um   182.78 um  
   3.50 GeV   3.282E-01  1.140E-04   26.58 mm     1.04 mm   206.67 um  
   3.75 GeV   3.135E-01  1.070E-04   29.94 mm     1.15 mm   231.57 um  
   4.00 GeV   3.005E-01  1.008E-04   33.45 mm     1.25 mm   257.42 um  
   4.50 GeV   2.788E-01  9.051E-05   40.89 mm     1.64 mm   311.78 um  
   5.00 GeV   2.612E-01  8.216E-05   48.87 mm     1.99 mm   369.35 um  
   5.50 GeV   2.468E-01  7.527E-05   57.36 mm     2.33 mm   429.77 um  
   6.00 GeV   2.348E-01  6.948E-05   66.30 mm     2.65 mm   492.74 um  
   6.50 GeV   2.246E-01  6.454E-05   75.68 mm     2.96 mm   557.98 um  
   7.00 GeV   2.158E-01  6.028E-05   85.47 mm     3.27 mm   625.25 um  
   8.00 GeV   2.016E-01  5.330E-05  106.12 mm     4.39 mm   765.08 um  
   9.00 GeV   1.907E-01  4.781E-05  128.09 mm     5.38 mm   910.66 um  
  10.00 GeV   1.819E-01  4.338E-05  151.22 mm     6.30 mm     1.06 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  3.2552E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
