 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Be7_Si.txt

 Ion = Beryllium [4] , Mass = 7.0169 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  50.00 keV   7.237E-01  9.051E-02    2440 A       934 A       840 A   
  55.00 keV   7.607E-01  8.573E-02    2650 A       976 A       889 A   
  60.00 keV   7.959E-01  8.150E-02    2856 A      1015 A       935 A   
  65.00 keV   8.293E-01  7.773E-02    3057 A      1051 A       978 A   
  70.00 keV   8.615E-01  7.434E-02    3253 A      1084 A      1019 A   
  80.00 keV   9.226E-01  6.850E-02    3635 A      1144 A      1094 A   
  90.00 keV   9.807E-01  6.362E-02    4002 A      1197 A      1162 A   
 100.00 keV   1.037E+00  5.947E-02    4356 A      1243 A      1225 A   
 110.00 keV   1.091E+00  5.590E-02    4697 A      1285 A      1282 A   
 120.00 keV   1.143E+00  5.279E-02    5027 A      1322 A      1334 A   
 130.00 keV   1.195E+00  5.005E-02    5346 A      1355 A      1383 A   
 140.00 keV   1.245E+00  4.761E-02    5655 A      1386 A      1428 A   
 150.00 keV   1.295E+00  4.543E-02    5954 A      1413 A      1471 A   
 160.00 keV   1.343E+00  4.346E-02    6245 A      1439 A      1510 A   
 170.00 keV   1.391E+00  4.168E-02    6528 A      1462 A      1547 A   
 180.00 keV   1.437E+00  4.005E-02    6803 A      1483 A      1582 A   
 200.00 keV   1.528E+00  3.720E-02    7332 A      1523 A      1645 A   
 225.00 keV   1.637E+00  3.421E-02    7959 A      1565 A      1715 A   
 250.00 keV   1.740E+00  3.171E-02    8551 A      1601 A      1777 A   
 275.00 keV   1.838E+00  2.959E-02    9115 A      1632 A      1833 A   
 300.00 keV   1.932E+00  2.777E-02    9654 A      1659 A      1882 A   
 325.00 keV   2.020E+00  2.617E-02    1.02 um     1683 A      1927 A   
 350.00 keV   2.103E+00  2.477E-02    1.07 um     1705 A      1968 A   
 375.00 keV   2.182E+00  2.353E-02    1.11 um     1724 A      2006 A   
 400.00 keV   2.256E+00  2.242E-02    1.16 um     1742 A      2041 A   
 450.00 keV   2.392E+00  2.051E-02    1.25 um     1775 A      2103 A   
 500.00 keV   2.512E+00  1.892E-02    1.34 um     1803 A      2158 A   
 550.00 keV   2.617E+00  1.759E-02    1.42 um     1828 A      2207 A   
 600.00 keV   2.710E+00  1.645E-02    1.50 um     1850 A      2252 A   
 650.00 keV   2.792E+00  1.545E-02    1.57 um     1870 A      2292 A   
 700.00 keV   2.863E+00  1.459E-02    1.65 um     1888 A      2329 A   
 800.00 keV   2.978E+00  1.314E-02    1.79 um     1925 A      2397 A   
 900.00 keV   3.065E+00  1.197E-02    1.93 um     1958 A      2456 A   
   1.00 MeV   3.128E+00  1.101E-02    2.07 um     1987 A      2510 A   
   1.10 MeV   3.173E+00  1.020E-02    2.20 um     2015 A      2560 A   
   1.20 MeV   3.204E+00  9.510E-03    2.34 um     2040 A      2606 A   
   1.30 MeV   3.223E+00  8.916E-03    2.47 um     2064 A      2650 A   
   1.40 MeV   3.234E+00  8.397E-03    2.60 um     2087 A      2691 A   
   1.50 MeV   3.237E+00  7.940E-03    2.73 um     2109 A      2731 A   
   1.60 MeV   3.235E+00  7.534E-03    2.87 um     2131 A      2769 A   
   1.70 MeV   3.228E+00  7.170E-03    3.00 um     2151 A      2806 A   
   1.80 MeV   3.218E+00  6.843E-03    3.13 um     2172 A      2842 A   
   2.00 MeV   3.191E+00  6.276E-03    3.40 um     2227 A      2911 A   
   2.25 MeV   3.148E+00  5.695E-03    3.74 um     2305 A      2994 A   
   2.50 MeV   3.100E+00  5.220E-03    4.08 um     2381 A      3074 A   
   2.75 MeV   3.049E+00  4.823E-03    4.43 um     2456 A      3153 A   
   3.00 MeV   2.999E+00  4.485E-03    4.78 um     2531 A      3230 A   
   3.25 MeV   2.949E+00  4.195E-03    5.14 um     2605 A      3307 A   
   3.50 MeV   2.901E+00  3.943E-03    5.51 um     2679 A      3383 A   
   3.75 MeV   2.854E+00  3.721E-03    5.88 um     2753 A      3458 A   
   4.00 MeV   2.809E+00  3.524E-03    6.26 um     2827 A      3534 A   
   4.50 MeV   2.724E+00  3.191E-03    7.04 um     3075 A      3686 A   
   5.00 MeV   2.646E+00  2.919E-03    7.84 um     3317 A      3839 A   
   5.50 MeV   2.574E+00  2.692E-03    8.66 um     3555 A      3993 A   
   6.00 MeV   2.507E+00  2.500E-03    9.50 um     3790 A      4150 A   
   6.50 MeV   2.445E+00  2.335E-03   10.37 um     4022 A      4309 A   
   7.00 MeV   2.386E+00  2.192E-03   11.26 um     4253 A      4470 A   
   8.00 MeV   2.280E+00  1.955E-03   13.11 um     5056 A      4799 A   
   9.00 MeV   2.184E+00  1.767E-03   15.03 um     5809 A      5138 A   
  10.00 MeV   2.098E+00  1.613E-03   17.04 um     6530 A      5488 A   
  11.00 MeV   2.019E+00  1.486E-03   19.13 um     7230 A      5847 A   
  12.00 MeV   1.946E+00  1.378E-03   21.30 um     7917 A      6217 A   
  13.00 MeV   1.878E+00  1.286E-03   23.55 um     8595 A      6598 A   
  14.00 MeV   1.815E+00  1.206E-03   25.88 um     9268 A      6989 A   
  15.00 MeV   1.756E+00  1.135E-03   28.29 um     9939 A      7390 A   
  16.00 MeV   1.693E+00  1.073E-03   30.79 um     1.06 um     7802 A   
  17.00 MeV   1.629E+00  1.018E-03   33.38 um     1.13 um     8228 A   
  18.00 MeV   1.576E+00  9.686E-04   36.06 um     1.20 um     8667 A   
  20.00 MeV   1.479E+00  8.834E-04   41.70 um     1.45 um     9583 A   
  22.50 MeV   1.372E+00  7.968E-04   49.26 um     1.82 um     1.08 um  
  25.00 MeV   1.279E+00  7.265E-04   57.38 um     2.17 um     1.21 um  
  27.50 MeV   1.196E+00  6.681E-04   66.08 um     2.51 um     1.35 um  
  30.00 MeV   1.123E+00  6.188E-04   75.37 um     2.85 um     1.49 um  
  32.50 MeV   1.058E+00  5.767E-04   85.24 um     3.19 um     1.65 um  
  35.00 MeV   9.992E-01  5.402E-04   95.71 um     3.53 um     1.81 um  
  37.50 MeV   9.465E-01  5.082E-04  106.78 um     3.88 um     1.99 um  
  40.00 MeV   8.989E-01  4.800E-04  118.44 um     4.24 um     2.17 um  
  45.00 MeV   8.163E-01  4.325E-04  143.58 um     5.57 um     2.56 um  
  50.00 MeV   7.475E-01  3.939E-04  171.13 um     6.83 um     2.99 um  
  55.00 MeV   6.896E-01  3.619E-04  201.12 um     8.08 um     3.45 um  
  60.00 MeV   6.402E-01  3.349E-04  233.52 um     9.34 um     3.95 um  
  65.00 MeV   5.978E-01  3.119E-04  268.31 um    10.60 um     4.49 um  
  70.00 MeV   5.611E-01  2.919E-04  305.48 um    11.88 um     5.06 um  
  80.00 MeV   5.010E-01  2.591E-04  386.69 um    16.62 um     6.31 um  
  90.00 MeV   4.540E-01  2.332E-04  476.98 um    21.06 um     7.70 um  
 100.00 MeV   4.164E-01  2.122E-04  576.02 um    25.40 um     9.23 um  
 110.00 MeV   3.856E-01  1.948E-04  683.48 um    29.71 um    10.88 um  
 120.00 MeV   3.600E-01  1.802E-04  799.05 um    34.04 um    12.65 um  
 130.00 MeV   3.382E-01  1.677E-04  922.45 um    38.39 um    14.53 um  
 140.00 MeV   3.194E-01  1.569E-04    1.05 mm    42.77 um    16.53 um  
 150.00 MeV   3.029E-01  1.474E-04    1.19 mm    47.20 um    18.63 um  
 160.00 MeV   2.881E-01  1.391E-04    1.34 mm    51.67 um    20.84 um  
 170.00 MeV   2.748E-01  1.317E-04    1.49 mm    56.20 um    23.15 um  
 180.00 MeV   2.627E-01  1.251E-04    1.65 mm    60.79 um    25.56 um  
 200.00 MeV   2.408E-01  1.137E-04    1.99 mm    78.08 um    30.70 um  
 225.00 MeV   2.185E-01  1.022E-04    2.46 mm   102.94 um    37.71 um  
 250.00 MeV   2.009E-01  9.295E-05    2.98 mm   126.49 um    45.34 um  
 275.00 MeV   1.862E-01  8.526E-05    3.53 mm   149.51 um    53.57 um  
 300.00 MeV   1.738E-01  7.879E-05    4.13 mm   172.35 um    62.38 um  
 325.00 MeV   1.631E-01  7.327E-05    4.77 mm   195.23 um    71.75 um  
 350.00 MeV   1.539E-01  6.851E-05    5.45 mm   218.23 um    81.67 um  
 375.00 MeV   1.458E-01  6.434E-05    6.17 mm   241.43 um    92.13 um  
 400.00 MeV   1.386E-01  6.068E-05    6.93 mm   264.85 um   103.11 um  
 450.00 MeV   1.265E-01  5.451E-05    8.55 mm   352.14 um   126.59 um  
 500.00 MeV   1.166E-01  4.952E-05   10.33 mm   433.71 um   152.02 um  
 550.00 MeV   1.085E-01  4.540E-05   12.24 mm   512.81 um   179.31 um  
 600.00 MeV   1.016E-01  4.193E-05   14.29 mm   590.84 um   208.39 um  
 650.00 MeV   9.565E-02  3.898E-05   16.48 mm   668.50 um   239.18 um  
 700.00 MeV   9.054E-02  3.643E-05   18.79 mm   746.16 um   271.62 um  
 800.00 MeV   8.212E-02  3.224E-05   23.78 mm     1.03 mm   341.19 um  
 900.00 MeV   7.548E-02  2.895E-05   29.26 mm     1.29 mm   416.62 um  
   1.00 GeV   7.010E-02  2.628E-05   35.18 mm     1.54 mm   497.49 um  
   1.10 GeV   6.566E-02  2.408E-05   41.52 mm     1.79 mm   583.40 um  
   1.20 GeV   6.192E-02  2.224E-05   48.28 mm     2.03 mm   674.01 um  
   1.30 GeV   5.874E-02  2.066E-05   55.42 mm     2.28 mm   768.99 um  
   1.40 GeV   5.600E-02  1.930E-05   62.93 mm     2.52 mm   868.04 um  
   1.50 GeV   5.361E-02  1.811E-05   70.79 mm     2.76 mm   970.89 um  
   1.60 GeV   5.151E-02  1.707E-05   78.98 mm     2.99 mm     1.08 mm  
   1.70 GeV   4.965E-02  1.615E-05   87.50 mm     3.23 mm     1.19 mm  
   1.80 GeV   4.799E-02  1.532E-05   96.32 mm     3.47 mm     1.30 mm  
   2.00 GeV   4.517E-02  1.390E-05  114.82 mm     4.36 mm     1.53 mm  
   2.25 GeV   4.234E-02  1.247E-05  139.45 mm     5.59 mm     1.84 mm  
   2.50 GeV   4.007E-02  1.132E-05  165.59 mm     6.72 mm     2.16 mm  
   2.75 GeV   3.822E-02  1.036E-05  193.11 mm     7.78 mm     2.49 mm  
   3.00 GeV   3.669E-02  9.564E-06  221.86 mm     8.79 mm     2.83 mm  
   3.25 GeV   3.540E-02  8.882E-06  251.74 mm     9.77 mm     3.18 mm  
   3.50 GeV   3.430E-02  8.294E-06  282.63 mm    10.71 mm     3.53 mm  
   3.75 GeV   3.336E-02  7.782E-06  314.46 mm    11.64 mm     3.89 mm  
   4.00 GeV   3.254E-02  7.331E-06  347.14 mm    12.54 mm     4.26 mm  
   4.50 GeV   3.120E-02  6.574E-06  414.73 mm    15.79 mm     4.99 mm  
   5.00 GeV   3.016E-02  5.962E-06  484.93 mm    18.68 mm     5.73 mm  
   5.50 GeV   2.933E-02  5.458E-06  557.33 mm    21.33 mm     6.48 mm  
   6.00 GeV   2.867E-02  5.035E-06  631.60 mm    23.80 mm     7.23 mm  
   6.50 GeV   2.812E-02  4.675E-06  707.45 mm    26.13 mm     7.97 mm  
   7.00 GeV   2.767E-02  4.364E-06  784.65 mm    28.34 mm     8.71 mm  
   8.00 GeV   2.699E-02  3.855E-06  942.25 mm    36.10 mm    10.17 mm  
   9.00 GeV   2.651E-02  3.456E-06    1.10 m     42.72 mm    11.60 mm  
  10.00 GeV   2.618E-02  3.133E-06    1.27 m     48.61 mm    13.00 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  1.4209E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
