 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\14O_Si.txt

 Ion = Oxygen [8] , Mass = 14.0086 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   1.090E+00  4.292E-01    1308 A       527 A       425 A   
  60.00 keV   1.127E+00  4.132E-01    1420 A       557 A       453 A   
  65.00 keV   1.161E+00  3.985E-01    1531 A       586 A       480 A   
  70.00 keV   1.194E+00  3.850E-01    1641 A       613 A       506 A   
  80.00 keV   1.255E+00  3.610E-01    1861 A       665 A       557 A   
  90.00 keV   1.311E+00  3.402E-01    2080 A       713 A       606 A   
 100.00 keV   1.363E+00  3.221E-01    2296 A       759 A       653 A   
 110.00 keV   1.413E+00  3.061E-01    2511 A       801 A       697 A   
 120.00 keV   1.461E+00  2.919E-01    2723 A       841 A       741 A   
 130.00 keV   1.508E+00  2.791E-01    2932 A       879 A       782 A   
 140.00 keV   1.554E+00  2.676E-01    3139 A       914 A       822 A   
 150.00 keV   1.600E+00  2.571E-01    3344 A       948 A       861 A   
 160.00 keV   1.645E+00  2.476E-01    3546 A       980 A       898 A   
 170.00 keV   1.691E+00  2.388E-01    3745 A      1010 A       935 A   
 180.00 keV   1.736E+00  2.307E-01    3941 A      1039 A       969 A   
 200.00 keV   1.828E+00  2.163E-01    4325 A      1092 A      1035 A   
 225.00 keV   1.943E+00  2.010E-01    4789 A      1152 A      1112 A   
 250.00 keV   2.059E+00  1.880E-01    5236 A      1205 A      1182 A   
 275.00 keV   2.175E+00  1.767E-01    5665 A      1252 A      1247 A   
 300.00 keV   2.292E+00  1.669E-01    6078 A      1294 A      1307 A   
 325.00 keV   2.409E+00  1.583E-01    6475 A      1332 A      1362 A   
 350.00 keV   2.525E+00  1.506E-01    6858 A      1366 A      1414 A   
 375.00 keV   2.641E+00  1.437E-01    7227 A      1397 A      1461 A   
 400.00 keV   2.756E+00  1.375E-01    7583 A      1425 A      1505 A   
 450.00 keV   2.982E+00  1.268E-01    8261 A      1475 A      1585 A   
 500.00 keV   3.202E+00  1.178E-01    8898 A      1518 A      1655 A   
 550.00 keV   3.416E+00  1.101E-01    9498 A      1554 A      1718 A   
 600.00 keV   3.622E+00  1.035E-01    1.01 um     1586 A      1773 A   
 650.00 keV   3.819E+00  9.765E-02    1.06 um     1614 A      1823 A   
 700.00 keV   4.009E+00  9.254E-02    1.11 um     1638 A      1868 A   
 800.00 keV   4.362E+00  8.391E-02    1.21 um     1682 A      1947 A   
 900.00 keV   4.681E+00  7.690E-02    1.30 um     1718 A      2015 A   
   1.00 MeV   4.968E+00  7.107E-02    1.39 um     1749 A      2073 A   
   1.10 MeV   5.226E+00  6.614E-02    1.47 um     1775 A      2124 A   
   1.20 MeV   5.456E+00  6.192E-02    1.55 um     1798 A      2170 A   
   1.30 MeV   5.661E+00  5.825E-02    1.62 um     1819 A      2212 A   
   1.40 MeV   5.844E+00  5.503E-02    1.70 um     1837 A      2249 A   
   1.50 MeV   6.007E+00  5.218E-02    1.77 um     1854 A      2284 A   
   1.60 MeV   6.151E+00  4.963E-02    1.84 um     1870 A      2316 A   
   1.70 MeV   6.279E+00  4.735E-02    1.90 um     1884 A      2347 A   
   1.80 MeV   6.393E+00  4.528E-02    1.97 um     1897 A      2375 A   
   2.00 MeV   6.583E+00  4.169E-02    2.10 um     1926 A      2427 A   
   2.25 MeV   6.764E+00  3.799E-02    2.26 um     1961 A      2485 A   
   2.50 MeV   6.896E+00  3.494E-02    2.42 um     1993 A      2537 A   
   2.75 MeV   6.991E+00  3.238E-02    2.57 um     2022 A      2585 A   
   3.00 MeV   7.059E+00  3.020E-02    2.72 um     2050 A      2630 A   
   3.25 MeV   7.106E+00  2.832E-02    2.87 um     2076 A      2672 A   
   3.50 MeV   7.137E+00  2.667E-02    3.02 um     2100 A      2712 A   
   3.75 MeV   7.155E+00  2.522E-02    3.17 um     2124 A      2749 A   
   4.00 MeV   7.165E+00  2.393E-02    3.32 um     2148 A      2786 A   
   4.50 MeV   7.163E+00  2.174E-02    3.62 um     2212 A      2855 A   
   5.00 MeV   7.144E+00  1.994E-02    3.92 um     2274 A      2920 A   
   5.50 MeV   7.114E+00  1.844E-02    4.22 um     2334 A      2982 A   
   6.00 MeV   7.079E+00  1.716E-02    4.52 um     2392 A      3041 A   
   6.50 MeV   7.040E+00  1.606E-02    4.82 um     2449 A      3099 A   
   7.00 MeV   7.000E+00  1.510E-02    5.13 um     2505 A      3155 A   
   8.00 MeV   6.918E+00  1.351E-02    5.74 um     2685 A      3264 A   
   9.00 MeV   6.838E+00  1.224E-02    6.37 um     2857 A      3369 A   
  10.00 MeV   6.759E+00  1.120E-02    7.00 um     3023 A      3471 A   
  11.00 MeV   6.684E+00  1.034E-02    7.64 um     3182 A      3571 A   
  12.00 MeV   6.610E+00  9.607E-03    8.28 um     3337 A      3669 A   
  13.00 MeV   6.539E+00  8.977E-03    8.94 um     3488 A      3767 A   
  14.00 MeV   6.469E+00  8.430E-03    9.60 um     3636 A      3863 A   
  15.00 MeV   6.401E+00  7.949E-03   10.27 um     3781 A      3958 A   
  16.00 MeV   6.334E+00  7.524E-03   10.94 um     3923 A      4053 A   
  17.00 MeV   6.268E+00  7.145E-03   11.62 um     4063 A      4148 A   
  18.00 MeV   6.203E+00  6.804E-03   12.31 um     4201 A      4242 A   
  20.00 MeV   6.076E+00  6.217E-03   13.71 um     4686 A      4430 A   
  22.50 MeV   5.921E+00  5.619E-03   15.51 um     5375 A      4665 A   
  25.00 MeV   5.770E+00  5.132E-03   17.35 um     6016 A      4900 A   
  27.50 MeV   5.624E+00  4.727E-03   19.23 um     6624 A      5137 A   
  30.00 MeV   5.482E+00  4.384E-03   21.17 um     7209 A      5376 A   
  32.50 MeV   5.310E+00  4.091E-03   23.17 um     7781 A      5617 A   
  35.00 MeV   5.141E+00  3.836E-03   25.22 um     8348 A      5864 A   
  37.50 MeV   4.996E+00  3.613E-03   27.35 um     8911 A      6115 A   
  40.00 MeV   4.858E+00  3.415E-03   29.53 um     9472 A      6371 A   
  45.00 MeV   4.599E+00  3.082E-03   34.08 um     1.15 um     6898 A   
  50.00 MeV   4.363E+00  2.811E-03   38.89 um     1.34 um     7446 A   
  55.00 MeV   4.146E+00  2.586E-03   43.95 um     1.53 um     8018 A   
  60.00 MeV   3.947E+00  2.396E-03   49.27 um     1.71 um     8614 A   
  65.00 MeV   3.765E+00  2.234E-03   54.86 um     1.89 um     9235 A   
  70.00 MeV   3.597E+00  2.093E-03   60.71 um     2.07 um     9881 A   
  80.00 MeV   3.301E+00  1.861E-03   73.20 um     2.74 um     1.13 um  
  90.00 MeV   3.050E+00  1.677E-03   86.77 um     3.36 um     1.27 um  
 100.00 MeV   2.833E+00  1.528E-03  101.42 um     3.96 um     1.43 um  
 110.00 MeV   2.647E+00  1.404E-03  117.15 um     4.55 um     1.60 um  
 120.00 MeV   2.485E+00  1.300E-03  133.94 um     5.15 um     1.78 um  
 130.00 MeV   2.343E+00  1.211E-03  151.79 um     5.75 um     1.97 um  
 140.00 MeV   2.218E+00  1.134E-03  170.68 um     6.36 um     2.17 um  
 150.00 MeV   2.107E+00  1.066E-03  190.61 um     6.97 um     2.38 um  
 160.00 MeV   2.008E+00  1.007E-03  211.54 um     7.59 um     2.60 um  
 170.00 MeV   1.919E+00  9.538E-04  233.48 um     8.22 um     2.84 um  
 180.00 MeV   1.840E+00  9.064E-04  256.40 um     8.86 um     3.08 um  
 200.00 MeV   1.701E+00  8.250E-04  305.09 um    11.26 um     3.59 um  
 225.00 MeV   1.559E+00  7.426E-04  371.20 um    14.68 um     4.28 um  
 250.00 MeV   1.442E+00  6.757E-04  443.01 um    17.90 um     5.02 um  
 275.00 MeV   1.343E+00  6.204E-04  520.38 um    21.03 um     5.82 um  
 300.00 MeV   1.257E+00  5.738E-04  603.25 um    24.13 um     6.67 um  
 325.00 MeV   1.181E+00  5.340E-04  691.63 um    27.23 um     7.58 um  
 350.00 MeV   1.112E+00  4.996E-04  785.60 um    30.36 um     8.53 um  
 375.00 MeV   1.048E+00  4.695E-04  885.33 um    33.54 um     9.54 um  
 400.00 MeV   9.893E-01  4.430E-04  991.06 um    36.80 um    10.60 um  
 450.00 MeV   8.943E-01  3.984E-04    1.22 mm    49.15 um    12.91 um  
 500.00 MeV   8.231E-01  3.622E-04    1.47 mm    60.78 um    15.42 um  
 550.00 MeV   7.636E-01  3.324E-04    1.74 mm    72.05 um    18.13 um  
 600.00 MeV   7.131E-01  3.072E-04    2.03 mm    83.20 um    21.04 um  
 650.00 MeV   6.698E-01  2.857E-04    2.35 mm    94.32 um    24.13 um  
 700.00 MeV   6.321E-01  2.672E-04    2.68 mm   105.48 um    27.40 um  
 800.00 MeV   5.697E-01  2.367E-04    3.40 mm   146.76 um    34.47 um  
 900.00 MeV   5.201E-01  2.127E-04    4.19 mm   184.93 um    42.21 um  
   1.00 GeV   4.798E-01  1.933E-04    5.05 mm   221.92 um    50.60 um  
   1.10 GeV   4.463E-01  1.772E-04    5.98 mm   258.45 um    59.60 um  
   1.20 GeV   4.179E-01  1.637E-04    6.98 mm   294.89 um    69.18 um  
   1.30 GeV   3.937E-01  1.522E-04    8.04 mm   331.42 um    79.33 um  
   1.40 GeV   3.727E-01  1.423E-04    9.16 mm   368.11 um    90.03 um  
   1.50 GeV   3.543E-01  1.336E-04   10.35 mm   405.03 um   101.24 um  
   1.60 GeV   3.381E-01  1.260E-04   11.59 mm   442.20 um   112.96 um  
   1.70 GeV   3.237E-01  1.192E-04   12.89 mm   479.62 um   125.16 um  
   1.80 GeV   3.108E-01  1.131E-04   14.25 mm   517.29 um   137.83 um  
   2.00 GeV   2.887E-01  1.027E-04   17.13 mm   659.29 um   164.51 um  
   2.25 GeV   2.664E-01  9.223E-05   21.01 mm   859.64 um   200.20 um  
   2.50 GeV   2.483E-01  8.374E-05   25.20 mm     1.05 mm   238.28 um  
   2.75 GeV   2.334E-01  7.674E-05   29.67 mm     1.22 mm   278.55 um  
   3.00 GeV   2.208E-01  7.085E-05   34.42 mm     1.40 mm   320.82 um  
   3.25 GeV   2.102E-01  6.583E-05   39.42 mm     1.57 mm   364.94 um  
   3.50 GeV   2.010E-01  6.150E-05   44.66 mm     1.74 mm   410.74 um  
   3.75 GeV   1.931E-01  5.772E-05   50.12 mm     1.90 mm   458.09 um  
   4.00 GeV   1.861E-01  5.440E-05   55.80 mm     2.07 mm   506.87 um  
   4.50 GeV   1.744E-01  4.881E-05   67.76 mm     2.67 mm   608.26 um  
   5.00 GeV   1.651E-01  4.430E-05   80.45 mm     3.22 mm   714.07 um  
   5.50 GeV   1.575E-01  4.058E-05   93.81 mm     3.74 mm   823.59 um  
   6.00 GeV   1.512E-01  3.745E-05  107.76 mm     4.23 mm   936.20 um  
   6.50 GeV   1.459E-01  3.478E-05  122.27 mm     4.71 mm     1.05 mm  
   7.00 GeV   1.414E-01  3.248E-05  137.27 mm     5.17 mm     1.17 mm  
   8.00 GeV   1.341E-01  2.872E-05  168.56 mm     6.81 mm     1.41 mm  
   9.00 GeV   1.286E-01  2.575E-05  201.37 mm     8.25 mm     1.65 mm  
  10.00 GeV   1.243E-01  2.336E-05  235.44 mm     9.56 mm     1.90 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  4.6313E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
