 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Be12_Si.txt

 Ion = Beryllium [4] , Mass = 12.0269 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  50.00 keV   5.394E-01  1.462E-01    2678 A       990 A       856 A   
  55.00 keV   5.684E-01  1.387E-01    2929 A      1047 A       917 A   
  60.00 keV   5.964E-01  1.320E-01    3174 A      1099 A       975 A   
  65.00 keV   6.233E-01  1.261E-01    3416 A      1148 A      1030 A   
  70.00 keV   6.492E-01  1.208E-01    3653 A      1194 A      1082 A   
  80.00 keV   6.977E-01  1.115E-01    4116 A      1277 A      1181 A   
  90.00 keV   7.425E-01  1.037E-01    4563 A      1351 A      1271 A   
 100.00 keV   7.844E-01  9.713E-02    4997 A      1417 A      1354 A   
 110.00 keV   8.239E-01  9.142E-02    5419 A      1477 A      1431 A   
 120.00 keV   8.615E-01  8.643E-02    5830 A      1531 A      1503 A   
 130.00 keV   8.977E-01  8.202E-02    6230 A      1581 A      1570 A   
 140.00 keV   9.326E-01  7.810E-02    6620 A      1627 A      1634 A   
 150.00 keV   9.665E-01  7.458E-02    7001 A      1669 A      1693 A   
 160.00 keV   9.996E-01  7.140E-02    7373 A      1708 A      1749 A   
 170.00 keV   1.032E+00  6.852E-02    7736 A      1744 A      1802 A   
 180.00 keV   1.064E+00  6.589E-02    8092 A      1778 A      1853 A   
 200.00 keV   1.126E+00  6.126E-02    8781 A      1840 A      1946 A   
 225.00 keV   1.201E+00  5.641E-02    9603 A      1908 A      2051 A   
 250.00 keV   1.274E+00  5.235E-02    1.04 um     1967 A      2145 A   
 275.00 keV   1.345E+00  4.889E-02    1.11 um     2018 A      2229 A   
 300.00 keV   1.414E+00  4.591E-02    1.19 um     2063 A      2305 A   
 325.00 keV   1.481E+00  4.331E-02    1.25 um     2104 A      2375 A   
 350.00 keV   1.547E+00  4.102E-02    1.32 um     2140 A      2439 A   
 375.00 keV   1.610E+00  3.898E-02    1.38 um     2172 A      2498 A   
 400.00 keV   1.672E+00  3.715E-02    1.45 um     2201 A      2552 A   
 450.00 keV   1.790E+00  3.402E-02    1.56 um     2255 A      2650 A   
 500.00 keV   1.901E+00  3.142E-02    1.67 um     2301 A      2735 A   
 550.00 keV   2.006E+00  2.922E-02    1.78 um     2341 A      2810 A   
 600.00 keV   2.103E+00  2.734E-02    1.88 um     2375 A      2878 A   
 650.00 keV   2.195E+00  2.571E-02    1.98 um     2406 A      2939 A   
 700.00 keV   2.280E+00  2.427E-02    2.07 um     2433 A      2995 A   
 800.00 keV   2.433E+00  2.188E-02    2.25 um     2486 A      3092 A   
 900.00 keV   2.566E+00  1.995E-02    2.42 um     2531 A      3177 A   
   1.00 MeV   2.681E+00  1.835E-02    2.58 um     2570 A      3251 A   
   1.10 MeV   2.779E+00  1.702E-02    2.73 um     2604 A      3317 A   
   1.20 MeV   2.863E+00  1.588E-02    2.88 um     2635 A      3377 A   
   1.30 MeV   2.934E+00  1.489E-02    3.03 um     2663 A      3431 A   
   1.40 MeV   2.995E+00  1.403E-02    3.17 um     2689 A      3482 A   
   1.50 MeV   3.045E+00  1.327E-02    3.31 um     2713 A      3529 A   
   1.60 MeV   3.088E+00  1.259E-02    3.45 um     2735 A      3574 A   
   1.70 MeV   3.123E+00  1.199E-02    3.59 um     2757 A      3616 A   
   1.80 MeV   3.152E+00  1.145E-02    3.73 um     2777 A      3655 A   
   2.00 MeV   3.195E+00  1.050E-02    3.99 um     2828 A      3730 A   
   2.25 MeV   3.225E+00  9.535E-03    4.33 um     2896 A      3815 A   
   2.50 MeV   3.236E+00  8.743E-03    4.66 um     2959 A      3895 A   
   2.75 MeV   3.235E+00  8.081E-03    4.99 um     3020 A      3969 A   
   3.00 MeV   3.224E+00  7.518E-03    5.32 um     3079 A      4040 A   
   3.25 MeV   3.206E+00  7.034E-03    5.65 um     3136 A      4108 A   
   3.50 MeV   3.184E+00  6.612E-03    5.99 um     3193 A      4174 A   
   3.75 MeV   3.159E+00  6.242E-03    6.33 um     3248 A      4238 A   
   4.00 MeV   3.132E+00  5.913E-03    6.67 um     3303 A      4301 A   
   4.50 MeV   3.075E+00  5.356E-03    7.36 um     3482 A      4423 A   
   5.00 MeV   3.016E+00  4.901E-03    8.06 um     3656 A      4542 A   
   5.50 MeV   2.957E+00  4.521E-03    8.78 um     3828 A      4659 A   
   6.00 MeV   2.901E+00  4.200E-03    9.52 um     3999 A      4775 A   
   6.50 MeV   2.846E+00  3.924E-03   10.26 um     4168 A      4891 A   
   7.00 MeV   2.794E+00  3.684E-03   11.02 um     4336 A      5007 A   
   8.00 MeV   2.697E+00  3.287E-03   12.59 um     4926 A      5238 A   
   9.00 MeV   2.609E+00  2.971E-03   14.21 um     5486 A      5472 A   
  10.00 MeV   2.529E+00  2.714E-03   15.88 um     6027 A      5710 A   
  11.00 MeV   2.454E+00  2.501E-03   17.61 um     6553 A      5951 A   
  12.00 MeV   2.386E+00  2.320E-03   19.39 um     7068 A      6196 A   
  13.00 MeV   2.322E+00  2.165E-03   21.21 um     7574 A      6446 A   
  14.00 MeV   2.263E+00  2.030E-03   23.09 um     8074 A      6700 A   
  15.00 MeV   2.207E+00  1.912E-03   25.02 um     8569 A      6958 A   
  16.00 MeV   2.154E+00  1.808E-03   26.99 um     9060 A      7222 A   
  17.00 MeV   2.105E+00  1.715E-03   29.01 um     9548 A      7490 A   
  18.00 MeV   2.057E+00  1.632E-03   31.08 um     1.00 um     7763 A   
  20.00 MeV   1.969E+00  1.489E-03   35.35 um     1.18 um     8323 A   
  22.50 MeV   1.870E+00  1.343E-03   40.96 um     1.43 um     9049 A   
  25.00 MeV   1.781E+00  1.225E-03   46.85 um     1.67 um     9806 A   
  27.50 MeV   1.691E+00  1.127E-03   53.06 um     1.89 um     1.06 um  
  30.00 MeV   1.602E+00  1.044E-03   59.60 um     2.12 um     1.14 um  
  32.50 MeV   1.528E+00  9.729E-04   66.47 um     2.34 um     1.23 um  
  35.00 MeV   1.460E+00  9.114E-04   73.68 um     2.56 um     1.32 um  
  37.50 MeV   1.397E+00  8.576E-04   81.22 um     2.79 um     1.41 um  
  40.00 MeV   1.339E+00  8.101E-04   89.08 um     3.01 um     1.51 um  
  45.00 MeV   1.236E+00  7.300E-04  105.82 um     3.85 um     1.71 um  
  50.00 MeV   1.146E+00  6.650E-04  123.90 um     4.64 um     1.93 um  
  55.00 MeV   1.068E+00  6.111E-04  143.36 um     5.42 um     2.17 um  
  60.00 MeV   9.990E-01  5.656E-04  164.21 um     6.19 um     2.42 um  
  65.00 MeV   9.381E-01  5.268E-04  186.45 um     6.97 um     2.69 um  
  70.00 MeV   8.839E-01  4.932E-04  210.09 um     7.75 um     2.97 um  
  80.00 MeV   7.919E-01  4.378E-04  261.56 um    10.68 um     3.59 um  
  90.00 MeV   7.172E-01  3.941E-04  318.71 um    13.45 um     4.27 um  
 100.00 MeV   6.557E-01  3.587E-04  381.50 um    16.17 um     5.02 um  
 110.00 MeV   6.044E-01  3.294E-04  449.91 um    18.90 um     5.83 um  
 120.00 MeV   5.611E-01  3.046E-04  523.87 um    21.66 um     6.71 um  
 130.00 MeV   5.241E-01  2.835E-04  603.28 um    24.47 um     7.65 um  
 140.00 MeV   4.923E-01  2.653E-04  688.06 um    27.32 um     8.66 um  
 150.00 MeV   4.647E-01  2.493E-04  778.09 um    30.22 um     9.72 um  
 160.00 MeV   4.405E-01  2.353E-04  873.28 um    33.17 um    10.85 um  
 170.00 MeV   4.192E-01  2.228E-04  973.49 um    36.16 um    12.03 um  
 180.00 MeV   4.002E-01  2.116E-04    1.08 mm    39.19 um    13.28 um  
 200.00 MeV   3.680E-01  1.924E-04    1.30 mm    50.61 um    15.93 um  
 225.00 MeV   3.356E-01  1.730E-04    1.61 mm    66.85 um    19.53 um  
 250.00 MeV   3.095E-01  1.573E-04    1.94 mm    82.10 um    23.45 um  
 275.00 MeV   2.875E-01  1.443E-04    2.30 mm    96.93 um    27.67 um  
 300.00 MeV   2.686E-01  1.334E-04    2.69 mm   111.61 um    32.17 um  
 325.00 MeV   2.518E-01  1.240E-04    3.11 mm   126.33 um    36.97 um  
 350.00 MeV   2.366E-01  1.160E-04    3.55 mm   141.20 um    42.05 um  
 375.00 MeV   2.234E-01  1.089E-04    4.02 mm   156.30 um    47.43 um  
 400.00 MeV   2.122E-01  1.027E-04    4.51 mm   171.59 um    53.09 um  
 450.00 MeV   1.932E-01  9.231E-05    5.57 mm   228.89 um    65.23 um  
 500.00 MeV   1.777E-01  8.387E-05    6.74 mm   282.53 um    78.43 um  
 550.00 MeV   1.648E-01  7.690E-05    7.99 mm   334.68 um    92.65 um  
 600.00 MeV   1.539E-01  7.104E-05    9.35 mm   386.30 um   107.85 um  
 650.00 MeV   1.445E-01  6.604E-05   10.79 mm   437.85 um   124.02 um  
 700.00 MeV   1.364E-01  6.172E-05   12.33 mm   489.59 um   141.12 um  
 800.00 MeV   1.230E-01  5.463E-05   15.65 mm   680.75 um   178.03 um  
 900.00 MeV   1.124E-01  4.905E-05   19.32 mm   857.45 um   218.39 um  
   1.00 GeV   1.037E-01  4.455E-05   23.31 mm     1.03 mm   262.01 um  
   1.10 GeV   9.656E-02  4.082E-05   27.61 mm     1.20 mm   308.76 um  
   1.20 GeV   9.053E-02  3.769E-05   32.22 mm     1.37 mm   358.48 um  
   1.30 GeV   8.536E-02  3.503E-05   37.12 mm     1.53 mm   411.04 um  
   1.40 GeV   8.090E-02  3.272E-05   42.30 mm     1.70 mm   466.31 um  
   1.50 GeV   7.700E-02  3.071E-05   47.76 mm     1.87 mm   524.18 um  
   1.60 GeV   7.356E-02  2.895E-05   53.48 mm     2.04 mm   584.53 um  
   1.70 GeV   7.050E-02  2.738E-05   59.46 mm     2.21 mm   647.26 um  
   1.80 GeV   6.777E-02  2.598E-05   65.69 mm     2.39 mm   712.27 um  
   2.00 GeV   6.309E-02  2.358E-05   78.86 mm     3.03 mm   848.82 um  
   2.25 GeV   5.837E-02  2.115E-05   96.61 mm     3.95 mm     1.03 mm  
   2.50 GeV   5.456E-02  1.920E-05  115.69 mm     4.79 mm     1.22 mm  
   2.75 GeV   5.142E-02  1.758E-05  136.03 mm     5.59 mm     1.43 mm  
   3.00 GeV   4.879E-02  1.623E-05  157.53 mm     6.37 mm     1.64 mm  
   3.25 GeV   4.656E-02  1.507E-05  180.12 mm     7.14 mm     1.86 mm  
   3.50 GeV   4.464E-02  1.407E-05  203.74 mm     7.89 mm     2.09 mm  
   3.75 GeV   4.298E-02  1.320E-05  228.32 mm     8.63 mm     2.33 mm  
   4.00 GeV   4.152E-02  1.244E-05  253.81 mm     9.37 mm     2.57 mm  
   4.50 GeV   3.910E-02  1.116E-05  307.27 mm    12.05 mm     3.07 mm  
   5.00 GeV   3.717E-02  1.012E-05  363.77 mm    14.48 mm     3.59 mm  
   5.50 GeV   3.560E-02  9.264E-06  422.98 mm    16.75 mm     4.12 mm  
   6.00 GeV   3.430E-02  8.547E-06  484.62 mm    18.90 mm     4.66 mm  
   6.50 GeV   3.321E-02  7.936E-06  548.43 mm    20.96 mm     5.22 mm  
   7.00 GeV   3.229E-02  7.409E-06  614.19 mm    22.95 mm     5.78 mm  
   8.00 GeV   3.083E-02  6.545E-06  750.73 mm    30.03 mm     6.92 mm  
   9.00 GeV   2.972E-02  5.867E-06  893.05 mm    36.18 mm     8.07 mm  
  10.00 GeV   2.887E-02  5.320E-06    1.04 m     41.76 mm     9.22 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  9.4734E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
