 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\6He_Si.txt

 Ion = Helium [2] , Mass = 6.0189 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  50.00 keV   4.606E-01  2.636E-02    4836 A      1479 A      1459 A   
  55.00 keV   4.893E-01  2.476E-02    5211 A      1529 A      1528 A   
  60.00 keV   5.168E-01  2.336E-02    5571 A      1573 A      1590 A   
  65.00 keV   5.433E-01  2.213E-02    5917 A      1612 A      1647 A   
  70.00 keV   5.689E-01  2.104E-02    6252 A      1648 A      1700 A   
  80.00 keV   6.175E-01  1.919E-02    6888 A      1710 A      1795 A   
  90.00 keV   6.631E-01  1.767E-02    7488 A      1762 A      1877 A   
 100.00 keV   7.060E-01  1.639E-02    8056 A      1807 A      1949 A   
 110.00 keV   7.464E-01  1.531E-02    8598 A      1845 A      2014 A   
 120.00 keV   7.845E-01  1.438E-02    9116 A      1879 A      2072 A   
 130.00 keV   8.206E-01  1.356E-02    9614 A      1909 A      2125 A   
 140.00 keV   8.548E-01  1.284E-02    1.01 um     1936 A      2173 A   
 150.00 keV   8.872E-01  1.221E-02    1.06 um     1960 A      2218 A   
 160.00 keV   9.179E-01  1.163E-02    1.10 um     1982 A      2259 A   
 170.00 keV   9.471E-01  1.112E-02    1.14 um     2002 A      2297 A   
 180.00 keV   9.749E-01  1.065E-02    1.19 um     2020 A      2333 A   
 200.00 keV   1.026E+00  9.837E-03    1.27 um     2055 A      2398 A   
 225.00 keV   1.084E+00  8.994E-03    1.37 um     2092 A      2470 A   
 250.00 keV   1.134E+00  8.295E-03    1.46 um     2125 A      2533 A   
 275.00 keV   1.179E+00  7.707E-03    1.55 um     2153 A      2590 A   
 300.00 keV   1.218E+00  7.203E-03    1.64 um     2178 A      2641 A   
 325.00 keV   1.253E+00  6.766E-03    1.72 um     2201 A      2688 A   
 350.00 keV   1.284E+00  6.384E-03    1.81 um     2222 A      2731 A   
 375.00 keV   1.310E+00  6.047E-03    1.89 um     2241 A      2772 A   
 400.00 keV   1.334E+00  5.746E-03    1.97 um     2258 A      2810 A   
 450.00 keV   1.372E+00  5.233E-03    2.12 um     2296 A      2880 A   
 500.00 keV   1.401E+00  4.810E-03    2.28 um     2330 A      2943 A   
 550.00 keV   1.422E+00  4.456E-03    2.43 um     2361 A      3002 A   
 600.00 keV   1.436E+00  4.154E-03    2.58 um     2389 A      3056 A   
 650.00 keV   1.445E+00  3.893E-03    2.72 um     2417 A      3107 A   
 700.00 keV   1.450E+00  3.666E-03    2.87 um     2443 A      3156 A   
 800.00 keV   1.450E+00  3.287E-03    3.16 um     2509 A      3248 A   
 900.00 keV   1.441E+00  2.985E-03    3.46 um     2572 A      3334 A   
   1.00 MeV   1.426E+00  2.737E-03    3.76 um     2633 A      3417 A   
   1.10 MeV   1.407E+00  2.529E-03    4.06 um     2693 A      3496 A   
   1.20 MeV   1.385E+00  2.353E-03    4.37 um     2752 A      3574 A   
   1.30 MeV   1.362E+00  2.202E-03    4.68 um     2812 A      3650 A   
   1.40 MeV   1.338E+00  2.070E-03    5.00 um     2871 A      3726 A   
   1.50 MeV   1.313E+00  1.954E-03    5.32 um     2930 A      3801 A   
   1.60 MeV   1.289E+00  1.851E-03    5.65 um     2990 A      3877 A   
   1.70 MeV   1.265E+00  1.759E-03    5.99 um     3051 A      3952 A   
   1.80 MeV   1.241E+00  1.676E-03    6.33 um     3112 A      4028 A   
   2.00 MeV   1.195E+00  1.534E-03    7.03 um     3313 A      4181 A   
   2.25 MeV   1.142E+00  1.388E-03    7.95 um     3612 A      4376 A   
   2.50 MeV   1.093E+00  1.270E-03    8.91 um     3913 A      4578 A   
   2.75 MeV   1.048E+00  1.171E-03    9.91 um     4216 A      4786 A   
   3.00 MeV   1.006E+00  1.087E-03   10.96 um     4522 A      5002 A   
   3.25 MeV   9.684E-01  1.015E-03   12.05 um     4831 A      5225 A   
   3.50 MeV   9.335E-01  9.527E-04   13.18 um     5144 A      5456 A   
   3.75 MeV   9.013E-01  8.980E-04   14.35 um     5460 A      5695 A   
   4.00 MeV   8.715E-01  8.495E-04   15.56 um     5780 A      5942 A   
   4.50 MeV   8.183E-01  7.676E-04   18.11 um     6915 A      6461 A   
   5.00 MeV   7.721E-01  7.009E-04   20.81 um     8008 A      7013 A   
   5.50 MeV   7.317E-01  6.454E-04   23.67 um     9077 A      7595 A   
   6.00 MeV   6.960E-01  5.985E-04   26.68 um     1.01 um     8209 A   
   6.50 MeV   6.641E-01  5.583E-04   29.85 um     1.12 um     8852 A   
   7.00 MeV   6.356E-01  5.235E-04   33.16 um     1.22 um     9524 A   
   8.00 MeV   5.865E-01  4.659E-04   40.20 um     1.60 um     1.10 um  
   9.00 MeV   5.456E-01  4.204E-04   47.81 um     1.95 um     1.25 um  
  10.00 MeV   5.110E-01  3.833E-04   55.95 um     2.28 um     1.41 um  
  11.00 MeV   4.813E-01  3.526E-04   64.63 um     2.61 um     1.59 um  
  12.00 MeV   4.555E-01  3.267E-04   73.82 um     2.94 um     1.77 um  
  13.00 MeV   4.326E-01  3.045E-04   83.51 um     3.27 um     1.96 um  
  14.00 MeV   4.097E-01  2.852E-04   93.73 um     3.60 um     2.16 um  
  15.00 MeV   3.891E-01  2.684E-04  104.50 um     3.93 um     2.37 um  
  16.00 MeV   3.719E-01  2.535E-04  115.82 um     4.27 um     2.59 um  
  17.00 MeV   3.563E-01  2.403E-04  127.64 um     4.62 um     2.82 um  
  18.00 MeV   3.421E-01  2.284E-04  139.96 um     4.96 um     3.05 um  
  20.00 MeV   3.172E-01  2.081E-04  166.09 um     6.24 um     3.55 um  
  22.50 MeV   2.913E-01  1.875E-04  201.49 um     8.07 um     4.23 um  
  25.00 MeV   2.698E-01  1.707E-04  239.87 um     9.80 um     4.95 um  
  27.50 MeV   2.515E-01  1.568E-04  281.17 um    11.48 um     5.72 um  
  30.00 MeV   2.358E-01  1.451E-04  325.35 um    13.15 um     6.54 um  
  32.50 MeV   2.222E-01  1.351E-04  372.35 um    14.81 um     7.41 um  
  35.00 MeV   2.102E-01  1.265E-04  422.13 um    16.49 um     8.33 um  
  37.50 MeV   1.996E-01  1.189E-04  474.66 um    18.18 um     9.29 um  
  40.00 MeV   1.901E-01  1.122E-04  529.88 um    19.88 um    10.29 um  
  45.00 MeV   1.739E-01  1.010E-04  648.25 um    26.17 um    12.44 um  
  50.00 MeV   1.605E-01  9.190E-05  777.08 um    32.08 um    14.75 um  
  55.00 MeV   1.492E-01  8.437E-05  916.19 um    37.83 um    17.24 um  
  60.00 MeV   1.395E-01  7.802E-05    1.07 mm    43.53 um    19.89 um  
  65.00 MeV   1.312E-01  7.260E-05    1.22 mm    49.23 um    22.69 um  
  70.00 MeV   1.238E-01  6.791E-05    1.39 mm    54.96 um    25.66 um  
  80.00 MeV   1.116E-01  6.021E-05    1.76 mm    75.97 um    32.06 um  
  90.00 MeV   1.018E-01  5.414E-05    2.16 mm    95.52 um    39.06 um  
 100.00 MeV   9.374E-02  4.922E-05    2.60 mm   114.56 um    46.65 um  
 110.00 MeV   8.698E-02  4.516E-05    3.08 mm   133.49 um    54.81 um  
 120.00 MeV   8.123E-02  4.173E-05    3.59 mm   152.47 um    63.52 um  
 130.00 MeV   7.627E-02  3.881E-05    4.14 mm   171.61 um    72.79 um  
 140.00 MeV   7.194E-02  3.629E-05    4.72 mm   190.98 um    82.59 um  
 150.00 MeV   6.813E-02  3.409E-05    5.34 mm   210.59 um    92.91 um  
 160.00 MeV   6.475E-02  3.215E-05    5.98 mm   230.48 um   103.75 um  
 170.00 MeV   6.173E-02  3.043E-05    6.67 mm   250.64 um   115.10 um  
 180.00 MeV   5.901E-02  2.888E-05    7.38 mm   271.08 um   126.95 um  
 200.00 MeV   5.431E-02  2.624E-05    8.90 mm   347.78 um   152.12 um  
 225.00 MeV   4.951E-02  2.358E-05   10.98 mm   457.24 um   186.26 um  
 250.00 MeV   4.559E-02  2.142E-05   13.24 mm   560.58 um   223.28 um  
 275.00 MeV   4.231E-02  1.963E-05   15.69 mm   661.47 um   263.08 um  
 300.00 MeV   3.954E-02  1.813E-05   18.32 mm   761.54 um   305.58 um  
 325.00 MeV   3.716E-02  1.685E-05   21.13 mm   861.62 um   350.68 um  
 350.00 MeV   3.510E-02  1.575E-05   24.11 mm   962.15 um   398.33 um  
 375.00 MeV   3.328E-02  1.479E-05   27.26 mm     1.06 mm   448.44 um  
 400.00 MeV   3.168E-02  1.394E-05   30.58 mm     1.17 mm   500.96 um  
 450.00 MeV   2.897E-02  1.251E-05   37.68 mm     1.55 mm   612.97 um  
 500.00 MeV   2.677E-02  1.136E-05   45.41 mm     1.90 mm   733.87 um  
 550.00 MeV   2.494E-02  1.041E-05   53.75 mm     2.24 mm   863.23 um  
 600.00 MeV   2.339E-02  9.610E-06   62.66 mm     2.58 mm     1.00 mm  
 650.00 MeV   2.207E-02  8.929E-06   72.14 mm     2.92 mm     1.15 mm  
 700.00 MeV   2.092E-02  8.341E-06   82.16 mm     3.25 mm     1.30 mm  
 800.00 MeV   1.904E-02  7.377E-06  103.73 mm     4.47 mm     1.62 mm  
 900.00 MeV   1.756E-02  6.619E-06  127.29 mm     5.59 mm     1.97 mm  
   1.00 GeV   1.635E-02  6.006E-06  152.71 mm     6.67 mm     2.35 mm  
   1.10 GeV   1.536E-02  5.501E-06  179.88 mm     7.71 mm     2.75 mm  
   1.20 GeV   1.453E-02  5.077E-06  208.71 mm     8.74 mm     3.16 mm  
   1.30 GeV   1.382E-02  4.715E-06  239.11 mm     9.76 mm     3.60 mm  
   1.40 GeV   1.320E-02  4.403E-06  270.99 mm    10.78 mm     4.05 mm  
   1.50 GeV   1.267E-02  4.131E-06  304.28 mm    11.78 mm     4.52 mm  
   1.60 GeV   1.220E-02  3.892E-06  338.91 mm    12.78 mm     5.00 mm  
   1.70 GeV   1.179E-02  3.680E-06  374.81 mm    13.78 mm     5.49 mm  
   1.80 GeV   1.142E-02  3.490E-06  411.92 mm    14.77 mm     6.00 mm  
   2.00 GeV   1.080E-02  3.166E-06  489.48 mm    18.45 mm     7.04 mm  
   2.25 GeV   1.017E-02  2.839E-06  592.23 mm    23.54 mm     8.40 mm  
   2.50 GeV   9.672E-03  2.575E-06  700.79 mm    28.16 mm     9.81 mm  
   2.75 GeV   9.266E-03  2.357E-06  814.52 mm    32.48 mm    11.26 mm  
   3.00 GeV   8.931E-03  2.174E-06  932.88 mm    36.60 mm    12.74 mm  
   3.25 GeV   8.650E-03  2.019E-06    1.06 m     40.55 mm    14.24 mm  
   3.50 GeV   8.412E-03  1.884E-06    1.18 m     44.37 mm    15.76 mm  
   3.75 GeV   8.209E-03  1.767E-06    1.31 m     48.06 mm    17.29 mm  
   4.00 GeV   8.034E-03  1.665E-06    1.44 m     51.65 mm    18.84 mm  
   4.50 GeV   7.748E-03  1.492E-06    1.72 m     64.59 mm    21.94 mm  
   5.00 GeV   7.529E-03  1.353E-06    2.00 m     76.01 mm    25.05 mm  
   5.50 GeV   7.356E-03  1.238E-06    2.29 m     86.43 mm    28.15 mm  
   6.00 GeV   7.219E-03  1.141E-06    2.58 m     96.10 mm    31.22 mm  
   6.50 GeV   7.109E-03  1.059E-06    2.88 m    105.18 mm    34.27 mm  
   7.00 GeV   7.020E-03  9.887E-07    3.19 m    113.77 mm    37.28 mm  
   8.00 GeV   6.888E-03  8.730E-07    3.81 m    143.75 mm    43.18 mm  
   9.00 GeV   6.800E-03  7.821E-07    4.44 m    169.22 mm    48.90 mm  
  10.00 GeV   6.741E-03  7.089E-07    5.07 m    191.79 mm    54.44 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  3.0334E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
