 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\B14_Si.txt

 Ion = Boron [5] , Mass = 14.0254 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   9.217E-01  2.205E-01    1982 A       690 A       593 A   
  60.00 keV   9.611E-01  2.107E-01    2137 A       721 A       628 A   
  65.00 keV   9.961E-01  2.019E-01    2290 A       751 A       660 A   
  70.00 keV   1.027E+00  1.939E-01    2441 A       779 A       692 A   
  80.00 keV   1.081E+00  1.800E-01    2740 A       830 A       751 A   
  90.00 keV   1.125E+00  1.681E-01    3034 A       877 A       806 A   
 100.00 keV   1.163E+00  1.580E-01    3324 A       921 A       857 A   
 110.00 keV   1.196E+00  1.492E-01    3612 A       962 A       906 A   
 120.00 keV   1.227E+00  1.414E-01    3897 A      1000 A       953 A   
 130.00 keV   1.257E+00  1.345E-01    4178 A      1035 A       998 A   
 140.00 keV   1.286E+00  1.284E-01    4457 A      1069 A      1041 A   
 150.00 keV   1.314E+00  1.229E-01    4733 A      1101 A      1082 A   
 160.00 keV   1.343E+00  1.178E-01    5005 A      1131 A      1121 A   
 170.00 keV   1.372E+00  1.133E-01    5275 A      1159 A      1159 A   
 180.00 keV   1.401E+00  1.091E-01    5541 A      1186 A      1196 A   
 200.00 keV   1.460E+00  1.017E-01    6062 A      1237 A      1266 A   
 225.00 keV   1.537E+00  9.392E-02    6693 A      1294 A      1347 A   
 250.00 keV   1.615E+00  8.738E-02    7300 A      1345 A      1421 A   
 275.00 keV   1.696E+00  8.179E-02    7885 A      1390 A      1489 A   
 300.00 keV   1.777E+00  7.694E-02    8449 A      1430 A      1551 A   
 325.00 keV   1.858E+00  7.271E-02    8991 A      1466 A      1609 A   
 350.00 keV   1.939E+00  6.896E-02    9514 A      1499 A      1663 A   
 375.00 keV   2.020E+00  6.562E-02    1.00 um     1528 A      1712 A   
 400.00 keV   2.100E+00  6.263E-02    1.05 um     1555 A      1759 A   
 450.00 keV   2.256E+00  5.747E-02    1.14 um     1604 A      1842 A   
 500.00 keV   2.405E+00  5.318E-02    1.23 um     1646 A      1915 A   
 550.00 keV   2.547E+00  4.954E-02    1.31 um     1681 A      1980 A   
 600.00 keV   2.681E+00  4.642E-02    1.39 um     1713 A      2039 A   
 650.00 keV   2.806E+00  4.370E-02    1.47 um     1740 A      2092 A   
 700.00 keV   2.923E+00  4.131E-02    1.54 um     1765 A      2140 A   
 800.00 keV   3.133E+00  3.731E-02    1.68 um     1812 A      2224 A   
 900.00 keV   3.313E+00  3.407E-02    1.81 um     1852 A      2297 A   
   1.00 MeV   3.466E+00  3.140E-02    1.93 um     1887 A      2361 A   
   1.10 MeV   3.596E+00  2.914E-02    2.05 um     1917 A      2418 A   
   1.20 MeV   3.705E+00  2.722E-02    2.17 um     1944 A      2470 A   
   1.30 MeV   3.797E+00  2.556E-02    2.28 um     1969 A      2518 A   
   1.40 MeV   3.874E+00  2.410E-02    2.39 um     1992 A      2561 A   
   1.50 MeV   3.939E+00  2.281E-02    2.50 um     2014 A      2602 A   
   1.60 MeV   3.992E+00  2.167E-02    2.61 um     2034 A      2641 A   
   1.70 MeV   4.037E+00  2.064E-02    2.71 um     2053 A      2677 A   
   1.80 MeV   4.073E+00  1.972E-02    2.82 um     2071 A      2712 A   
   2.00 MeV   4.127E+00  1.811E-02    3.02 um     2115 A      2777 A   
   2.25 MeV   4.167E+00  1.646E-02    3.28 um     2172 A      2851 A   
   2.50 MeV   4.186E+00  1.511E-02    3.54 um     2226 A      2921 A   
   2.75 MeV   4.191E+00  1.398E-02    3.79 um     2278 A      2985 A   
   3.00 MeV   4.186E+00  1.302E-02    4.05 um     2327 A      3047 A   
   3.25 MeV   4.175E+00  1.219E-02    4.30 um     2375 A      3106 A   
   3.50 MeV   4.159E+00  1.146E-02    4.56 um     2422 A      3163 A   
   3.75 MeV   4.141E+00  1.083E-02    4.82 um     2468 A      3218 A   
   4.00 MeV   4.120E+00  1.026E-02    5.08 um     2513 A      3271 A   
   4.50 MeV   4.076E+00  9.305E-03    5.60 um     2653 A      3375 A   
   5.00 MeV   4.031E+00  8.521E-03    6.13 um     2787 A      3475 A   
   5.50 MeV   3.985E+00  7.867E-03    6.66 um     2918 A      3573 A   
   6.00 MeV   3.941E+00  7.312E-03    7.21 um     3045 A      3668 A   
   6.50 MeV   3.897E+00  6.835E-03    7.75 um     3169 A      3762 A   
   7.00 MeV   3.856E+00  6.421E-03    8.31 um     3291 A      3854 A   
   8.00 MeV   3.776E+00  5.734E-03    9.43 um     3703 A      4036 A   
   9.00 MeV   3.701E+00  5.188E-03   10.58 um     4088 A      4215 A   
  10.00 MeV   3.631E+00  4.742E-03   11.75 um     4453 A      4393 A   
  11.00 MeV   3.563E+00  4.371E-03   12.95 um     4803 A      4570 A   
  12.00 MeV   3.499E+00  4.057E-03   14.17 um     5140 A      4746 A   
  13.00 MeV   3.437E+00  3.788E-03   15.41 um     5468 A      4922 A   
  14.00 MeV   3.377E+00  3.554E-03   16.67 um     5789 A      5098 A   
  15.00 MeV   3.319E+00  3.349E-03   17.95 um     6103 A      5275 A   
  16.00 MeV   3.262E+00  3.167E-03   19.26 um     6412 A      5453 A   
  17.00 MeV   3.207E+00  3.006E-03   20.59 um     6717 A      5631 A   
  18.00 MeV   3.154E+00  2.861E-03   21.94 um     7019 A      5810 A   
  20.00 MeV   3.052E+00  2.611E-03   24.72 um     8103 A      6172 A   
  22.50 MeV   2.931E+00  2.357E-03   28.31 um     9639 A      6632 A   
  25.00 MeV   2.817E+00  2.151E-03   32.06 um     1.11 um     7102 A   
  27.50 MeV   2.710E+00  1.979E-03   35.95 um     1.24 um     7582 A   
  30.00 MeV   2.610E+00  1.834E-03   40.00 um     1.37 um     8074 A   
  32.50 MeV   2.500E+00  1.710E-03   44.21 um     1.50 um     8580 A   
  35.00 MeV   2.394E+00  1.603E-03   48.61 um     1.64 um     9102 A   
  37.50 MeV   2.303E+00  1.509E-03   53.19 um     1.77 um     9640 A   
  40.00 MeV   2.219E+00  1.425E-03   57.95 um     1.90 um     1.02 um  
  45.00 MeV   2.065E+00  1.285E-03   68.01 um     2.38 um     1.14 um  
  50.00 MeV   1.929E+00  1.171E-03   78.80 um     2.84 um     1.26 um  
  55.00 MeV   1.809E+00  1.077E-03   90.32 um     3.29 um     1.39 um  
  60.00 MeV   1.702E+00  9.969E-04  102.59 um     3.73 um     1.53 um  
  65.00 MeV   1.606E+00  9.287E-04  115.62 um     4.18 um     1.67 um  
  70.00 MeV   1.520E+00  8.697E-04  129.40 um     4.62 um     1.83 um  
  80.00 MeV   1.373E+00  7.725E-04  159.21 um     6.28 um     2.16 um  
  90.00 MeV   1.252E+00  6.956E-04  192.07 um     7.84 um     2.52 um  
 100.00 MeV   1.151E+00  6.333E-04  227.96 um     9.37 um     2.92 um  
 110.00 MeV   1.065E+00  5.817E-04  266.86 um    10.90 um     3.35 um  
 120.00 MeV   9.924E-01  5.382E-04  308.74 um    12.44 um     3.81 um  
 130.00 MeV   9.296E-01  5.011E-04  353.58 um    14.00 um     4.30 um  
 140.00 MeV   8.750E-01  4.689E-04  401.33 um    15.58 um     4.82 um  
 150.00 MeV   8.271E-01  4.408E-04  451.95 um    17.19 um     5.37 um  
 160.00 MeV   7.846E-01  4.161E-04  505.40 um    18.82 um     5.95 um  
 170.00 MeV   7.469E-01  3.940E-04  561.66 um    20.48 um     6.56 um  
 180.00 MeV   7.130E-01  3.743E-04  620.67 um    22.16 um     7.20 um  
 200.00 MeV   6.547E-01  3.405E-04  746.75 um    28.54 um     8.57 um  
 225.00 MeV   5.954E-01  3.063E-04  919.21 um    37.66 um    10.43 um  
 250.00 MeV   5.471E-01  2.785E-04    1.11 mm    46.28 um    12.46 um  
 275.00 MeV   5.068E-01  2.556E-04    1.31 mm    54.70 um    14.66 um  
 300.00 MeV   4.727E-01  2.363E-04    1.53 mm    63.07 um    17.01 um  
 325.00 MeV   4.433E-01  2.198E-04    1.77 mm    71.46 um    19.52 um  
 350.00 MeV   4.179E-01  2.056E-04    2.02 mm    79.90 um    22.17 um  
 375.00 MeV   3.955E-01  1.931E-04    2.28 mm    88.41 um    24.98 um  
 400.00 MeV   3.759E-01  1.822E-04    2.56 mm    97.02 um    27.93 um  
 450.00 MeV   3.425E-01  1.637E-04    3.16 mm   129.27 um    34.25 um  
 500.00 MeV   3.150E-01  1.488E-04    3.82 mm   159.46 um    41.11 um  
 550.00 MeV   2.920E-01  1.365E-04    4.53 mm   188.85 um    48.51 um  
 600.00 MeV   2.726E-01  1.261E-04    5.29 mm   217.95 um    56.43 um  
 650.00 MeV   2.559E-01  1.172E-04    6.11 mm   247.04 um    64.85 um  
 700.00 MeV   2.414E-01  1.096E-04    6.97 mm   276.25 um    73.76 um  
 800.00 MeV   2.174E-01  9.703E-05    8.85 mm   384.38 um    93.01 um  
 900.00 MeV   1.985E-01  8.714E-05   10.93 mm   484.45 um   114.10 um  
   1.00 GeV   1.830E-01  7.915E-05   13.19 mm   581.45 um   136.92 um  
   1.10 GeV   1.702E-01  7.255E-05   15.63 mm   677.31 um   161.42 um  
   1.20 GeV   1.594E-01  6.700E-05   18.24 mm   772.95 um   187.52 um  
   1.30 GeV   1.501E-01  6.227E-05   21.03 mm   868.81 um   215.16 um  
   1.40 GeV   1.421E-01  5.819E-05   23.98 mm   965.15 um   244.27 um  
   1.50 GeV   1.351E-01  5.462E-05   27.09 mm     1.06 mm   274.81 um  
   1.60 GeV   1.289E-01  5.148E-05   30.35 mm     1.16 mm   306.71 um  
   1.70 GeV   1.234E-01  4.870E-05   33.77 mm     1.26 mm   339.92 um  
   1.80 GeV   1.185E-01  4.621E-05   37.33 mm     1.36 mm   374.40 um  
   2.00 GeV   1.100E-01  4.195E-05   44.88 mm     1.73 mm   447.01 um  
   2.25 GeV   1.015E-01  3.765E-05   55.07 mm     2.26 mm   544.13 um  
   2.50 GeV   9.460E-02  3.417E-05   66.06 mm     2.74 mm   647.73 um  
   2.75 GeV   8.891E-02  3.130E-05   77.80 mm     3.21 mm   757.27 um  
   3.00 GeV   8.414E-02  2.889E-05   90.25 mm     3.67 mm   872.25 um  
   3.25 GeV   8.009E-02  2.684E-05  103.37 mm     4.11 mm   992.21 um  
   3.50 GeV   7.660E-02  2.507E-05  117.12 mm     4.56 mm     1.12 mm  
   3.75 GeV   7.356E-02  2.352E-05  131.46 mm     4.99 mm     1.25 mm  
   4.00 GeV   7.090E-02  2.216E-05  146.37 mm     5.42 mm     1.38 mm  
   4.50 GeV   6.646E-02  1.988E-05  177.75 mm     7.02 mm     1.65 mm  
   5.00 GeV   6.291E-02  1.804E-05  211.07 mm     8.46 mm     1.94 mm  
   5.50 GeV   6.001E-02  1.652E-05  246.12 mm     9.82 mm     2.24 mm  
   6.00 GeV   5.760E-02  1.524E-05  282.76 mm    11.11 mm     2.54 mm  
   6.50 GeV   5.558E-02  1.415E-05  320.82 mm    12.36 mm     2.86 mm  
   7.00 GeV   5.386E-02  1.321E-05  360.19 mm    13.57 mm     3.18 mm  
   8.00 GeV   5.109E-02  1.167E-05  442.32 mm    17.88 mm     3.83 mm  
   9.00 GeV   4.899E-02  1.047E-05  528.42 mm    21.65 mm     4.49 mm  
  10.00 GeV   4.736E-02  9.493E-06  617.85 mm    25.09 mm     5.16 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  6.9862E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
