 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\N14_Si.txt

 Ion = Nitrogen [7] , Mass = 14.0031 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   1.147E+00  3.567E-01    1417 A       541 A       447 A   
  60.00 keV   1.184E+00  3.426E-01    1532 A       568 A       474 A   
  65.00 keV   1.216E+00  3.298E-01    1647 A       594 A       501 A   
  70.00 keV   1.245E+00  3.180E-01    1761 A       620 A       526 A   
  80.00 keV   1.295E+00  2.973E-01    1990 A       667 A       575 A   
  90.00 keV   1.338E+00  2.794E-01    2217 A       712 A       621 A   
 100.00 keV   1.376E+00  2.640E-01    2444 A       754 A       666 A   
 110.00 keV   1.413E+00  2.504E-01    2670 A       794 A       709 A   
 120.00 keV   1.450E+00  2.383E-01    2894 A       832 A       751 A   
 130.00 keV   1.487E+00  2.275E-01    3117 A       867 A       791 A   
 140.00 keV   1.524E+00  2.178E-01    3337 A       901 A       830 A   
 150.00 keV   1.563E+00  2.090E-01    3556 A       933 A       867 A   
 160.00 keV   1.602E+00  2.010E-01    3771 A       963 A       904 A   
 170.00 keV   1.643E+00  1.937E-01    3984 A       992 A       939 A   
 180.00 keV   1.685E+00  1.869E-01    4194 A      1019 A       973 A   
 200.00 keV   1.771E+00  1.750E-01    4604 A      1070 A      1038 A   
 225.00 keV   1.884E+00  1.623E-01    5098 A      1127 A      1113 A   
 250.00 keV   2.001E+00  1.515E-01    5571 A      1177 A      1181 A   
 275.00 keV   2.120E+00  1.423E-01    6024 A      1221 A      1244 A   
 300.00 keV   2.241E+00  1.342E-01    6457 A      1260 A      1302 A   
 325.00 keV   2.361E+00  1.271E-01    6872 A      1295 A      1355 A   
 350.00 keV   2.482E+00  1.208E-01    7270 A      1326 A      1404 A   
 375.00 keV   2.601E+00  1.152E-01    7653 A      1355 A      1449 A   
 400.00 keV   2.718E+00  1.102E-01    8022 A      1380 A      1491 A   
 450.00 keV   2.947E+00  1.014E-01    8720 A      1426 A      1566 A   
 500.00 keV   3.165E+00  9.409E-02    9374 A      1464 A      1632 A   
 550.00 keV   3.372E+00  8.786E-02    9991 A      1497 A      1690 A   
 600.00 keV   3.566E+00  8.248E-02    1.06 um     1525 A      1741 A   
 650.00 keV   3.748E+00  7.780E-02    1.11 um     1550 A      1788 A   
 700.00 keV   3.917E+00  7.367E-02    1.17 um     1572 A      1830 A   
 800.00 keV   4.222E+00  6.672E-02    1.27 um     1613 A      1904 A   
 900.00 keV   4.485E+00  6.108E-02    1.36 um     1647 A      1967 A   
   1.00 MeV   4.710E+00  5.640E-02    1.45 um     1676 A      2022 A   
   1.10 MeV   4.902E+00  5.245E-02    1.54 um     1701 A      2071 A   
   1.20 MeV   5.067E+00  4.906E-02    1.63 um     1724 A      2116 A   
   1.30 MeV   5.208E+00  4.612E-02    1.71 um     1744 A      2156 A   
   1.40 MeV   5.329E+00  4.355E-02    1.79 um     1763 A      2193 A   
   1.50 MeV   5.433E+00  4.127E-02    1.87 um     1781 A      2228 A   
   1.60 MeV   5.521E+00  3.924E-02    1.94 um     1797 A      2261 A   
   1.70 MeV   5.598E+00  3.742E-02    2.02 um     1812 A      2291 A   
   1.80 MeV   5.663E+00  3.577E-02    2.09 um     1826 A      2320 A   
   2.00 MeV   5.768E+00  3.291E-02    2.24 um     1859 A      2374 A   
   2.25 MeV   5.862E+00  2.997E-02    2.43 um     1900 A      2436 A   
   2.50 MeV   5.927E+00  2.755E-02    2.61 um     1938 A      2492 A   
   2.75 MeV   5.971E+00  2.552E-02    2.79 um     1974 A      2544 A   
   3.00 MeV   6.000E+00  2.379E-02    2.96 um     2008 A      2594 A   
   3.25 MeV   6.019E+00  2.229E-02    3.14 um     2040 A      2641 A   
   3.50 MeV   6.030E+00  2.099E-02    3.32 um     2071 A      2686 A   
   3.75 MeV   6.035E+00  1.984E-02    3.50 um     2101 A      2729 A   
   4.00 MeV   6.036E+00  1.882E-02    3.67 um     2131 A      2770 A   
   4.50 MeV   6.030E+00  1.709E-02    4.03 um     2216 A      2849 A   
   5.00 MeV   6.016E+00  1.566E-02    4.38 um     2297 A      2925 A   
   5.50 MeV   5.997E+00  1.448E-02    4.74 um     2376 A      2997 A   
   6.00 MeV   5.975E+00  1.347E-02    5.10 um     2452 A      3067 A   
   6.50 MeV   5.951E+00  1.260E-02    5.46 um     2525 A      3134 A   
   7.00 MeV   5.925E+00  1.184E-02    5.82 um     2597 A      3200 A   
   8.00 MeV   5.872E+00  1.059E-02    6.55 um     2830 A      3328 A   
   9.00 MeV   5.816E+00  9.592E-03    7.28 um     3049 A      3452 A   
  10.00 MeV   5.758E+00  8.776E-03    8.02 um     3256 A      3572 A   
  11.00 MeV   5.699E+00  8.096E-03    8.77 um     3455 A      3689 A   
  12.00 MeV   5.639E+00  7.520E-03    9.53 um     3646 A      3805 A   
  13.00 MeV   5.578E+00  7.025E-03   10.30 um     3832 A      3919 A   
  14.00 MeV   5.516E+00  6.595E-03   11.07 um     4012 A      4032 A   
  15.00 MeV   5.455E+00  6.218E-03   11.86 um     4188 A      4144 A   
  16.00 MeV   5.393E+00  5.884E-03   12.65 um     4361 A      4255 A   
  17.00 MeV   5.331E+00  5.586E-03   13.45 um     4532 A      4366 A   
  18.00 MeV   5.269E+00  5.319E-03   14.26 um     4699 A      4476 A   
  20.00 MeV   5.146E+00  4.859E-03   15.91 um     5293 A      4697 A   
  22.50 MeV   4.995E+00  4.390E-03   18.03 um     6134 A      4972 A   
  25.00 MeV   4.848E+00  4.008E-03   20.22 um     6917 A      5250 A   
  27.50 MeV   4.705E+00  3.690E-03   22.47 um     7661 A      5529 A   
  30.00 MeV   4.567E+00  3.422E-03   24.79 um     8379 A      5812 A   
  32.50 MeV   4.406E+00  3.192E-03   27.19 um     9083 A      6100 A   
  35.00 MeV   4.249E+00  2.993E-03   29.68 um     9785 A      6395 A   
  37.50 MeV   4.115E+00  2.818E-03   32.25 um     1.05 um     6696 A   
  40.00 MeV   3.987E+00  2.664E-03   34.91 um     1.12 um     7004 A   
  45.00 MeV   3.751E+00  2.403E-03   40.47 um     1.38 um     7642 A   
  50.00 MeV   3.538E+00  2.192E-03   46.38 um     1.62 um     8311 A   
  55.00 MeV   3.346E+00  2.016E-03   52.64 um     1.85 um     9012 A   
  60.00 MeV   3.172E+00  1.867E-03   59.25 um     2.08 um     9747 A   
  65.00 MeV   3.014E+00  1.740E-03   66.21 um     2.31 um     1.05 um  
  70.00 MeV   2.870E+00  1.630E-03   73.53 um     2.54 um     1.13 um  
  80.00 MeV   2.620E+00  1.449E-03   89.23 um     3.39 um     1.30 um  
  90.00 MeV   2.409E+00  1.306E-03  106.38 um     4.18 um     1.49 um  
 100.00 MeV   2.230E+00  1.189E-03  124.96 um     4.96 um     1.69 um  
 110.00 MeV   2.077E+00  1.093E-03  144.97 um     5.72 um     1.91 um  
 120.00 MeV   1.944E+00  1.012E-03  166.40 um     6.50 um     2.13 um  
 130.00 MeV   1.828E+00  9.421E-04  189.25 um     7.27 um     2.38 um  
 140.00 MeV   1.726E+00  8.820E-04  213.49 um     8.06 um     2.64 um  
 150.00 MeV   1.636E+00  8.294E-04  239.12 um     8.86 um     2.91 um  
 160.00 MeV   1.556E+00  7.830E-04  266.11 um     9.67 um     3.19 um  
 170.00 MeV   1.484E+00  7.417E-04  294.45 um    10.49 um     3.49 um  
 180.00 MeV   1.419E+00  7.048E-04  324.14 um    11.33 um     3.81 um  
 200.00 MeV   1.306E+00  6.414E-04  387.42 um    14.48 um     4.47 um  
 225.00 MeV   1.190E+00  5.772E-04  473.79 um    19.01 um     5.38 um  
 250.00 MeV   1.096E+00  5.251E-04  568.07 um    23.28 um     6.37 um  
 275.00 MeV   1.016E+00  4.821E-04  670.12 um    27.46 um     7.43 um  
 300.00 MeV   9.486E-01  4.458E-04  779.80 um    31.61 um     8.56 um  
 325.00 MeV   8.902E-01  4.148E-04  896.97 um    35.76 um     9.77 um  
 350.00 MeV   8.393E-01  3.880E-04    1.02 mm    39.95 um    11.05 um  
 375.00 MeV   7.945E-01  3.646E-04    1.15 mm    44.17 um    12.41 um  
 400.00 MeV   7.548E-01  3.440E-04    1.29 mm    48.44 um    13.83 um  
 450.00 MeV   6.874E-01  3.093E-04    1.59 mm    64.48 um    16.88 um  
 500.00 MeV   6.322E-01  2.812E-04    1.92 mm    79.51 um    20.19 um  
 550.00 MeV   5.862E-01  2.580E-04    2.27 mm    94.13 um    23.76 um  
 600.00 MeV   5.473E-01  2.384E-04    2.65 mm   108.62 um    27.58 um  
 650.00 MeV   5.138E-01  2.217E-04    3.06 mm   123.09 um    31.64 um  
 700.00 MeV   4.847E-01  2.073E-04    3.49 mm   137.63 um    35.94 um  
 800.00 MeV   4.367E-01  1.836E-04    4.43 mm   191.45 um    45.24 um  
 900.00 MeV   3.985E-01  1.650E-04    5.46 mm   241.28 um    55.42 um  
   1.00 GeV   3.675E-01  1.499E-04    6.58 mm   289.57 um    66.44 um  
   1.10 GeV   3.417E-01  1.374E-04    7.80 mm   337.31 um    78.27 um  
   1.20 GeV   3.200E-01  1.270E-04    9.10 mm   384.93 um    90.88 um  
   1.30 GeV   3.013E-01  1.180E-04   10.49 mm   432.68 um   104.24 um  
   1.40 GeV   2.852E-01  1.103E-04   11.96 mm   480.66 um   118.31 um  
   1.50 GeV   2.711E-01  1.036E-04   13.51 mm   528.95 um   133.08 um  
   1.60 GeV   2.587E-01  9.764E-05   15.13 mm   577.56 um   148.50 um  
   1.70 GeV   2.476E-01  9.237E-05   16.84 mm   626.50 um   164.57 um  
   1.80 GeV   2.378E-01  8.767E-05   18.61 mm   675.78 um   181.25 um  
   2.00 GeV   2.208E-01  7.961E-05   22.37 mm   861.57 um   216.38 um  
   2.25 GeV   2.037E-01  7.147E-05   27.45 mm     1.12 mm   263.40 um  
   2.50 GeV   1.898E-01  6.488E-05   32.93 mm     1.37 mm   313.57 um  
   2.75 GeV   1.784E-01  5.945E-05   38.78 mm     1.60 mm   366.63 um  
   3.00 GeV   1.688E-01  5.488E-05   44.99 mm     1.83 mm   422.34 um  
   3.25 GeV   1.606E-01  5.099E-05   51.53 mm     2.05 mm   480.49 um  
   3.50 GeV   1.536E-01  4.763E-05   58.38 mm     2.27 mm   540.86 um  
   3.75 GeV   1.475E-01  4.471E-05   65.53 mm     2.49 mm   603.28 um  
   4.00 GeV   1.422E-01  4.213E-05   72.97 mm     2.70 mm   667.57 um  
   4.50 GeV   1.333E-01  3.780E-05   88.61 mm     3.50 mm   801.25 um  
   5.00 GeV   1.261E-01  3.430E-05  105.23 mm     4.22 mm   940.76 um  
   5.50 GeV   1.203E-01  3.141E-05  122.71 mm     4.90 mm     1.09 mm  
   6.00 GeV   1.155E-01  2.899E-05  140.98 mm     5.54 mm     1.23 mm  
   6.50 GeV   1.114E-01  2.693E-05  159.97 mm     6.16 mm     1.39 mm  
   7.00 GeV   1.080E-01  2.514E-05  179.61 mm     6.76 mm     1.54 mm  
   8.00 GeV   1.024E-01  2.223E-05  220.57 mm     8.92 mm     1.86 mm  
   9.00 GeV   9.821E-02  1.993E-05  263.53 mm    10.80 mm     2.18 mm  
  10.00 GeV   9.492E-02  1.808E-05  308.15 mm    12.52 mm     2.50 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  5.2015E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
