 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\N10_Si.txt

 Ion = Nitrogen [7] , Mass = 10.0417 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   1.279E+00  2.697E-01    1354 A       532 A       451 A   
  60.00 keV   1.311E+00  2.587E-01    1466 A       558 A       477 A   
  65.00 keV   1.340E+00  2.487E-01    1577 A       583 A       502 A   
  70.00 keV   1.367E+00  2.395E-01    1688 A       607 A       526 A   
  80.00 keV   1.419E+00  2.235E-01    1908 A       652 A       573 A   
  90.00 keV   1.470E+00  2.097E-01    2128 A       693 A       618 A   
 100.00 keV   1.522E+00  1.978E-01    2344 A       732 A       661 A   
 110.00 keV   1.576E+00  1.874E-01    2558 A       768 A       702 A   
 120.00 keV   1.632E+00  1.781E-01    2768 A       802 A       741 A   
 130.00 keV   1.690E+00  1.699E-01    2974 A       833 A       779 A   
 140.00 keV   1.750E+00  1.625E-01    3176 A       862 A       815 A   
 150.00 keV   1.812E+00  1.558E-01    3373 A       889 A       849 A   
 160.00 keV   1.876E+00  1.497E-01    3566 A       915 A       882 A   
 170.00 keV   1.940E+00  1.442E-01    3755 A       938 A       913 A   
 180.00 keV   2.006E+00  1.391E-01    3939 A       960 A       942 A   
 200.00 keV   2.139E+00  1.300E-01    4294 A      1000 A       997 A   
 225.00 keV   2.307E+00  1.204E-01    4715 A      1044 A      1060 A   
 250.00 keV   2.475E+00  1.123E-01    5112 A      1082 A      1115 A   
 275.00 keV   2.641E+00  1.054E-01    5487 A      1114 A      1165 A   
 300.00 keV   2.803E+00  9.935E-02    5844 A      1143 A      1210 A   
 325.00 keV   2.961E+00  9.404E-02    6185 A      1168 A      1251 A   
 350.00 keV   3.114E+00  8.934E-02    6510 A      1190 A      1288 A   
 375.00 keV   3.261E+00  8.514E-02    6822 A      1210 A      1322 A   
 400.00 keV   3.403E+00  8.136E-02    7122 A      1228 A      1353 A   
 450.00 keV   3.667E+00  7.483E-02    7692 A      1260 A      1409 A   
 500.00 keV   3.908E+00  6.937E-02    8229 A      1287 A      1458 A   
 550.00 keV   4.126E+00  6.474E-02    8738 A      1311 A      1501 A   
 600.00 keV   4.323E+00  6.074E-02    9224 A      1331 A      1539 A   
 650.00 keV   4.500E+00  5.726E-02    9692 A      1349 A      1574 A   
 700.00 keV   4.659E+00  5.420E-02    1.01 um     1365 A      1606 A   
 800.00 keV   4.930E+00  4.904E-02    1.10 um     1396 A      1662 A   
 900.00 keV   5.148E+00  4.487E-02    1.18 um     1423 A      1711 A   
   1.00 MeV   5.323E+00  4.141E-02    1.26 um     1446 A      1754 A   
   1.10 MeV   5.464E+00  3.849E-02    1.34 um     1467 A      1794 A   
   1.20 MeV   5.579E+00  3.599E-02    1.42 um     1485 A      1830 A   
   1.30 MeV   5.671E+00  3.382E-02    1.49 um     1503 A      1864 A   
   1.40 MeV   5.746E+00  3.192E-02    1.57 um     1519 A      1895 A   
   1.50 MeV   5.807E+00  3.024E-02    1.64 um     1534 A      1925 A   
   1.60 MeV   5.856E+00  2.874E-02    1.71 um     1549 A      1953 A   
   1.70 MeV   5.897E+00  2.740E-02    1.79 um     1563 A      1979 A   
   1.80 MeV   5.929E+00  2.619E-02    1.86 um     1576 A      2005 A   
   2.00 MeV   5.976E+00  2.409E-02    2.00 um     1607 A      2053 A   
   2.25 MeV   6.011E+00  2.192E-02    2.18 um     1648 A      2110 A   
   2.50 MeV   6.029E+00  2.014E-02    2.36 um     1686 A      2163 A   
   2.75 MeV   6.036E+00  1.865E-02    2.53 um     1723 A      2212 A   
   3.00 MeV   6.035E+00  1.738E-02    2.71 um     1758 A      2260 A   
   3.25 MeV   6.029E+00  1.628E-02    2.89 um     1792 A      2306 A   
   3.50 MeV   6.019E+00  1.533E-02    3.06 um     1825 A      2350 A   
   3.75 MeV   6.007E+00  1.449E-02    3.24 um     1857 A      2393 A   
   4.00 MeV   5.993E+00  1.374E-02    3.42 um     1888 A      2435 A   
   4.50 MeV   5.962E+00  1.247E-02    3.78 um     1982 A      2516 A   
   5.00 MeV   5.927E+00  1.143E-02    4.14 um     2072 A      2594 A   
   5.50 MeV   5.890E+00  1.056E-02    4.50 um     2158 A      2670 A   
   6.00 MeV   5.851E+00  9.819E-03    4.87 um     2242 A      2743 A   
   6.50 MeV   5.812E+00  9.184E-03    5.24 um     2323 A      2816 A   
   7.00 MeV   5.772E+00  8.631E-03    5.61 um     2402 A      2886 A   
   8.00 MeV   5.689E+00  7.715E-03    6.36 um     2663 A      3025 A   
   9.00 MeV   5.605E+00  6.985E-03    7.12 um     2907 A      3160 A   
  10.00 MeV   5.520E+00  6.389E-03    7.89 um     3139 A      3294 A   
  11.00 MeV   5.434E+00  5.893E-03    8.67 um     3360 A      3425 A   
  12.00 MeV   5.347E+00  5.473E-03    9.47 um     3575 A      3556 A   
  13.00 MeV   5.261E+00  5.112E-03   10.28 um     3783 A      3686 A   
  14.00 MeV   5.175E+00  4.798E-03   11.11 um     3987 A      3816 A   
  15.00 MeV   5.090E+00  4.523E-03   11.94 um     4188 A      3946 A   
  16.00 MeV   5.006E+00  4.280E-03   12.79 um     4385 A      4076 A   
  17.00 MeV   4.923E+00  4.062E-03   13.66 um     4580 A      4206 A   
  18.00 MeV   4.842E+00  3.868E-03   14.54 um     4774 A      4337 A   
  20.00 MeV   4.683E+00  3.532E-03   16.35 um     5464 A      4600 A   
  22.50 MeV   4.482E+00  3.191E-03   18.70 um     6450 A      4935 A   
  25.00 MeV   4.257E+00  2.912E-03   21.16 um     7386 A      5280 A   
  27.50 MeV   4.071E+00  2.681E-03   23.74 um     8294 A      5636 A   
  30.00 MeV   3.898E+00  2.486E-03   26.45 um     9186 A      6002 A   
  32.50 MeV   3.737E+00  2.319E-03   29.26 um     1.01 um     6381 A   
  35.00 MeV   3.587E+00  2.174E-03   32.20 um     1.09 um     6773 A   
  37.50 MeV   3.448E+00  2.047E-03   35.26 um     1.18 um     7177 A   
  40.00 MeV   3.318E+00  1.934E-03   38.44 um     1.27 um     7595 A   
  45.00 MeV   3.083E+00  1.745E-03   45.18 um     1.60 um     8473 A   
  50.00 MeV   2.878E+00  1.591E-03   52.40 um     1.91 um     9408 A   
  55.00 MeV   2.698E+00  1.463E-03   60.13 um     2.21 um     1.04 um  
  60.00 MeV   2.538E+00  1.355E-03   68.36 um     2.51 um     1.15 um  
  65.00 MeV   2.397E+00  1.263E-03   77.09 um     2.81 um     1.26 um  
  70.00 MeV   2.270E+00  1.183E-03   86.32 um     3.11 um     1.37 um  
  80.00 MeV   2.055E+00  1.051E-03  106.26 um     4.22 um     1.63 um  
  90.00 MeV   1.878E+00  9.470E-04  128.18 um     5.26 um     1.90 um  
 100.00 MeV   1.732E+00  8.625E-04  152.06 um     6.27 um     2.20 um  
 110.00 MeV   1.608E+00  7.924E-04  177.87 um     7.28 um     2.52 um  
 120.00 MeV   1.502E+00  7.334E-04  205.58 um     8.30 um     2.87 um  
 130.00 MeV   1.411E+00  6.829E-04  235.16 um     9.32 um     3.23 um  
 140.00 MeV   1.331E+00  6.393E-04  266.59 um    10.36 um     3.62 um  
 150.00 MeV   1.261E+00  6.011E-04  299.83 um    11.41 um     4.03 um  
 160.00 MeV   1.198E+00  5.674E-04  334.86 um    12.47 um     4.46 um  
 170.00 MeV   1.142E+00  5.375E-04  371.67 um    13.55 um     4.91 um  
 180.00 MeV   1.092E+00  5.107E-04  410.22 um    14.64 um     5.39 um  
 200.00 MeV   1.005E+00  4.647E-04  492.44 um    18.77 um     6.39 um  
 225.00 MeV   9.154E-01  4.181E-04  604.70 um    24.68 um     7.76 um  
 250.00 MeV   8.419E-01  3.804E-04  727.35 um    30.26 um     9.24 um  
 275.00 MeV   7.805E-01  3.492E-04  860.17 um    35.72 um    10.84 um  
 300.00 MeV   7.284E-01  3.229E-04    1.00 mm    41.14 um    12.56 um  
 325.00 MeV   6.835E-01  3.004E-04    1.16 mm    46.57 um    14.38 um  
 350.00 MeV   6.445E-01  2.810E-04    1.32 mm    52.04 um    16.31 um  
 375.00 MeV   6.102E-01  2.640E-04    1.49 mm    57.56 um    18.35 um  
 400.00 MeV   5.797E-01  2.491E-04    1.67 mm    63.14 um    20.49 um  
 450.00 MeV   5.282E-01  2.239E-04    2.06 mm    84.04 um    25.09 um  
 500.00 MeV   4.862E-01  2.036E-04    2.48 mm   103.60 um    30.07 um  
 550.00 MeV   4.513E-01  1.867E-04    2.94 mm   122.62 um    35.44 um  
 600.00 MeV   4.217E-01  1.726E-04    3.44 mm   141.42 um    41.17 um  
 650.00 MeV   3.963E-01  1.605E-04    3.96 mm   160.19 um    47.26 um  
 700.00 MeV   3.743E-01  1.500E-04    4.52 mm   179.01 um    53.69 um  
 800.00 MeV   3.381E-01  1.329E-04    5.73 mm   248.43 um    67.56 um  
 900.00 MeV   3.094E-01  1.194E-04    7.07 mm   312.51 um    82.70 um  
   1.00 GeV   2.861E-01  1.085E-04    8.51 mm   374.40 um    99.03 um  
   1.10 GeV   2.667E-01  9.943E-05   10.07 mm   435.36 um   116.50 um  
   1.20 GeV   2.505E-01  9.184E-05   11.74 mm   495.95 um   135.04 um  
   1.30 GeV   2.366E-01  8.537E-05   13.51 mm   556.47 um   154.60 um  
   1.40 GeV   2.245E-01  7.978E-05   15.38 mm   617.07 um   175.13 um  
   1.50 GeV   2.141E-01  7.491E-05   17.34 mm   677.81 um   196.58 um  
   1.60 GeV   2.048E-01  7.061E-05   19.40 mm   738.75 um   218.90 um  
   1.70 GeV   1.966E-01  6.680E-05   21.55 mm   799.88 um   242.05 um  
   1.80 GeV   1.893E-01  6.340E-05   23.78 mm   861.21 um   266.00 um  
   2.00 GeV   1.768E-01  5.756E-05   28.49 mm     1.09 mm   316.14 um  
   2.25 GeV   1.642E-01  5.167E-05   34.81 mm     1.41 mm   382.66 um  
   2.50 GeV   1.540E-01  4.691E-05   41.58 mm     1.71 mm   452.97 um  
   2.75 GeV   1.457E-01  4.298E-05   48.77 mm     1.99 mm   526.66 um  
   3.00 GeV   1.387E-01  3.968E-05   56.35 mm     2.27 mm   603.34 um  
   3.25 GeV   1.328E-01  3.686E-05   64.29 mm     2.53 mm   682.67 um  
   3.50 GeV   1.277E-01  3.443E-05   72.56 mm     2.79 mm   764.36 um  
   3.75 GeV   1.233E-01  3.231E-05   81.14 mm     3.05 mm   848.12 um  
   4.00 GeV   1.195E-01  3.045E-05   90.01 mm     3.30 mm   933.73 um  
   4.50 GeV   1.132E-01  2.732E-05  108.53 mm     4.22 mm     1.11 mm  
   5.00 GeV   1.081E-01  2.479E-05  128.00 mm     5.04 mm     1.29 mm  
   5.50 GeV   1.041E-01  2.270E-05  148.30 mm     5.81 mm     1.48 mm  
   6.00 GeV   1.007E-01  2.095E-05  169.33 mm     6.53 mm     1.66 mm  
   6.50 GeV   9.797E-02  1.945E-05  191.01 mm     7.22 mm     1.85 mm  
   7.00 GeV   9.564E-02  1.817E-05  213.26 mm     7.89 mm     2.04 mm  
   8.00 GeV   9.196E-02  1.606E-05  259.19 mm    10.23 mm     2.43 mm  
   9.00 GeV   8.923E-02  1.440E-05  306.75 mm    12.25 mm     2.81 mm  
  10.00 GeV   8.716E-02  1.306E-05  355.60 mm    14.08 mm     3.19 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  6.5708E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
