 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\18Ne_Si.txt

 Ion = Neon [10] , Mass = 18.0057 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   1.001E+00  7.035E-01    1163 A       498 A       385 A   
  60.00 keV   1.048E+00  6.809E-01    1259 A       527 A       412 A   
  65.00 keV   1.085E+00  6.599E-01    1355 A       555 A       437 A   
  70.00 keV   1.115E+00  6.403E-01    1451 A       583 A       462 A   
  80.00 keV   1.164E+00  6.050E-01    1644 A       636 A       510 A   
  90.00 keV   1.204E+00  5.740E-01    1840 A       687 A       556 A   
 100.00 keV   1.241E+00  5.465E-01    2037 A       736 A       601 A   
 110.00 keV   1.276E+00  5.220E-01    2235 A       783 A       645 A   
 120.00 keV   1.310E+00  4.999E-01    2433 A       829 A       689 A   
 130.00 keV   1.346E+00  4.799E-01    2632 A       872 A       731 A   
 140.00 keV   1.382E+00  4.617E-01    2831 A       914 A       772 A   
 150.00 keV   1.420E+00  4.451E-01    3028 A       955 A       813 A   
 160.00 keV   1.460E+00  4.298E-01    3224 A       993 A       853 A   
 170.00 keV   1.501E+00  4.157E-01    3419 A      1030 A       892 A   
 180.00 keV   1.543E+00  4.026E-01    3612 A      1066 A       930 A   
 200.00 keV   1.631E+00  3.791E-01    3991 A      1132 A      1004 A   
 225.00 keV   1.746E+00  3.539E-01    4452 A      1208 A      1091 A   
 250.00 keV   1.867E+00  3.323E-01    4896 A      1275 A      1172 A   
 275.00 keV   1.990E+00  3.136E-01    5324 A      1335 A      1247 A   
 300.00 keV   2.116E+00  2.971E-01    5735 A      1389 A      1317 A   
 325.00 keV   2.243E+00  2.825E-01    6130 A      1438 A      1383 A   
 350.00 keV   2.370E+00  2.695E-01    6510 A      1482 A      1443 A   
 375.00 keV   2.497E+00  2.577E-01    6876 A      1521 A      1500 A   
 400.00 keV   2.622E+00  2.471E-01    7228 A      1557 A      1552 A   
 450.00 keV   2.870E+00  2.286E-01    7897 A      1621 A      1647 A   
 500.00 keV   3.110E+00  2.130E-01    8523 A      1675 A      1731 A   
 550.00 keV   3.341E+00  1.996E-01    9112 A      1721 A      1805 A   
 600.00 keV   3.562E+00  1.880E-01    9670 A      1761 A      1871 A   
 650.00 keV   3.773E+00  1.779E-01    1.02 um     1795 A      1931 A   
 700.00 keV   3.974E+00  1.689E-01    1.07 um     1826 A      1984 A   
 800.00 keV   4.347E+00  1.536E-01    1.17 um     1881 A      2079 A   
 900.00 keV   4.682E+00  1.411E-01    1.26 um     1925 A      2159 A   
   1.00 MeV   4.984E+00  1.307E-01    1.34 um     1963 A      2229 A   
   1.10 MeV   5.255E+00  1.219E-01    1.42 um     1995 A      2290 A   
   1.20 MeV   5.499E+00  1.143E-01    1.49 um     2024 A      2345 A   
   1.30 MeV   5.719E+00  1.077E-01    1.57 um     2049 A      2394 A   
   1.40 MeV   5.919E+00  1.019E-01    1.64 um     2071 A      2439 A   
   1.50 MeV   6.101E+00  9.675E-02    1.71 um     2092 A      2481 A   
   1.60 MeV   6.266E+00  9.214E-02    1.78 um     2111 A      2519 A   
   1.70 MeV   6.418E+00  8.799E-02    1.84 um     2128 A      2555 A   
   1.80 MeV   6.557E+00  8.423E-02    1.91 um     2144 A      2588 A   
   2.00 MeV   6.802E+00  7.769E-02    2.03 um     2177 A      2650 A   
   2.25 MeV   7.061E+00  7.092E-02    2.18 um     2215 A      2718 A   
   2.50 MeV   7.278E+00  6.534E-02    2.33 um     2249 A      2778 A   
   2.75 MeV   7.462E+00  6.064E-02    2.47 um     2279 A      2834 A   
   3.00 MeV   7.621E+00  5.662E-02    2.61 um     2307 A      2884 A   
   3.25 MeV   7.759E+00  5.315E-02    2.75 um     2333 A      2931 A   
   3.50 MeV   7.880E+00  5.011E-02    2.89 um     2357 A      2975 A   
   3.75 MeV   7.986E+00  4.743E-02    3.02 um     2380 A      3016 A   
   4.00 MeV   8.081E+00  4.504E-02    3.15 um     2402 A      3054 A   
   4.50 MeV   8.242E+00  4.097E-02    3.41 um     2455 A      3127 A   
   5.00 MeV   8.372E+00  3.763E-02    3.67 um     2505 A      3193 A   
   5.50 MeV   8.479E+00  3.483E-02    3.93 um     2552 A      3254 A   
   6.00 MeV   8.567E+00  3.244E-02    4.18 um     2596 A      3312 A   
   6.50 MeV   8.641E+00  3.039E-02    4.42 um     2638 A      3366 A   
   7.00 MeV   8.702E+00  2.860E-02    4.67 um     2678 A      3418 A   
   8.00 MeV   8.796E+00  2.562E-02    5.16 um     2797 A      3514 A   
   9.00 MeV   8.862E+00  2.324E-02    5.65 um     2908 A      3604 A   
  10.00 MeV   8.905E+00  2.129E-02    6.13 um     3012 A      3689 A   
  11.00 MeV   8.932E+00  1.967E-02    6.61 um     3112 A      3769 A   
  12.00 MeV   8.946E+00  1.829E-02    7.09 um     3207 A      3846 A   
  13.00 MeV   8.949E+00  1.710E-02    7.57 um     3300 A      3920 A   
  14.00 MeV   8.944E+00  1.607E-02    8.05 um     3389 A      3991 A   
  15.00 MeV   8.932E+00  1.516E-02    8.53 um     3476 A      4061 A   
  16.00 MeV   8.913E+00  1.436E-02    9.01 um     3560 A      4129 A   
  17.00 MeV   8.889E+00  1.364E-02    9.49 um     3643 A      4195 A   
  18.00 MeV   8.862E+00  1.300E-02    9.98 um     3724 A      4260 A   
  20.00 MeV   8.795E+00  1.188E-02   10.95 um     4003 A      4387 A   
  22.50 MeV   8.697E+00  1.075E-02   12.18 um     4400 A      4541 A   
  25.00 MeV   8.587E+00  9.825E-03   13.42 um     4772 A      4691 A   
  27.50 MeV   8.469E+00  9.055E-03   14.68 um     5126 A      4839 A   
  30.00 MeV   8.345E+00  8.404E-03   15.96 um     5466 A      4984 A   
  32.50 MeV   8.219E+00  7.845E-03   17.26 um     5795 A      5129 A   
  35.00 MeV   8.091E+00  7.360E-03   18.58 um     6116 A      5273 A   
  37.50 MeV   7.967E+00  6.935E-03   19.92 um     6430 A      5416 A   
  40.00 MeV   7.818E+00  6.559E-03   21.28 um     6740 A      5560 A   
  45.00 MeV   7.478E+00  5.923E-03   24.10 um     7876 A      5850 A   
  50.00 MeV   7.196E+00  5.406E-03   27.03 um     8948 A      6147 A   
  55.00 MeV   6.929E+00  4.976E-03   30.08 um     9977 A      6450 A   
  60.00 MeV   6.677E+00  4.613E-03   33.24 um     1.10 um     6760 A   
  65.00 MeV   6.439E+00  4.302E-03   36.52 um     1.20 um     7079 A   
  70.00 MeV   6.215E+00  4.032E-03   39.93 um     1.29 um     7406 A   
  80.00 MeV   5.805E+00  3.587E-03   47.09 um     1.65 um     8090 A   
  90.00 MeV   5.441E+00  3.235E-03   54.76 um     1.98 um     8813 A   
 100.00 MeV   5.117E+00  2.949E-03   62.92 um     2.30 um     9578 A   
 110.00 MeV   4.827E+00  2.712E-03   71.58 um     2.62 um     1.04 um  
 120.00 MeV   4.567E+00  2.511E-03   80.75 um     2.93 um     1.12 um  
 130.00 MeV   4.332E+00  2.340E-03   90.44 um     3.24 um     1.21 um  
 140.00 MeV   4.120E+00  2.191E-03  100.63 um     3.55 um     1.31 um  
 150.00 MeV   3.927E+00  2.062E-03  111.33 um     3.87 um     1.41 um  
 160.00 MeV   3.752E+00  1.947E-03  122.55 um     4.19 um     1.51 um  
 170.00 MeV   3.591E+00  1.845E-03  134.29 um     4.52 um     1.62 um  
 180.00 MeV   3.443E+00  1.754E-03  146.53 um     4.85 um     1.73 um  
 200.00 MeV   3.182E+00  1.597E-03  172.56 um     6.11 um     1.97 um  
 225.00 MeV   2.907E+00  1.438E-03  207.96 um     7.92 um     2.29 um  
 250.00 MeV   2.677E+00  1.309E-03  246.56 um     9.64 um     2.64 um  
 275.00 MeV   2.481E+00  1.203E-03  288.34 um    11.33 um     3.02 um  
 300.00 MeV   2.314E+00  1.113E-03  333.28 um    13.02 um     3.43 um  
 325.00 MeV   2.169E+00  1.036E-03  381.34 um    14.72 um     3.86 um  
 350.00 MeV   2.043E+00  9.692E-04  432.48 um    16.43 um     4.33 um  
 375.00 MeV   1.933E+00  9.111E-04  486.67 um    18.16 um     4.81 um  
 400.00 MeV   1.836E+00  8.598E-04  543.82 um    19.91 um     5.33 um  
 450.00 MeV   1.675E+00  7.735E-04  666.65 um    26.49 um     6.43 um  
 500.00 MeV   1.549E+00  7.036E-04  800.38 um    32.61 um     7.63 um  
 550.00 MeV   1.447E+00  6.458E-04  944.23 um    38.51 um     8.91 um  
 600.00 MeV   1.351E+00  5.971E-04    1.10 mm    44.32 um    10.28 um  
 650.00 MeV   1.269E+00  5.555E-04    1.26 mm    50.13 um    11.73 um  
 700.00 MeV   1.197E+00  5.196E-04    1.44 mm    55.98 um    13.27 um  
 800.00 MeV   1.078E+00  4.605E-04    1.82 mm    77.70 um    16.59 um  
 900.00 MeV   9.827E-01  4.139E-04    2.24 mm    97.86 um    20.23 um  
   1.00 GeV   9.052E-01  3.763E-04    2.69 mm   117.44 um    24.18 um  
   1.10 GeV   8.407E-01  3.451E-04    3.19 mm   136.83 um    28.43 um  
   1.20 GeV   7.862E-01  3.189E-04    3.72 mm   156.21 um    32.96 um  
   1.30 GeV   7.394E-01  2.966E-04    4.28 mm   175.68 um    37.76 um  
   1.40 GeV   6.989E-01  2.772E-04    4.88 mm   195.29 um    42.84 um  
   1.50 GeV   6.634E-01  2.604E-04    5.51 mm   215.07 um    48.18 um  
   1.60 GeV   6.320E-01  2.455E-04    6.18 mm   235.02 um    53.76 um  
   1.70 GeV   6.041E-01  2.323E-04    6.87 mm   255.15 um    59.59 um  
   1.80 GeV   5.791E-01  2.205E-04    7.60 mm   275.46 um    65.66 um  
   2.00 GeV   5.361E-01  2.003E-04    9.15 mm   352.31 um    78.49 um  
   2.25 GeV   4.926E-01  1.799E-04   11.25 mm   461.15 um    95.74 um  
   2.50 GeV   4.573E-01  1.634E-04   13.51 mm   562.58 um   114.25 um  
   2.75 GeV   4.281E-01  1.498E-04   15.95 mm   660.33 um   133.93 um  
   3.00 GeV   4.036E-01  1.383E-04   18.54 mm   756.00 um   154.72 um  
   3.25 GeV   3.827E-01  1.286E-04   21.28 mm   850.41 um   176.53 um  
   3.50 GeV   3.647E-01  1.201E-04   24.16 mm   944.00 um   199.29 um  
   3.75 GeV   3.490E-01  1.128E-04   27.18 mm     1.04 mm   222.95 um  
   4.00 GeV   3.352E-01  1.063E-04   30.33 mm     1.13 mm   247.45 um  
   4.50 GeV   3.120E-01  9.539E-05   36.99 mm     1.47 mm   298.76 um  
   5.00 GeV   2.935E-01  8.659E-05   44.11 mm     1.79 mm   352.83 um  
   5.50 GeV   2.782E-01  7.933E-05   51.65 mm     2.08 mm   409.30 um  
   6.00 GeV   2.655E-01  7.323E-05   59.57 mm     2.37 mm   467.88 um  
   6.50 GeV   2.548E-01  6.803E-05   67.85 mm     2.64 mm   528.31 um  
   7.00 GeV   2.456E-01  6.354E-05   76.46 mm     2.91 mm   590.35 um  
   8.00 GeV   2.307E-01  5.619E-05   94.57 mm     3.88 mm   718.48 um  
   9.00 GeV   2.193E-01  5.040E-05  113.72 mm     4.74 mm   850.87 um  
  10.00 GeV   2.102E-01  4.573E-05  133.79 mm     5.53 mm   986.38 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  3.2578E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
