 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Be6_Si.txt

 Ion = Beryllium [4] , Mass = 6.0197 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  50.00 keV   7.840E-01  7.863E-02    2353 A       902 A       818 A   
  55.00 keV   8.235E-01  7.445E-02    2553 A       941 A       863 A   
  60.00 keV   8.611E-01  7.075E-02    2747 A       976 A       906 A   
  65.00 keV   8.972E-01  6.746E-02    2937 A      1009 A       945 A   
  70.00 keV   9.321E-01  6.450E-02    3123 A      1039 A       983 A   
  80.00 keV   9.991E-01  5.941E-02    3482 A      1093 A      1052 A   
  90.00 keV   1.063E+00  5.515E-02    3827 A      1140 A      1115 A   
 100.00 keV   1.125E+00  5.154E-02    4158 A      1181 A      1171 A   
 110.00 keV   1.186E+00  4.844E-02    4477 A      1218 A      1223 A   
 120.00 keV   1.245E+00  4.573E-02    4784 A      1251 A      1270 A   
 130.00 keV   1.302E+00  4.334E-02    5080 A      1280 A      1314 A   
 140.00 keV   1.358E+00  4.122E-02    5367 A      1307 A      1355 A   
 150.00 keV   1.413E+00  3.933E-02    5644 A      1331 A      1392 A   
 160.00 keV   1.467E+00  3.762E-02    5913 A      1353 A      1428 A   
 170.00 keV   1.520E+00  3.607E-02    6175 A      1373 A      1460 A   
 180.00 keV   1.571E+00  3.466E-02    6429 A      1392 A      1491 A   
 200.00 keV   1.671E+00  3.218E-02    6917 A      1426 A      1548 A   
 225.00 keV   1.789E+00  2.959E-02    7494 A      1463 A      1610 A   
 250.00 keV   1.900E+00  2.742E-02    8040 A      1494 A      1664 A   
 275.00 keV   2.004E+00  2.558E-02    8560 A      1521 A      1713 A   
 300.00 keV   2.102E+00  2.400E-02    9057 A      1544 A      1757 A   
 325.00 keV   2.193E+00  2.262E-02    9535 A      1565 A      1796 A   
 350.00 keV   2.279E+00  2.141E-02    9995 A      1584 A      1832 A   
 375.00 keV   2.358E+00  2.033E-02    1.04 um     1601 A      1866 A   
 400.00 keV   2.432E+00  1.937E-02    1.09 um     1616 A      1897 A   
 450.00 keV   2.565E+00  1.771E-02    1.17 um     1646 A      1952 A   
 500.00 keV   2.680E+00  1.634E-02    1.25 um     1671 A      2001 A   
 550.00 keV   2.778E+00  1.519E-02    1.33 um     1693 A      2045 A   
 600.00 keV   2.862E+00  1.420E-02    1.40 um     1713 A      2086 A   
 650.00 keV   2.933E+00  1.334E-02    1.47 um     1731 A      2122 A   
 700.00 keV   2.994E+00  1.259E-02    1.55 um     1747 A      2157 A   
 800.00 keV   3.087E+00  1.134E-02    1.68 um     1782 A      2219 A   
 900.00 keV   3.152E+00  1.033E-02    1.82 um     1814 A      2274 A   
   1.00 MeV   3.195E+00  9.497E-03    1.95 um     1842 A      2325 A   
   1.10 MeV   3.220E+00  8.799E-03    2.09 um     1869 A      2373 A   
   1.20 MeV   3.233E+00  8.205E-03    2.22 um     1894 A      2417 A   
   1.30 MeV   3.237E+00  7.692E-03    2.35 um     1918 A      2460 A   
   1.40 MeV   3.233E+00  7.243E-03    2.48 um     1941 A      2500 A   
   1.50 MeV   3.224E+00  6.849E-03    2.62 um     1964 A      2540 A   
   1.60 MeV   3.210E+00  6.498E-03    2.75 um     1986 A      2578 A   
   1.70 MeV   3.194E+00  6.184E-03    2.88 um     2007 A      2615 A   
   1.80 MeV   3.175E+00  5.901E-03    3.02 um     2029 A      2651 A   
   2.00 MeV   3.133E+00  5.412E-03    3.29 um     2088 A      2722 A   
   2.25 MeV   3.075E+00  4.911E-03    3.63 um     2172 A      2807 A   
   2.50 MeV   3.016E+00  4.500E-03    3.98 um     2254 A      2891 A   
   2.75 MeV   2.958E+00  4.157E-03    4.34 um     2336 A      2974 A   
   3.00 MeV   2.901E+00  3.866E-03    4.71 um     2418 A      3056 A   
   3.25 MeV   2.847E+00  3.616E-03    5.08 um     2499 A      3138 A   
   3.50 MeV   2.795E+00  3.398E-03    5.46 um     2581 A      3220 A   
   3.75 MeV   2.745E+00  3.207E-03    5.85 um     2662 A      3302 A   
   4.00 MeV   2.698E+00  3.037E-03    6.24 um     2743 A      3384 A   
   4.50 MeV   2.610E+00  2.750E-03    7.05 um     3017 A      3550 A   
   5.00 MeV   2.529E+00  2.515E-03    7.89 um     3283 A      3718 A   
   5.50 MeV   2.455E+00  2.319E-03    8.75 um     3544 A      3889 A   
   6.00 MeV   2.387E+00  2.154E-03    9.64 um     3801 A      4062 A   
   6.50 MeV   2.323E+00  2.011E-03   10.55 um     4055 A      4239 A   
   7.00 MeV   2.264E+00  1.888E-03   11.49 um     4307 A      4418 A   
   8.00 MeV   2.155E+00  1.684E-03   13.43 um     5184 A      4787 A   
   9.00 MeV   2.058E+00  1.522E-03   15.48 um     6003 A      5169 A   
  10.00 MeV   1.970E+00  1.389E-03   17.61 um     6788 A      5563 A   
  11.00 MeV   1.890E+00  1.280E-03   19.84 um     7552 A      5971 A   
  12.00 MeV   1.816E+00  1.187E-03   22.16 um     8303 A      6391 A   
  13.00 MeV   1.747E+00  1.107E-03   24.58 um     9046 A      6824 A   
  14.00 MeV   1.673E+00  1.038E-03   27.10 um     9791 A      7272 A   
  15.00 MeV   1.603E+00  9.777E-04   29.72 um     1.05 um     7737 A   
  16.00 MeV   1.543E+00  9.243E-04   32.46 um     1.13 um     8217 A   
  17.00 MeV   1.487E+00  8.767E-04   35.30 um     1.21 um     8713 A   
  18.00 MeV   1.435E+00  8.340E-04   38.24 um     1.28 um     9226 A   
  20.00 MeV   1.340E+00  7.606E-04   44.45 um     1.57 um     1.03 um  
  22.50 MeV   1.237E+00  6.860E-04   52.81 um     1.98 um     1.17 um  
  25.00 MeV   1.147E+00  6.254E-04   61.84 um     2.38 um     1.33 um  
  27.50 MeV   1.069E+00  5.751E-04   71.56 um     2.76 um     1.49 um  
  30.00 MeV   9.999E-01  5.327E-04   81.97 um     3.15 um     1.67 um  
  32.50 MeV   9.389E-01  4.964E-04   93.08 um     3.54 um     1.85 um  
  35.00 MeV   8.846E-01  4.650E-04  104.89 um     3.93 um     2.05 um  
  37.50 MeV   8.361E-01  4.374E-04  117.40 um     4.34 um     2.26 um  
  40.00 MeV   7.926E-01  4.132E-04  130.62 um     4.75 um     2.48 um  
  45.00 MeV   7.179E-01  3.722E-04  159.16 um     6.27 um     2.96 um  
  50.00 MeV   6.563E-01  3.390E-04  190.52 um     7.73 um     3.48 um  
  55.00 MeV   6.049E-01  3.114E-04  224.68 um     9.16 um     4.05 um  
  60.00 MeV   5.616E-01  2.882E-04  261.61 um    10.60 um     4.66 um  
  65.00 MeV   5.246E-01  2.684E-04  301.28 um    12.05 um     5.32 um  
  70.00 MeV   4.927E-01  2.512E-04  343.62 um    13.52 um     6.02 um  
  80.00 MeV   4.409E-01  2.230E-04  436.00 um    18.91 um     7.55 um  
  90.00 MeV   4.005E-01  2.007E-04  538.46 um    23.95 um     9.25 um  
 100.00 MeV   3.683E-01  1.826E-04  650.57 um    28.85 um    11.10 um  
 110.00 MeV   3.418E-01  1.676E-04  771.91 um    33.71 um    13.10 um  
 120.00 MeV   3.196E-01  1.550E-04  902.18 um    38.57 um    15.24 um  
 130.00 MeV   3.005E-01  1.443E-04    1.04 mm    43.45 um    17.51 um  
 140.00 MeV   2.837E-01  1.350E-04    1.19 mm    48.37 um    19.91 um  
 150.00 MeV   2.688E-01  1.268E-04    1.34 mm    53.35 um    22.44 um  
 160.00 MeV   2.552E-01  1.197E-04    1.51 mm    58.40 um    25.10 um  
 170.00 MeV   2.427E-01  1.133E-04    1.68 mm    63.54 um    27.90 um  
 180.00 MeV   2.310E-01  1.076E-04    1.86 mm    68.78 um    30.82 um  
 200.00 MeV   2.124E-01  9.784E-05    2.25 mm    88.50 um    37.06 um  
 225.00 MeV   1.933E-01  8.796E-05    2.78 mm   116.64 um    45.54 um  
 250.00 MeV   1.778E-01  7.996E-05    3.36 mm   143.23 um    54.76 um  
 275.00 MeV   1.649E-01  7.334E-05    3.99 mm   169.20 um    64.70 um  
 300.00 MeV   1.540E-01  6.778E-05    4.67 mm   194.98 um    75.33 um  
 325.00 MeV   1.446E-01  6.303E-05    5.39 mm   220.77 um    86.63 um  
 350.00 MeV   1.365E-01  5.893E-05    6.16 mm   246.71 um    98.59 um  
 375.00 MeV   1.294E-01  5.534E-05    6.97 mm   272.84 um   111.18 um  
 400.00 MeV   1.231E-01  5.219E-05    7.82 mm   299.21 um   124.38 um  
 450.00 MeV   1.124E-01  4.688E-05    9.65 mm   397.31 um   152.60 um  
 500.00 MeV   1.038E-01  4.259E-05   11.64 mm   488.87 um   183.11 um  
 550.00 MeV   9.664E-02  3.905E-05   13.79 mm   577.55 um   215.80 um  
 600.00 MeV   9.059E-02  3.607E-05   16.09 mm   664.90 um   250.56 um  
 650.00 MeV   8.543E-02  3.352E-05   18.54 mm   751.71 um   287.32 um  
 700.00 MeV   8.096E-02  3.133E-05   21.13 mm   838.38 um   325.97 um  
 800.00 MeV   7.361E-02  2.773E-05   26.71 mm     1.16 mm   408.66 um  
 900.00 MeV   6.782E-02  2.489E-05   32.80 mm     1.45 mm   498.01 um  
   1.00 GeV   6.314E-02  2.260E-05   39.39 mm     1.72 mm   593.48 um  
   1.10 GeV   5.927E-02  2.071E-05   46.42 mm     2.00 mm   694.58 um  
   1.20 GeV   5.603E-02  1.912E-05   53.90 mm     2.26 mm   800.85 um  
   1.30 GeV   5.327E-02  1.777E-05   61.78 mm     2.53 mm   911.89 um  
   1.40 GeV   5.089E-02  1.660E-05   70.05 mm     2.79 mm     1.03 mm  
   1.50 GeV   4.882E-02  1.558E-05   78.69 mm     3.05 mm     1.15 mm  
   1.60 GeV   4.701E-02  1.468E-05   87.68 mm     3.31 mm     1.27 mm  
   1.70 GeV   4.540E-02  1.388E-05   97.00 mm     3.57 mm     1.40 mm  
   1.80 GeV   4.397E-02  1.317E-05  106.64 mm     3.83 mm     1.53 mm  
   2.00 GeV   4.155E-02  1.195E-05  126.79 mm     4.79 mm     1.80 mm  
   2.25 GeV   3.912E-02  1.072E-05  153.50 mm     6.11 mm     2.14 mm  
   2.50 GeV   3.719E-02  9.730E-06  181.73 mm     7.32 mm     2.51 mm  
   2.75 GeV   3.561E-02  8.911E-06  211.32 mm     8.44 mm     2.88 mm  
   3.00 GeV   3.431E-02  8.223E-06  242.12 mm     9.52 mm     3.26 mm  
   3.25 GeV   3.323E-02  7.637E-06  274.01 mm    10.55 mm     3.65 mm  
   3.50 GeV   3.230E-02  7.131E-06  306.87 mm    11.54 mm     4.04 mm  
   3.75 GeV   3.152E-02  6.690E-06  340.61 mm    12.51 mm     4.43 mm  
   4.00 GeV   3.084E-02  6.303E-06  375.15 mm    13.44 mm     4.83 mm  
   4.50 GeV   2.973E-02  5.651E-06  446.28 mm    16.82 mm     5.64 mm  
   5.00 GeV   2.888E-02  5.126E-06  519.77 mm    19.80 mm     6.44 mm  
   5.50 GeV   2.821E-02  4.693E-06  595.22 mm    22.52 mm     7.24 mm  
   6.00 GeV   2.768E-02  4.329E-06  672.29 mm    25.05 mm     8.04 mm  
   6.50 GeV   2.725E-02  4.019E-06  750.70 mm    27.42 mm     8.83 mm  
   7.00 GeV   2.690E-02  3.752E-06  830.23 mm    29.66 mm     9.61 mm  
   8.00 GeV   2.639E-02  3.314E-06  991.87 mm    37.49 mm    11.14 mm  
   9.00 GeV   2.605E-02  2.971E-06    1.16 m     44.15 mm    12.62 mm  
  10.00 GeV   2.582E-02  2.693E-06    1.32 m     50.05 mm    14.06 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  1.6093E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
