 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 18, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\15O_Si.txt

 Ion = Oxygen [8] , Mass = 15.0031 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   1.061E+00  4.536E-01    1315 A       525 A       421 A   
  60.00 keV   1.097E+00  4.368E-01    1427 A       555 A       449 A   
  65.00 keV   1.131E+00  4.214E-01    1539 A       584 A       476 A   
  70.00 keV   1.164E+00  4.072E-01    1650 A       612 A       502 A   
  80.00 keV   1.223E+00  3.820E-01    1872 A       664 A       553 A   
  90.00 keV   1.278E+00  3.602E-01    2092 A       713 A       602 A   
 100.00 keV   1.329E+00  3.412E-01    2311 A       759 A       649 A   
 110.00 keV   1.377E+00  3.244E-01    2528 A       802 A       694 A   
 120.00 keV   1.423E+00  3.094E-01    2743 A       843 A       738 A   
 130.00 keV   1.467E+00  2.959E-01    2955 A       882 A       780 A   
 140.00 keV   1.511E+00  2.837E-01    3165 A       918 A       821 A   
 150.00 keV   1.554E+00  2.727E-01    3373 A       953 A       860 A   
 160.00 keV   1.597E+00  2.626E-01    3579 A       985 A       898 A   
 170.00 keV   1.640E+00  2.533E-01    3782 A      1017 A       935 A   
 180.00 keV   1.682E+00  2.448E-01    3982 A      1046 A       970 A   
 200.00 keV   1.767E+00  2.296E-01    4375 A      1101 A      1038 A   
 225.00 keV   1.874E+00  2.134E-01    4850 A      1164 A      1117 A   
 250.00 keV   1.982E+00  1.996E-01    5309 A      1219 A      1189 A   
 275.00 keV   2.090E+00  1.877E-01    5752 A      1269 A      1257 A   
 300.00 keV   2.199E+00  1.774E-01    6178 A      1313 A      1319 A   
 325.00 keV   2.308E+00  1.682E-01    6590 A      1353 A      1377 A   
 350.00 keV   2.417E+00  1.601E-01    6987 A      1390 A      1430 A   
 375.00 keV   2.526E+00  1.528E-01    7370 A      1422 A      1480 A   
 400.00 keV   2.634E+00  1.462E-01    7740 A      1452 A      1527 A   
 450.00 keV   2.848E+00  1.348E-01    8446 A      1506 A      1611 A   
 500.00 keV   3.057E+00  1.253E-01    9109 A      1552 A      1685 A   
 550.00 keV   3.261E+00  1.171E-01    9736 A      1591 A      1751 A   
 600.00 keV   3.459E+00  1.101E-01    1.03 um     1625 A      1810 A   
 650.00 keV   3.650E+00  1.039E-01    1.09 um     1655 A      1864 A   
 700.00 keV   3.833E+00  9.848E-02    1.14 um     1681 A      1912 A   
 800.00 keV   4.179E+00  8.932E-02    1.25 um     1729 A      1996 A   
 900.00 keV   4.494E+00  8.186E-02    1.34 um     1767 A      2068 A   
   1.00 MeV   4.781E+00  7.567E-02    1.43 um     1800 A      2130 A   
   1.10 MeV   5.041E+00  7.044E-02    1.51 um     1828 A      2184 A   
   1.20 MeV   5.275E+00  6.594E-02    1.59 um     1853 A      2233 A   
   1.30 MeV   5.486E+00  6.204E-02    1.67 um     1874 A      2277 A   
   1.40 MeV   5.675E+00  5.862E-02    1.75 um     1894 A      2317 A   
   1.50 MeV   5.845E+00  5.558E-02    1.82 um     1912 A      2353 A   
   1.60 MeV   5.997E+00  5.288E-02    1.89 um     1928 A      2387 A   
   1.70 MeV   6.134E+00  5.045E-02    1.96 um     1943 A      2419 A   
   1.80 MeV   6.256E+00  4.825E-02    2.03 um     1957 A      2448 A   
   2.00 MeV   6.462E+00  4.443E-02    2.16 um     1987 A      2502 A   
   2.25 MeV   6.663E+00  4.049E-02    2.32 um     2022 A      2563 A   
   2.50 MeV   6.813E+00  3.724E-02    2.48 um     2055 A      2617 A   
   2.75 MeV   6.925E+00  3.452E-02    2.64 um     2084 A      2666 A   
   3.00 MeV   7.007E+00  3.220E-02    2.79 um     2112 A      2712 A   
   3.25 MeV   7.067E+00  3.019E-02    2.94 um     2138 A      2755 A   
   3.50 MeV   7.109E+00  2.844E-02    3.09 um     2163 A      2795 A   
   3.75 MeV   7.137E+00  2.689E-02    3.24 um     2187 A      2834 A   
   4.00 MeV   7.155E+00  2.552E-02    3.39 um     2210 A      2870 A   
   4.50 MeV   7.167E+00  2.318E-02    3.69 um     2274 A      2940 A   
   5.00 MeV   7.158E+00  2.127E-02    3.99 um     2334 A      3005 A   
   5.50 MeV   7.136E+00  1.966E-02    4.29 um     2393 A      3067 A   
   6.00 MeV   7.107E+00  1.830E-02    4.59 um     2450 A      3126 A   
   6.50 MeV   7.074E+00  1.713E-02    4.89 um     2506 A      3184 A   
   7.00 MeV   7.038E+00  1.611E-02    5.19 um     2560 A      3239 A   
   8.00 MeV   6.962E+00  1.441E-02    5.81 um     2736 A      3347 A   
   9.00 MeV   6.886E+00  1.306E-02    6.43 um     2903 A      3450 A   
  10.00 MeV   6.811E+00  1.195E-02    7.05 um     3064 A      3550 A   
  11.00 MeV   6.739E+00  1.103E-02    7.69 um     3220 A      3648 A   
  12.00 MeV   6.668E+00  1.025E-02    8.33 um     3371 A      3745 A   
  13.00 MeV   6.600E+00  9.580E-03    8.97 um     3519 A      3840 A   
  14.00 MeV   6.534E+00  8.996E-03    9.63 um     3663 A      3934 A   
  15.00 MeV   6.469E+00  8.484E-03   10.29 um     3804 A      4027 A   
  16.00 MeV   6.405E+00  8.031E-03   10.96 um     3943 A      4119 A   
  17.00 MeV   6.342E+00  7.626E-03   11.63 um     4079 A      4211 A   
  18.00 MeV   6.281E+00  7.263E-03   12.31 um     4214 A      4302 A   
  20.00 MeV   6.160E+00  6.636E-03   13.70 um     4686 A      4484 A   
  22.50 MeV   6.012E+00  5.998E-03   15.46 um     5357 A      4711 A   
  25.00 MeV   5.869E+00  5.479E-03   17.27 um     5980 A      4938 A   
  27.50 MeV   5.730E+00  5.046E-03   19.13 um     6571 A      5166 A   
  30.00 MeV   5.595E+00  4.681E-03   21.03 um     7139 A      5396 A   
  32.50 MeV   5.460E+00  4.367E-03   22.97 um     7690 A      5627 A   
  35.00 MeV   5.296E+00  4.096E-03   24.97 um     8233 A      5861 A   
  37.50 MeV   5.140E+00  3.857E-03   27.03 um     8772 A      6099 A   
  40.00 MeV   5.005E+00  3.647E-03   29.16 um     9310 A      6342 A   
  45.00 MeV   4.751E+00  3.291E-03   33.57 um     1.13 um     6841 A   
  50.00 MeV   4.517E+00  3.002E-03   38.22 um     1.31 um     7358 A   
  55.00 MeV   4.302E+00  2.762E-03   43.10 um     1.49 um     7895 A   
  60.00 MeV   4.104E+00  2.559E-03   48.22 um     1.66 um     8453 A   
  65.00 MeV   3.921E+00  2.386E-03   53.59 um     1.83 um     9034 A   
  70.00 MeV   3.752E+00  2.235E-03   59.20 um     2.01 um     9636 A   
  80.00 MeV   3.452E+00  1.987E-03   71.16 um     2.64 um     1.09 um  
  90.00 MeV   3.195E+00  1.791E-03   84.13 um     3.22 um     1.23 um  
 100.00 MeV   2.973E+00  1.632E-03   98.10 um     3.79 um     1.37 um  
 110.00 MeV   2.780E+00  1.500E-03  113.08 um     4.36 um     1.53 um  
 120.00 MeV   2.612E+00  1.389E-03  129.06 um     4.92 um     1.70 um  
 130.00 MeV   2.464E+00  1.294E-03  146.04 um     5.49 um     1.87 um  
 140.00 MeV   2.333E+00  1.211E-03  164.00 um     6.07 um     2.06 um  
 150.00 MeV   2.217E+00  1.139E-03  182.93 um     6.65 um     2.25 um  
 160.00 MeV   2.113E+00  1.075E-03  202.83 um     7.23 um     2.46 um  
 170.00 MeV   2.020E+00  1.019E-03  223.67 um     7.83 um     2.67 um  
 180.00 MeV   1.936E+00  9.683E-04  245.45 um     8.43 um     2.89 um  
 200.00 MeV   1.790E+00  8.814E-04  291.73 um    10.71 um     3.36 um  
 225.00 MeV   1.640E+00  7.934E-04  354.57 um    13.96 um     4.00 um  
 250.00 MeV   1.517E+00  7.220E-04  422.82 um    17.02 um     4.69 um  
 275.00 MeV   1.414E+00  6.629E-04  496.33 um    19.99 um     5.43 um  
 300.00 MeV   1.325E+00  6.131E-04  575.02 um    22.93 um     6.21 um  
 325.00 MeV   1.246E+00  5.706E-04  658.83 um    25.86 um     7.04 um  
 350.00 MeV   1.176E+00  5.338E-04  747.80 um    28.82 um     7.92 um  
 375.00 MeV   1.111E+00  5.017E-04  842.00 um    31.81 um     8.85 um  
 400.00 MeV   1.052E+00  4.734E-04  941.57 um    34.85 um     9.82 um  
 450.00 MeV   9.441E-01  4.257E-04    1.16 mm    46.48 um    11.93 um  
 500.00 MeV   8.688E-01  3.871E-04    1.40 mm    57.50 um    14.24 um  
 550.00 MeV   8.060E-01  3.551E-04    1.65 mm    68.19 um    16.73 um  
 600.00 MeV   7.526E-01  3.283E-04    1.93 mm    78.75 um    19.40 um  
 650.00 MeV   7.068E-01  3.053E-04    2.22 mm    89.30 um    22.24 um  
 700.00 MeV   6.669E-01  2.855E-04    2.54 mm    99.88 um    25.25 um  
 800.00 MeV   6.009E-01  2.530E-04    3.22 mm   139.03 um    31.75 um  
 900.00 MeV   5.484E-01  2.273E-04    3.97 mm   175.25 um    38.88 um  
   1.00 GeV   5.056E-01  2.066E-04    4.79 mm   210.35 um    46.61 um  
   1.10 GeV   4.701E-01  1.894E-04    5.67 mm   245.05 um    54.90 um  
   1.20 GeV   4.401E-01  1.750E-04    6.62 mm   279.67 um    63.74 um  
   1.30 GeV   4.144E-01  1.627E-04    7.63 mm   314.40 um    73.11 um  
   1.40 GeV   3.921E-01  1.521E-04    8.70 mm   349.31 um    82.98 um  
   1.50 GeV   3.726E-01  1.428E-04    9.82 mm   384.46 um    93.35 um  
   1.60 GeV   3.554E-01  1.346E-04   11.01 mm   419.86 um   104.18 um  
   1.70 GeV   3.401E-01  1.274E-04   12.24 mm   455.52 um   115.47 um  
   1.80 GeV   3.264E-01  1.209E-04   13.54 mm   491.45 um   127.20 um  
   2.00 GeV   3.029E-01  1.098E-04   16.28 mm   627.02 um   151.93 um  
   2.25 GeV   2.791E-01  9.858E-05   19.98 mm   818.49 um   185.05 um  
   2.50 GeV   2.598E-01  8.951E-05   23.98 mm   996.35 um   220.46 um  
   2.75 GeV   2.440E-01  8.203E-05   28.26 mm     1.17 mm   257.96 um  
   3.00 GeV   2.306E-01  7.573E-05   32.80 mm     1.33 mm   297.38 um  
   3.25 GeV   2.193E-01  7.037E-05   37.59 mm     1.50 mm   338.59 um  
   3.50 GeV   2.095E-01  6.574E-05   42.61 mm     1.66 mm   381.44 um  
   3.75 GeV   2.010E-01  6.170E-05   47.86 mm     1.82 mm   425.80 um  
   4.00 GeV   1.935E-01  5.815E-05   53.32 mm     1.98 mm   471.56 um  
   4.50 GeV   1.811E-01  5.218E-05   64.83 mm     2.57 mm   566.90 um  
   5.00 GeV   1.711E-01  4.736E-05   77.07 mm     3.10 mm   666.65 um  
   5.50 GeV   1.629E-01  4.338E-05   89.97 mm     3.60 mm   770.16 um  
   6.00 GeV   1.561E-01  4.003E-05  103.48 mm     4.08 mm   876.86 um  
   6.50 GeV   1.504E-01  3.719E-05  117.53 mm     4.54 mm   986.25 um  
   7.00 GeV   1.455E-01  3.473E-05  132.09 mm     4.99 mm     1.10 mm  
   8.00 GeV   1.377E-01  3.070E-05  162.53 mm     6.60 mm     1.33 mm  
   9.00 GeV   1.317E-01  2.753E-05  194.52 mm     8.01 mm     1.56 mm  
  10.00 GeV   1.270E-01  2.498E-05  227.83 mm     9.30 mm     1.80 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  4.4264E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
