 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Na21_Si.txt

 Ion = Sodium [11] , Mass = 20.9976 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  55.00 keV   7.915E-01  8.897E-01    1095 A       470 A       345 A   
  60.00 keV   8.317E-01  8.635E-01    1193 A       501 A       372 A   
  65.00 keV   8.641E-01  8.390E-01    1291 A       532 A       398 A   
  70.00 keV   8.914E-01  8.161E-01    1389 A       563 A       424 A   
  80.00 keV   9.376E-01  7.743E-01    1587 A       622 A       475 A   
  90.00 keV   9.791E-01  7.372E-01    1787 A       680 A       524 A   
 100.00 keV   1.019E+00  7.040E-01    1989 A       735 A       572 A   
 110.00 keV   1.058E+00  6.742E-01    2192 A       789 A       620 A   
 120.00 keV   1.098E+00  6.472E-01    2395 A       841 A       667 A   
 130.00 keV   1.137E+00  6.227E-01    2598 A       891 A       713 A   
 140.00 keV   1.176E+00  6.002E-01    2801 A       939 A       759 A   
 150.00 keV   1.216E+00  5.796E-01    3003 A       985 A       804 A   
 160.00 keV   1.256E+00  5.606E-01    3204 A      1029 A       848 A   
 170.00 keV   1.295E+00  5.430E-01    3403 A      1072 A       891 A   
 180.00 keV   1.336E+00  5.266E-01    3601 A      1113 A       933 A   
 200.00 keV   1.416E+00  4.972E-01    3992 A      1190 A      1016 A   
 225.00 keV   1.518E+00  4.653E-01    4471 A      1279 A      1113 A   
 250.00 keV   1.621E+00  4.379E-01    4936 A      1360 A      1205 A   
 275.00 keV   1.724E+00  4.140E-01    5388 A      1433 A      1292 A   
 300.00 keV   1.827E+00  3.929E-01    5826 A      1500 A      1374 A   
 325.00 keV   1.931E+00  3.741E-01    6251 A      1561 A      1450 A   
 350.00 keV   2.034E+00  3.574E-01    6663 A      1617 A      1522 A   
 375.00 keV   2.137E+00  3.422E-01    7063 A      1668 A      1590 A   
 400.00 keV   2.240E+00  3.285E-01    7450 A      1714 A      1654 A   
 450.00 keV   2.444E+00  3.045E-01    8191 A      1798 A      1771 A   
 500.00 keV   2.645E+00  2.842E-01    8890 A      1870 A      1875 A   
 550.00 keV   2.843E+00  2.667E-01    9552 A      1933 A      1969 A   
 600.00 keV   3.037E+00  2.516E-01    1.02 um     1987 A      2053 A   
 650.00 keV   3.227E+00  2.382E-01    1.08 um     2035 A      2130 A   
 700.00 keV   3.413E+00  2.264E-01    1.14 um     2077 A      2199 A   
 800.00 keV   3.773E+00  2.063E-01    1.24 um     2151 A      2321 A   
 900.00 keV   4.114E+00  1.899E-01    1.34 um     2211 A      2425 A   
   1.00 MeV   4.438E+00  1.761E-01    1.43 um     2261 A      2514 A   
   1.10 MeV   4.745E+00  1.644E-01    1.52 um     2303 A      2592 A   
   1.20 MeV   5.035E+00  1.543E-01    1.60 um     2340 A      2661 A   
   1.30 MeV   5.310E+00  1.455E-01    1.68 um     2372 A      2723 A   
   1.40 MeV   5.570E+00  1.378E-01    1.76 um     2400 A      2779 A   
   1.50 MeV   5.815E+00  1.309E-01    1.83 um     2425 A      2829 A   
   1.60 MeV   6.047E+00  1.247E-01    1.90 um     2447 A      2875 A   
   1.70 MeV   6.266E+00  1.192E-01    1.97 um     2467 A      2918 A   
   1.80 MeV   6.472E+00  1.141E-01    2.03 um     2486 A      2957 A   
   2.00 MeV   6.853E+00  1.054E-01    2.16 um     2522 A      3027 A   
   2.25 MeV   7.272E+00  9.630E-02    2.30 um     2561 A      3103 A   
   2.50 MeV   7.637E+00  8.879E-02    2.44 um     2595 A      3169 A   
   2.75 MeV   7.956E+00  8.247E-02    2.58 um     2624 A      3228 A   
   3.00 MeV   8.235E+00  7.706E-02    2.71 um     2651 A      3280 A   
   3.25 MeV   8.480E+00  7.237E-02    2.84 um     2674 A      3328 A   
   3.50 MeV   8.695E+00  6.827E-02    2.96 um     2696 A      3371 A   
   3.75 MeV   8.884E+00  6.465E-02    3.08 um     2716 A      3412 A   
   4.00 MeV   9.051E+00  6.142E-02    3.20 um     2734 A      3449 A   
   4.50 MeV   9.330E+00  5.592E-02    3.43 um     2778 A      3517 A   
   5.00 MeV   9.549E+00  5.139E-02    3.65 um     2817 A      3578 A   
   5.50 MeV   9.723E+00  4.759E-02    3.88 um     2853 A      3634 A   
   6.00 MeV   9.861E+00  4.436E-02    4.09 um     2887 A      3685 A   
   6.50 MeV   9.972E+00  4.157E-02    4.31 um     2919 A      3733 A   
   7.00 MeV   1.006E+01  3.913E-02    4.52 um     2949 A      3778 A   
   8.00 MeV   1.019E+01  3.509E-02    4.94 um     3036 A      3861 A   
   9.00 MeV   1.027E+01  3.185E-02    5.36 um     3117 A      3937 A   
  10.00 MeV   1.031E+01  2.919E-02    5.78 um     3194 A      4008 A   
  11.00 MeV   1.034E+01  2.698E-02    6.19 um     3268 A      4075 A   
  12.00 MeV   1.034E+01  2.509E-02    6.61 um     3339 A      4139 A   
  13.00 MeV   1.034E+01  2.347E-02    7.02 um     3408 A      4199 A   
  14.00 MeV   1.033E+01  2.206E-02    7.44 um     3476 A      4258 A   
  15.00 MeV   1.030E+01  2.083E-02    7.86 um     3542 A      4315 A   
  16.00 MeV   1.028E+01  1.973E-02    8.27 um     3607 A      4370 A   
  17.00 MeV   1.025E+01  1.875E-02    8.69 um     3670 A      4424 A   
  18.00 MeV   1.021E+01  1.787E-02    9.11 um     3733 A      4477 A   
  20.00 MeV   1.013E+01  1.634E-02    9.96 um     3948 A      4580 A   
  22.50 MeV   1.002E+01  1.479E-02   11.02 um     4258 A      4705 A   
  25.00 MeV   9.901E+00  1.352E-02   12.10 um     4553 A      4826 A   
  27.50 MeV   9.777E+00  1.247E-02   13.19 um     4836 A      4945 A   
  30.00 MeV   9.649E+00  1.158E-02   14.30 um     5110 A      5063 A   
  32.50 MeV   9.519E+00  1.081E-02   15.42 um     5376 A      5179 A   
  35.00 MeV   9.388E+00  1.014E-02   16.56 um     5637 A      5295 A   
  37.50 MeV   9.256E+00  9.560E-03   17.71 um     5893 A      5411 A   
  40.00 MeV   9.126E+00  9.043E-03   18.88 um     6145 A      5526 A   
  45.00 MeV   8.868E+00  8.170E-03   21.27 um     7057 A      5757 A   
  50.00 MeV   8.528E+00  7.459E-03   23.75 um     7917 A      5992 A   
  55.00 MeV   8.239E+00  6.867E-03   26.31 um     8749 A      6231 A   
  60.00 MeV   7.973E+00  6.368E-03   28.97 um     9560 A      6475 A   
  65.00 MeV   7.721E+00  5.940E-03   31.71 um     1.04 um     6725 A   
  70.00 MeV   7.481E+00  5.569E-03   34.54 um     1.11 um     6981 A   
  80.00 MeV   7.040E+00  4.956E-03   40.48 um     1.40 um     7514 A   
  90.00 MeV   6.643E+00  4.471E-03   46.77 um     1.67 um     8075 A   
 100.00 MeV   6.287E+00  4.077E-03   53.43 um     1.92 um     8665 A   
 110.00 MeV   5.966E+00  3.749E-03   60.47 um     2.17 um     9286 A   
 120.00 MeV   5.676E+00  3.473E-03   67.86 um     2.41 um     9937 A   
 130.00 MeV   5.414E+00  3.237E-03   75.63 um     2.66 um     1.06 um  
 140.00 MeV   5.175E+00  3.032E-03   83.77 um     2.90 um     1.13 um  
 150.00 MeV   4.958E+00  2.853E-03   92.27 um     3.15 um     1.21 um  
 160.00 MeV   4.759E+00  2.695E-03  101.13 um     3.40 um     1.29 um  
 170.00 MeV   4.576E+00  2.554E-03  110.36 um     3.65 um     1.37 um  
 180.00 MeV   4.408E+00  2.428E-03  119.95 um     3.90 um     1.45 um  
 200.00 MeV   4.110E+00  2.212E-03  140.19 um     4.85 um     1.63 um  
 225.00 MeV   3.795E+00  1.992E-03  167.45 um     6.21 um     1.86 um  
 250.00 MeV   3.530E+00  1.814E-03  196.88 um     7.50 um     2.12 um  
 275.00 MeV   3.304E+00  1.666E-03  228.41 um     8.74 um     2.39 um  
 300.00 MeV   3.109E+00  1.542E-03  262.01 um     9.97 um     2.68 um  
 325.00 MeV   2.939E+00  1.436E-03  297.63 um    11.19 um     2.98 um  
 350.00 MeV   2.789E+00  1.344E-03  335.24 um    12.41 um     3.30 um  
 375.00 MeV   2.656E+00  1.263E-03  374.80 um    13.63 um     3.63 um  
 400.00 MeV   2.537E+00  1.192E-03  416.28 um    14.87 um     3.98 um  
 450.00 MeV   2.331E+00  1.073E-03  504.85 um    19.48 um     4.72 um  
 500.00 MeV   2.160E+00  9.760E-04  600.83 um    23.79 um     5.52 um  
 550.00 MeV   2.014E+00  8.959E-04  704.10 um    27.96 um     6.38 um  
 600.00 MeV   1.888E+00  8.285E-04  814.57 um    32.08 um     7.28 um  
 650.00 MeV   1.775E+00  7.709E-04  932.22 um    36.19 um     8.24 um  
 700.00 MeV   1.675E+00  7.211E-04    1.06 mm    40.32 um     9.26 um  
 800.00 MeV   1.509E+00  6.393E-04    1.33 mm    55.74 um    11.44 um  
 900.00 MeV   1.376E+00  5.748E-04    1.63 mm    70.07 um    13.83 um  
   1.00 GeV   1.267E+00  5.225E-04    1.95 mm    84.01 um    16.42 um  
   1.10 GeV   1.177E+00  4.793E-04    2.31 mm    97.83 um    19.21 um  
   1.20 GeV   1.100E+00  4.430E-04    2.68 mm   111.66 um    22.19 um  
   1.30 GeV   1.034E+00  4.120E-04    3.09 mm   125.57 um    25.35 um  
   1.40 GeV   9.769E-01  3.852E-04    3.52 mm   139.58 um    28.68 um  
   1.50 GeV   9.267E-01  3.618E-04    3.97 mm   153.73 um    32.20 um  
   1.60 GeV   8.823E-01  3.412E-04    4.45 mm   168.02 um    35.88 um  
   1.70 GeV   8.428E-01  3.229E-04    4.95 mm   182.45 um    39.72 um  
   1.80 GeV   8.074E-01  3.065E-04    5.47 mm   197.02 um    43.72 um  
   2.00 GeV   7.464E-01  2.785E-04    6.58 mm   252.29 um    52.20 um  
   2.25 GeV   6.846E-01  2.502E-04    8.08 mm   330.71 um    63.62 um  
   2.50 GeV   6.344E-01  2.272E-04    9.72 mm   403.96 um    75.91 um  
   2.75 GeV   5.928E-01  2.083E-04   11.47 mm   474.72 um    89.02 um  
   3.00 GeV   5.578E-01  1.924E-04   13.35 mm   544.15 um   102.89 um  
   3.25 GeV   5.279E-01  1.788E-04   15.33 mm   612.84 um   117.48 um  
   3.50 GeV   5.021E-01  1.671E-04   17.42 mm   681.09 um   132.76 um  
   3.75 GeV   4.796E-01  1.569E-04   19.62 mm   749.09 um   148.67 um  
   4.00 GeV   4.598E-01  1.479E-04   21.91 mm   816.94 um   165.20 um  
   4.50 GeV   4.266E-01  1.327E-04   26.78 mm     1.07 mm   199.94 um  
   5.00 GeV   3.998E-01  1.205E-04   31.99 mm     1.30 mm   236.72 um  
   5.50 GeV   3.778E-01  1.104E-04   37.53 mm     1.52 mm   275.33 um  
   6.00 GeV   3.594E-01  1.019E-04   43.38 mm     1.73 mm   315.57 um  
   6.50 GeV   3.438E-01  9.470E-05   49.51 mm     1.94 mm   357.26 um  
   7.00 GeV   3.305E-01  8.846E-05   55.89 mm     2.14 mm   400.25 um  
   8.00 GeV   3.088E-01  7.823E-05   69.38 mm     2.87 mm   489.59 um  
   9.00 GeV   2.920E-01  7.019E-05   83.73 mm     3.52 mm   582.61 um  
  10.00 GeV   2.786E-01  6.369E-05   98.84 mm     4.12 mm   678.52 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  2.7436E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
